region,Time,sex,edu,agest,prjpropfinal
15,2050,f,e5,15,24.63334921308529
16,2050,f,e5,15,27.183164213454283
17,2050,f,e5,15,33.65256473282485
21,2050,f,e5,15,26.662484137320877
22,2050,f,e5,15,26.176834486839105
23,2050,f,e5,15,30.79857449335818
24,2050,f,e5,15,33.03506142724885
25,2050,f,e5,15,31.45011960971441
26,2050,f,e5,15,29.484216777551175
27,2050,f,e5,15,25.97705853169393
28,2050,f,e5,15,28.975347400589037
29,2050,f,e5,15,28.41459788225762
31,2050,f,e5,15,33.16965507349281
32,2050,f,e5,15,35.380634680215024
33,2050,f,e5,15,30.897996509046248
35,2050,f,e5,15,35.39737005969909
41,2050,f,e5,15,37.60880314197451
42,2050,f,e5,15,39.55916406206434
43,2050,f,e5,15,34.633280608077015
50,2050,f,e5,15,34.54421610847589
51,2050,f,e5,15,36.1731690289252
52,2050,f,e5,15,35.21652020949788
53,2050,f,e5,15,38.171225632912126
11,2055,f,e5,15,32.762886947424875
12,2055,f,e5,15,30.22700213529162
13,2055,f,e5,15,28.02908453869692
14,2055,f,e5,15,32.02098049165529
15,2055,f,e5,15,25.380579772359745
16,2055,f,e5,15,27.83732906809964
17,2055,f,e5,15,34.330402463124294
21,2055,f,e5,15,27.32939870566191
22,2055,f,e5,15,26.851866001846936
23,2055,f,e5,15,31.454131428114284
24,2055,f,e5,15,33.801041499660585
25,2055,f,e5,15,32.23333705771568
26,2055,f,e5,15,30.219357550794264
27,2055,f,e5,15,26.737034400972963
28,2055,f,e5,15,29.764740716092646
29,2055,f,e5,15,29.159406621566777
31,2055,f,e5,15,33.82540475590849
32,2055,f,e5,15,36.06643195472132
33,2055,f,e5,15,31.571767654984416
35,2055,f,e5,15,36.02476236943369
41,2055,f,e5,15,38.28164135518245
42,2055,f,e5,15,40.216617291111014
43,2055,f,e5,15,35.30569770772788
50,2055,f,e5,15,35.28339333132111
51,2055,f,e5,15,36.86602818268002
52,2055,f,e5,15,35.878928208392
53,2055,f,e5,15,38.837939184083694
11,2060,f,e5,15,33.3218585580465
12,2060,f,e5,15,30.776880393848543
13,2060,f,e5,15,28.617979066824883
14,2060,f,e5,15,32.595339345785725
15,2060,f,e5,15,25.91044506064044
16,2060,f,e5,15,28.33741807272277
17,2060,f,e5,15,34.877442739143476
21,2060,f,e5,15,27.844458620537836
22,2060,f,e5,15,27.363048591830697
23,2060,f,e5,15,31.977189115622092
24,2060,f,e5,15,34.38183719021327
25,2060,f,e5,15,32.816177941013585
26,2060,f,e5,15,30.769361406311965
27,2060,f,e5,15,27.29532852675893
28,2060,f,e5,15,30.34152652066017
29,2060,f,e5,15,29.711579241339052
31,2060,f,e5,15,34.34806816466408
32,2060,f,e5,15,36.60979534684766
33,2060,f,e5,15,32.09478812129475
35,2060,f,e5,15,36.53999642114537
41,2060,f,e5,15,38.82684260611195
42,2060,f,e5,15,40.75455127988175
43,2060,f,e5,15,35.843370908236594
50,2060,f,e5,15,35.85795988736115
51,2060,f,e5,15,37.418224667704216
52,2060,f,e5,15,36.41244312931602
53,2060,f,e5,15,39.37899154939772
11,2010,m,e5,15,11.218670701345625
12,2010,m,e5,15,9.85371978861662
13,2010,m,e5,15,8.768069437136328
14,2010,m,e5,15,12.614571825796425
15,2010,m,e5,15,7.002769280441163
16,2010,m,e5,15,12.820019307722989
17,2010,m,e5,15,12.253665289736698
21,2010,m,e5,15,8.842480513770088
22,2010,m,e5,15,8.498621565562583
23,2010,m,e5,15,12.371434471420027
24,2010,m,e5,15,11.593779855070064
25,2010,m,e5,15,10.308916963640767
26,2010,m,e5,15,9.755221786373165
27,2010,m,e5,15,7.434376038132537
28,2010,m,e5,15,8.539066223846596
29,2010,m,e5,15,7.992720034796481
31,2010,m,e5,15,13.50289945830315
32,2010,m,e5,15,15.024307367879532
33,2010,m,e5,15,13.485551761631738
35,2010,m,e5,15,18.364956092279584
41,2010,m,e5,15,17.196603157154364
42,2010,m,e5,15,18.994796095714737
43,2010,m,e5,15,14.99646984218389
50,2010,m,e5,15,13.558203513421024
51,2010,m,e5,15,14.936365220070533
52,2010,m,e5,15,14.78338883764682
53,2010,m,e5,15,18.911658569147708
11,2015,m,e5,15,14.621816511518622
12,2015,m,e5,15,12.770836872334815
13,2015,m,e5,15,11.711595128045838
14,2015,m,e5,15,16.129965846716104
15,2015,m,e5,15,9.495595291451185
16,2015,m,e5,15,16.331643188638104
17,2015,m,e5,15,15.706139464032889
21,2015,m,e5,15,11.75454509786159
22,2015,m,e5,15,11.346903287732012
23,2015,m,e5,15,15.857781233897231
24,2015,m,e5,15,15.254890657485731
25,2015,m,e5,15,13.84715296770235
26,2015,m,e5,15,13.007222411354531
27,2015,m,e5,15,10.226462905215426
28,2015,m,e5,15,11.60438418906217
29,2015,m,e5,15,10.836046057009094
31,2015,m,e5,15,17.05456861303074
32,2015,m,e5,15,18.8513676868804
33,2015,m,e5,15,17.05107267216351
35,2015,m,e5,15,22.092411909814487
41,2015,m,e5,15,21.31654967974263
42,2015,m,e5,15,23.06365691345214
43,2015,m,e5,15,18.778150574293928
50,2015,m,e5,15,17.36111365487504
51,2015,m,e5,15,18.71460392094899
52,2015,m,e5,15,18.511757877782717
53,2015,m,e5,15,22.95457550412407
11,2020,m,e5,15,18.146615292910457
12,2020,m,e5,15,15.744076082948585
13,2020,m,e5,15,14.915773916174343
14,2020,m,e5,15,19.641391205709866
15,2020,m,e5,15,12.278948873660914
16,2020,m,e5,15,19.78359257753611
17,2020,m,e5,15,19.159121118578383
21,2020,m,e5,15,14.889244208550933
22,2020,m,e5,15,14.431887820597462
23,2020,m,e5,15,19.343049342577636
24,2020,m,e5,15,19.104862693698355
25,2020,m,e5,15,17.731041793276056
26,2020,m,e5,15,16.52290902690301
27,2020,m,e5,15,13.457689590193018
28,2020,m,e5,15,15.051558881737966
29,2020,m,e5,15,14.023408745935706
31,2020,m,e5,15,20.50048029427944
32,2020,m,e5,15,22.514461919028957
33,2020,m,e5,15,20.51390992485933
35,2020,m,e5,15,25.37838586752255
41,2020,m,e5,15,25.171173501093747
42,2020,m,e5,15,26.717372465927113
43,2020,m,e5,15,22.386347812967927
50,2020,m,e5,15,21.158843832500132
51,2020,m,e5,15,22.320598385307377
52,2020,m,e5,15,22.067231127970615
53,2020,m,e5,15,26.58154530254896
11,2025,m,e5,15,21.80348765373992
12,2025,m,e5,15,18.79908492271849
13,2025,m,e5,15,18.43634720780048
14,2025,m,e5,15,23.128585786967435
15,2025,m,e5,15,15.465296228063822
16,2025,m,e5,15,23.20856631269783
17,2025,m,e5,15,22.615214280489905
21,2025,m,e5,15,18.296582713549537
22,2025,m,e5,15,17.827565959965636
23,2025,m,e5,15,22.833725973604516
24,2025,m,e5,15,23.202585071119547
25,2025,m,e5,15,22.07198590036422
26,2025,m,e5,15,20.380352663709154
27,2025,m,e5,15,17.28463133392953
28,2025,m,e5,15,19.0165134887811
29,2025,m,e5,15,17.661261174502915
31,2025,m,e5,15,23.847202181812083
32,2025,m,e5,15,26.028130228561658
33,2025,m,e5,15,23.888116086560956
35,2025,m,e5,15,28.28207167130241
41,2025,m,e5,15,28.77899027925021
42,2025,m,e5,15,30.00528484251736
43,2025,m,e5,15,25.83002160238009
50,2025,m,e5,15,24.95340777051893
51,2025,m,e5,15,25.76957043954507
52,2025,m,e5,15,25.4619726644227
53,2025,m,e5,15,29.84380262262911
11,2030,m,e5,15,23.330050830981733
12,2030,m,e5,15,20.404984187445816
13,2030,m,e5,15,20.126408891771103
14,2030,m,e5,15,24.679323794052785
15,2030,m,e5,15,17.099609795627888
16,2030,m,e5,15,24.780947390759906
17,2030,m,e5,15,24.06470485224406
21,2030,m,e5,15,19.871061818710245
22,2030,m,e5,15,19.440284197301303
23,2030,m,e5,15,24.33491031493115
24,2030,m,e5,15,25.03600235781691
25,2030,m,e5,15,24.07523194505052
26,2030,m,e5,15,22.190724562984567
27,2030,m,e5,15,19.096343272778597
28,2030,m,e5,15,20.90512851168329
29,2030,m,e5,15,19.354036732207803
31,2030,m,e5,15,25.260321152668155
32,2030,m,e5,15,27.50220178016392
33,2030,m,e5,15,25.35148965084585
35,2030,m,e5,15,29.562192632542267
41,2030,m,e5,15,30.2651898244266
42,2030,m,e5,15,31.382706729091268
43,2030,m,e5,15,27.25234750518724
50,2030,m,e5,15,26.484603361292596
51,2030,m,e5,15,27.27927293138008
52,2030,m,e5,15,26.88969432600682
53,2030,m,e5,15,31.24269962142008
11,2035,m,e5,15,24.714809785286633
12,2035,m,e5,15,21.803088244410617
13,2035,m,e5,15,21.62036003765859
14,2035,m,e5,15,26.06789434342886
15,2035,m,e5,15,18.54406321879858
16,2035,m,e5,15,26.18254512798164
17,2035,m,e5,15,25.38531897041504
21,2035,m,e5,15,21.27468714142006
22,2035,m,e5,15,20.872719514798792
23,2035,m,e5,15,25.692265869383977
24,2035,m,e5,15,26.66142886036784
25,2035,m,e5,15,25.843655133648102
26,2035,m,e5,15,23.79072363331299
27,2035,m,e5,15,20.714433298901163
28,2035,m,e5,15,22.579107304544884
29,2035,m,e5,15,20.86467491047899
31,2035,m,e5,15,26.552499397836023
32,2035,m,e5,15,28.848720083822307
33,2035,m,e5,15,26.678342208520515
35,2035,m,e5,15,30.757238302354217
41,2035,m,e5,15,31.630094290972952
42,2035,m,e5,15,32.66428928487932
43,2035,m,e5,15,28.56085999068045
50,2035,m,e5,15,27.88407496975984
51,2035,m,e5,15,28.643920910861464
52,2035,m,e5,15,28.197885225038902
53,2035,m,e5,15,32.53559872469504
11,2040,m,e5,15,25.87886155041421
12,2040,m,e5,15,22.949654522145536
13,2040,m,e5,15,22.870918386288142
14,2040,m,e5,15,27.23002249101993
15,2040,m,e5,15,19.74387557731315
16,2040,m,e5,15,27.331851744712253
17,2040,m,e5,15,26.490144981671317
21,2040,m,e5,15,22.44889002340048
22,2040,m,e5,15,22.06333020974806
23,2040,m,e5,15,26.823229405403875
24,2040,m,e5,15,28.005134364969383
25,2040,m,e5,15,27.311106639325043
26,2040,m,e5,15,25.118487618789885
27,2040,m,e5,15,22.082693704033833
28,2040,m,e5,15,23.97570129214411
29,2040,m,e5,15,22.133531614848003
31,2040,m,e5,15,27.628987006107568
32,2040,m,e5,15,29.966387486736004
33,2040,m,e5,15,27.777881097655687
35,2040,m,e5,15,31.747820822570635
41,2040,m,e5,15,32.76392594225086
42,2040,m,e5,15,33.72736435261995
43,2040,m,e5,15,29.65141522825769
50,2040,m,e5,15,29.05599277636046
51,2040,m,e5,15,29.77195522201509
52,2040,m,e5,15,29.28547501101511
53,2040,m,e5,15,33.60498020195079
11,2045,m,e5,15,26.941723211030073
12,2045,m,e5,15,23.93595211805442
13,2045,m,e5,15,23.98378491928891
14,2045,m,e5,15,28.255279127842392
15,2045,m,e5,15,20.822721164407803
16,2045,m,e5,15,28.35797937981569
17,2045,m,e5,15,27.49429402569954
21,2045,m,e5,15,23.50778255699349
22,2045,m,e5,15,23.139678876424583
23,2045,m,e5,15,27.844170836808157
24,2045,m,e5,15,29.22188600828143
25,2045,m,e5,15,28.644018119688603
26,2045,m,e5,15,26.31481979311234
27,2045,m,e5,15,23.338252819505232
28,2045,m,e5,15,25.24885169089346
29,2045,m,e5,15,23.29298661109665
31,2045,m,e5,15,28.603369821642595
32,2045,m,e5,15,30.97712707709917
33,2045,m,e5,15,28.76782504701156
35,2045,m,e5,15,32.630319825198335
41,2045,m,e5,15,33.786835046799446
42,2045,m,e5,15,34.68316559060404
43,2045,m,e5,15,30.640378311450895
50,2045,m,e5,15,30.128593475030417
51,2045,m,e5,15,30.778910995725415
52,2045,m,e5,15,30.26826066995907
53,2045,m,e5,15,34.56050313832367
11,2050,m,e5,15,27.873969915675207
12,2050,m,e5,15,24.878408570061666
13,2050,m,e5,15,25.03806350229784
14,2050,m,e5,15,29.159008448873298
15,2050,m,e5,15,21.88893948856895
16,2050,m,e5,15,29.275933897631074
17,2050,m,e5,15,28.36261011825019
21,2050,m,e5,15,24.49058267032509
22,2050,m,e5,15,24.155999103083477
23,2050,m,e5,15,28.73672866163962
24,2050,m,e5,15,30.337758609952413
25,2050,m,e5,15,29.9050280269916
26,2050,m,e5,15,27.442392669892183
27,2050,m,e5,15,24.55304349307796
28,2050,m,e5,15,26.476305719966003
29,2050,m,e5,15,24.392935196149573
31,2050,m,e5,15,29.436322888181852
32,2050,m,e5,15,31.83690014256537
33,2050,m,e5,15,29.62503703316647
35,2050,m,e5,15,33.35459115935621
41,2050,m,e5,15,34.642727508848104
42,2050,m,e5,15,35.4678318841982
43,2050,m,e5,15,31.473364541876617
50,2050,m,e5,15,31.045856436528094
51,2050,m,e5,15,31.647736173092504
52,2050,m,e5,15,31.10145544395921
53,2050,m,e5,15,35.35127628285364
11,2055,m,e5,15,28.733582988977773
12,2055,m,e5,15,25.676302856282447
13,2055,m,e5,15,25.938109156695543
14,2055,m,e5,15,29.99658613101206
15,2055,m,e5,15,22.75539334695332
16,2055,m,e5,15,30.099429868821492
17,2055,m,e5,15,29.17727957746567
21,2055,m,e5,15,25.345770063411095
22,2055,m,e5,15,25.019657610333116
23,2055,m,e5,15,29.56314239016683
24,2055,m,e5,15,31.303258944453383
25,2055,m,e5,15,30.95997839062345
26,2055,m,e5,15,28.396802489169353
27,2055,m,e5,15,25.565597204207528
28,2055,m,e5,15,27.491378635670404
29,2055,m,e5,15,25.32555507808942
31,2055,m,e5,15,30.228761876099117
32,2055,m,e5,15,32.65578249728651
33,2055,m,e5,15,30.42710456987195
35,2055,m,e5,15,34.086354436325664
41,2055,m,e5,15,35.473246771194546
42,2055,m,e5,15,36.251517970018675
43,2055,m,e5,15,32.277968551363536
50,2055,m,e5,15,31.91137630552248
51,2055,m,e5,15,32.46420187510271
52,2055,m,e5,15,31.900714623451847
53,2055,m,e5,15,36.13448686578671
11,2060,m,e5,15,29.59720592347363
12,2060,m,e5,15,26.493050939970335
13,2060,m,e5,15,26.80987480949804
14,2060,m,e5,15,30.84781238232612
15,2060,m,e5,15,23.603769795887636
16,2060,m,e5,15,30.967325399522377
17,2060,m,e5,15,30.01999002910285
21,2060,m,e5,15,26.189402257701943
22,2060,m,e5,15,25.875985430845677
23,2060,m,e5,15,30.416950330309422
24,2060,m,e5,15,32.2622561846492
25,2060,m,e5,15,31.974268671069048
26,2060,m,e5,15,29.33106358276394
27,2060,m,e5,15,26.51104270059938
28,2060,m,e5,15,28.46195936559409
29,2060,m,e5,15,26.221122784803647
31,2060,m,e5,15,31.067447267180924
32,2060,m,e5,15,33.52608208121921
33,2060,m,e5,15,31.27586174355539
35,2060,m,e5,15,34.91289118531389
41,2060,m,e5,15,36.36178691673352
42,2060,m,e5,15,37.11812642543994
43,2060,m,e5,15,33.13533120102614
50,2060,m,e5,15,32.800124589148616
51,2060,m,e5,15,33.33206153608454
52,2060,m,e5,15,32.754163071700795
53,2060,m,e5,15,37.000864745080584
11,2010,f,e6,15,0
12,2010,f,e6,15,0
13,2010,f,e6,15,0
14,2010,f,e6,15,0
15,2010,f,e6,15,0
16,2010,f,e6,15,0
17,2010,f,e6,15,0
21,2010,f,e6,15,0
22,2010,f,e6,15,0
23,2010,f,e6,15,0
24,2010,f,e6,15,0
25,2010,f,e6,15,0
26,2010,f,e6,15,0
27,2010,f,e6,15,0
28,2010,f,e6,15,0
29,2010,f,e6,15,0
31,2010,f,e6,15,0
32,2010,f,e6,15,0
33,2010,f,e6,15,0
35,2010,f,e6,15,0
41,2010,f,e6,15,0
42,2010,f,e6,15,0
43,2010,f,e6,15,0
50,2010,f,e6,15,0
51,2010,f,e6,15,0
52,2010,f,e6,15,0
53,2010,f,e6,15,0
11,2015,f,e6,15,0
12,2015,f,e6,15,0
13,2015,f,e6,15,0
14,2015,f,e6,15,0
15,2015,f,e6,15,0
16,2015,f,e6,15,0
17,2015,f,e6,15,0
21,2015,f,e6,15,0
22,2015,f,e6,15,0
23,2015,f,e6,15,0
24,2015,f,e6,15,0
25,2015,f,e6,15,0
26,2015,f,e6,15,0
27,2015,f,e6,15,0
28,2015,f,e6,15,0
29,2015,f,e6,15,0
31,2015,f,e6,15,0
32,2015,f,e6,15,0
33,2015,f,e6,15,0
35,2015,f,e6,15,0
41,2015,f,e6,15,0
42,2015,f,e6,15,0
43,2015,f,e6,15,0
50,2015,f,e6,15,0
51,2015,f,e6,15,0
52,2015,f,e6,15,0
53,2015,f,e6,15,0
11,2020,f,e6,15,0
12,2020,f,e6,15,0
13,2020,f,e6,15,0
14,2020,f,e6,15,0
15,2020,f,e6,15,0
16,2020,f,e6,15,0
17,2020,f,e6,15,0
21,2020,f,e6,15,0
22,2020,f,e6,15,0
23,2020,f,e6,15,0
24,2020,f,e6,15,0
25,2020,f,e6,15,0
26,2020,f,e6,15,0
27,2020,f,e6,15,0
28,2020,f,e6,15,0
29,2020,f,e6,15,0
31,2020,f,e6,15,0
32,2020,f,e6,15,0
33,2020,f,e6,15,0
35,2020,f,e6,15,0
41,2020,f,e6,15,0
42,2020,f,e6,15,0
43,2020,f,e6,15,0
50,2020,f,e6,15,0
51,2020,f,e6,15,0
52,2020,f,e6,15,0
53,2020,f,e6,15,0
11,2025,f,e6,15,0
12,2025,f,e6,15,0
13,2025,f,e6,15,0
14,2025,f,e6,15,0
15,2025,f,e6,15,0
16,2025,f,e6,15,0
17,2025,f,e6,15,0
21,2025,f,e6,15,0
22,2025,f,e6,15,0
23,2025,f,e6,15,0
24,2025,f,e6,15,0
25,2025,f,e6,15,0
26,2025,f,e6,15,0
27,2025,f,e6,15,0
28,2025,f,e6,15,0
29,2025,f,e6,15,0
31,2025,f,e6,15,0
32,2025,f,e6,15,0
33,2025,f,e6,15,0
35,2025,f,e6,15,0
41,2025,f,e6,15,0
42,2025,f,e6,15,0
43,2025,f,e6,15,0
50,2025,f,e6,15,0
51,2025,f,e6,15,0
52,2025,f,e6,15,0
53,2025,f,e6,15,0
11,2030,f,e6,15,0
12,2030,f,e6,15,0
13,2030,f,e6,15,0
14,2030,f,e6,15,0
15,2030,f,e6,15,0
16,2030,f,e6,15,0
17,2030,f,e6,15,0
21,2030,f,e6,15,0
22,2030,f,e6,15,0
23,2030,f,e6,15,0
24,2030,f,e6,15,0
25,2030,f,e6,15,0
26,2030,f,e6,15,0
27,2030,f,e6,15,0
28,2030,f,e6,15,0
29,2030,f,e6,15,0
31,2030,f,e6,15,0
32,2030,f,e6,15,0
33,2030,f,e6,15,0
35,2030,f,e6,15,0
41,2030,f,e6,15,0
42,2030,f,e6,15,0
43,2030,f,e6,15,0
50,2030,f,e6,15,0
51,2030,f,e6,15,0
52,2030,f,e6,15,0
53,2030,f,e6,15,0
11,2035,f,e6,15,0
12,2035,f,e6,15,0
13,2035,f,e6,15,0
14,2035,f,e6,15,0
15,2035,f,e6,15,0
16,2035,f,e6,15,0
17,2035,f,e6,15,0
21,2035,f,e6,15,0
22,2035,f,e6,15,0
23,2035,f,e6,15,0
24,2035,f,e6,15,0
25,2035,f,e6,15,0
26,2035,f,e6,15,0
27,2035,f,e6,15,0
28,2035,f,e6,15,0
29,2035,f,e6,15,0
31,2035,f,e6,15,0
32,2035,f,e6,15,0
33,2035,f,e6,15,0
35,2035,f,e6,15,0
41,2035,f,e6,15,0
42,2035,f,e6,15,0
43,2035,f,e6,15,0
50,2035,f,e6,15,0
51,2035,f,e6,15,0
52,2035,f,e6,15,0
53,2035,f,e6,15,0
11,2040,f,e6,15,0
12,2040,f,e6,15,0
13,2040,f,e6,15,0
14,2040,f,e6,15,0
15,2040,f,e6,15,0
16,2040,f,e6,15,0
17,2040,f,e6,15,0
21,2040,f,e6,15,0
22,2040,f,e6,15,0
23,2040,f,e6,15,0
24,2040,f,e6,15,0
25,2040,f,e6,15,0
26,2040,f,e6,15,0
27,2040,f,e6,15,0
28,2040,f,e6,15,0
29,2040,f,e6,15,0
31,2040,f,e6,15,0
32,2040,f,e6,15,0
33,2040,f,e6,15,0
35,2040,f,e6,15,0
41,2040,f,e6,15,0
42,2040,f,e6,15,0
43,2040,f,e6,15,0
50,2040,f,e6,15,0
51,2040,f,e6,15,0
52,2040,f,e6,15,0
53,2040,f,e6,15,0
11,2045,f,e6,15,0
12,2045,f,e6,15,0
13,2045,f,e6,15,0
14,2045,f,e6,15,0
15,2045,f,e6,15,0
16,2045,f,e6,15,0
17,2045,f,e6,15,0
21,2045,f,e6,15,0
22,2045,f,e6,15,0
23,2045,f,e6,15,0
24,2045,f,e6,15,0
25,2045,f,e6,15,0
26,2045,f,e6,15,0
27,2045,f,e6,15,0
28,2045,f,e6,15,0
29,2045,f,e6,15,0
31,2045,f,e6,15,0
32,2045,f,e6,15,0
33,2045,f,e6,15,0
35,2045,f,e6,15,0
41,2045,f,e6,15,0
42,2045,f,e6,15,0
43,2045,f,e6,15,0
50,2045,f,e6,15,0
51,2045,f,e6,15,0
52,2045,f,e6,15,0
53,2045,f,e6,15,0
11,2050,f,e6,15,0
12,2050,f,e6,15,0
13,2050,f,e6,15,0
14,2050,f,e6,15,0
15,2050,f,e6,15,0
16,2050,f,e6,15,0
17,2050,f,e6,15,0
21,2050,f,e6,15,0
22,2050,f,e6,15,0
23,2050,f,e6,15,0
24,2050,f,e6,15,0
25,2050,f,e6,15,0
26,2050,f,e6,15,0
27,2050,f,e6,15,0
28,2050,f,e6,15,0
29,2050,f,e6,15,0
31,2050,f,e6,15,0
32,2050,f,e6,15,0
33,2050,f,e6,15,0
35,2050,f,e6,15,0
41,2050,f,e6,15,0
42,2050,f,e6,15,0
43,2050,f,e6,15,0
50,2050,f,e6,15,0
51,2050,f,e6,15,0
52,2050,f,e6,15,0
53,2050,f,e6,15,0
11,2055,f,e6,15,0
12,2055,f,e6,15,0
13,2055,f,e6,15,0
14,2055,f,e6,15,0
15,2055,f,e6,15,0
16,2055,f,e6,15,0
17,2055,f,e6,15,0
21,2055,f,e6,15,0
22,2055,f,e6,15,0
23,2055,f,e6,15,0
24,2055,f,e6,15,0
25,2055,f,e6,15,0
26,2055,f,e6,15,0
27,2055,f,e6,15,0
28,2055,f,e6,15,0
29,2055,f,e6,15,0
31,2055,f,e6,15,0
32,2055,f,e6,15,0
33,2055,f,e6,15,0
35,2055,f,e6,15,0
41,2055,f,e6,15,0
42,2055,f,e6,15,0
43,2055,f,e6,15,0
50,2055,f,e6,15,0
51,2055,f,e6,15,0
52,2055,f,e6,15,0
53,2055,f,e6,15,0
11,2060,f,e6,15,0
12,2060,f,e6,15,0
13,2060,f,e6,15,0
14,2060,f,e6,15,0
15,2060,f,e6,15,0
16,2060,f,e6,15,0
17,2060,f,e6,15,0
21,2060,f,e6,15,0
22,2060,f,e6,15,0
23,2060,f,e6,15,0
24,2060,f,e6,15,0
25,2060,f,e6,15,0
26,2060,f,e6,15,0
27,2060,f,e6,15,0
28,2060,f,e6,15,0
29,2060,f,e6,15,0
31,2060,f,e6,15,0
32,2060,f,e6,15,0
33,2060,f,e6,15,0
35,2060,f,e6,15,0
41,2060,f,e6,15,0
42,2060,f,e6,15,0
43,2060,f,e6,15,0
50,2060,f,e6,15,0
51,2060,f,e6,15,0
52,2060,f,e6,15,0
53,2060,f,e6,15,0
11,2010,m,e6,15,0
12,2010,m,e6,15,0
13,2010,m,e6,15,0
14,2010,m,e6,15,0
15,2010,m,e6,15,0
16,2010,m,e6,15,0
17,2010,m,e6,15,0
21,2010,m,e6,15,0
22,2010,m,e6,15,0
23,2010,m,e6,15,0
24,2010,m,e6,15,0
25,2010,m,e6,15,0
26,2010,m,e6,15,0
27,2010,m,e6,15,0
28,2010,m,e6,15,0
29,2010,m,e6,15,0
31,2010,m,e6,15,0
32,2010,m,e6,15,0
33,2010,m,e6,15,0
35,2010,m,e6,15,0
41,2010,m,e6,15,0
42,2010,m,e6,15,0
43,2010,m,e6,15,0
50,2010,m,e6,15,0
51,2010,m,e6,15,0
52,2010,m,e6,15,0
53,2010,m,e6,15,0
11,2015,m,e6,15,0
12,2015,m,e6,15,0
13,2015,m,e6,15,0
14,2015,m,e6,15,0
15,2015,m,e6,15,0
16,2015,m,e6,15,0
17,2015,m,e6,15,0
21,2015,m,e6,15,0
22,2015,m,e6,15,0
23,2015,m,e6,15,0
24,2015,m,e6,15,0
25,2015,m,e6,15,0
26,2015,m,e6,15,0
27,2015,m,e6,15,0
28,2015,m,e6,15,0
29,2015,m,e6,15,0
31,2015,m,e6,15,0
32,2015,m,e6,15,0
33,2015,m,e6,15,0
35,2015,m,e6,15,0
41,2015,m,e6,15,0
42,2015,m,e6,15,0
43,2015,m,e6,15,0
50,2015,m,e6,15,0
51,2015,m,e6,15,0
52,2015,m,e6,15,0
53,2015,m,e6,15,0
11,2020,m,e6,15,0
12,2020,m,e6,15,0
13,2020,m,e6,15,0
14,2020,m,e6,15,0
15,2020,m,e6,15,0
16,2020,m,e6,15,0
17,2020,m,e6,15,0
21,2020,m,e6,15,0
22,2020,m,e6,15,0
23,2020,m,e6,15,0
24,2020,m,e6,15,0
25,2020,m,e6,15,0
26,2020,m,e6,15,0
27,2020,m,e6,15,0
28,2020,m,e6,15,0
29,2020,m,e6,15,0
31,2020,m,e6,15,0
32,2020,m,e6,15,0
33,2020,m,e6,15,0
35,2020,m,e6,15,0
41,2020,m,e6,15,0
42,2020,m,e6,15,0
43,2020,m,e6,15,0
50,2020,m,e6,15,0
51,2020,m,e6,15,0
52,2020,m,e6,15,0
53,2020,m,e6,15,0
11,2025,m,e6,15,0
12,2025,m,e6,15,0
13,2025,m,e6,15,0
14,2025,m,e6,15,0
15,2025,m,e6,15,0
16,2025,m,e6,15,0
17,2025,m,e6,15,0
21,2025,m,e6,15,0
22,2025,m,e6,15,0
23,2025,m,e6,15,0
24,2025,m,e6,15,0
25,2025,m,e6,15,0
26,2025,m,e6,15,0
27,2025,m,e6,15,0
28,2025,m,e6,15,0
29,2025,m,e6,15,0
31,2025,m,e6,15,0
32,2025,m,e6,15,0
33,2025,m,e6,15,0
35,2025,m,e6,15,0
41,2025,m,e6,15,0
42,2025,m,e6,15,0
43,2025,m,e6,15,0
50,2025,m,e6,15,0
51,2025,m,e6,15,0
52,2025,m,e6,15,0
53,2025,m,e6,15,0
11,2030,m,e6,15,0
12,2030,m,e6,15,0
13,2030,m,e6,15,0
14,2030,m,e6,15,0
15,2030,m,e6,15,0
16,2030,m,e6,15,0
17,2030,m,e6,15,0
21,2030,m,e6,15,0
22,2030,m,e6,15,0
23,2030,m,e6,15,0
24,2030,m,e6,15,0
25,2030,m,e6,15,0
26,2030,m,e6,15,0
27,2030,m,e6,15,0
28,2030,m,e6,15,0
29,2030,m,e6,15,0
31,2030,m,e6,15,0
32,2030,m,e6,15,0
33,2030,m,e6,15,0
35,2030,m,e6,15,0
41,2030,m,e6,15,0
42,2030,m,e6,15,0
43,2030,m,e6,15,0
50,2030,m,e6,15,0
51,2030,m,e6,15,0
52,2030,m,e6,15,0
53,2030,m,e6,15,0
11,2035,m,e6,15,0
12,2035,m,e6,15,0
13,2035,m,e6,15,0
14,2035,m,e6,15,0
15,2035,m,e6,15,0
16,2035,m,e6,15,0
17,2035,m,e6,15,0
21,2035,m,e6,15,0
22,2035,m,e6,15,0
23,2035,m,e6,15,0
24,2035,m,e6,15,0
25,2035,m,e6,15,0
26,2035,m,e6,15,0
27,2035,m,e6,15,0
28,2035,m,e6,15,0
29,2035,m,e6,15,0
31,2035,m,e6,15,0
32,2035,m,e6,15,0
33,2035,m,e6,15,0
35,2035,m,e6,15,0
41,2035,m,e6,15,0
42,2035,m,e6,15,0
43,2035,m,e6,15,0
50,2035,m,e6,15,0
51,2035,m,e6,15,0
52,2035,m,e6,15,0
53,2035,m,e6,15,0
11,2040,m,e6,15,0
12,2040,m,e6,15,0
13,2040,m,e6,15,0
14,2040,m,e6,15,0
15,2040,m,e6,15,0
