scenario,age,sex,education,area,state,region,year,prjpropfinal
1,25,Male,e6,32,Espírito Santo,Southeast,2025,26.93443715885679
1,25,Male,e6,32,Espírito Santo,Southeast,2030,33.04868401348034
1,25,Male,e6,32,Espírito Santo,Southeast,2035,39.64006096655517
1,25,Male,e6,32,Espírito Santo,Southeast,2040,46.71489435764982
1,25,Male,e6,32,Espírito Santo,Southeast,2045,52.94663378426453
1,25,Male,e6,32,Espírito Santo,Southeast,2050,59.411326354047105
1,25,Male,e6,32,Espírito Santo,Southeast,2055,65.72030695021516
1,25,Male,e6,32,Espírito Santo,Southeast,2060,70.42078273918844
1,25,Male,e6,33,Rio de Janeiro,Southeast,2010,13.208482444784263
1,25,Male,e6,33,Rio de Janeiro,Southeast,2015,15.382002752283858
1,25,Male,e6,33,Rio de Janeiro,Southeast,2020,24.716918154852923
1,25,Male,e6,33,Rio de Janeiro,Southeast,2025,29.768368205595415
1,25,Male,e6,33,Rio de Janeiro,Southeast,2030,35.62988387131077
1,25,Male,e6,33,Rio de Janeiro,Southeast,2035,42.079036026016986
1,25,Male,e6,33,Rio de Janeiro,Southeast,2040,49.02241473142903
1,25,Male,e6,33,Rio de Janeiro,Southeast,2045,55.14915703582039
1,25,Male,e6,33,Rio de Janeiro,Southeast,2050,61.49707368606987
1,25,Male,e6,33,Rio de Janeiro,Southeast,2055,67.65253946428385
1,25,Male,e6,33,Rio de Janeiro,Southeast,2060,72.19249778569989
1,25,Male,e6,35,São Paulo,Southeast,2010,15.456390717619758
1,25,Male,e6,35,São Paulo,Southeast,2015,17.904428436263064
1,25,Male,e6,35,São Paulo,Southeast,2020,28.13518456163658
1,25,Male,e6,35,São Paulo,Southeast,2025,33.47681928416163
1,25,Male,e6,35,São Paulo,Southeast,2030,39.640239365628915
1,25,Male,e6,35,São Paulo,Southeast,2035,46.2949291874006
1,25,Male,e6,35,São Paulo,Southeast,2040,53.299317202801944
1,25,Male,e6,35,São Paulo,Southeast,2045,59.34589710273088
1,25,Male,e6,35,São Paulo,Southeast,2050,65.4733185336979
1,25,Male,e6,35,São Paulo,Southeast,2055,71.29156777073027
1,25,Male,e6,35,São Paulo,Southeast,2060,75.50790740863937
1,25,Male,e6,41,Paraná,South,2010,13.860054452802888
1,25,Male,e6,41,Paraná,South,2015,16.205530424629558
1,25,Male,e6,41,Paraná,South,2020,26.425050973157674
1,25,Male,e6,41,Paraná,South,2025,32.09474239989577
1,25,Male,e6,41,Paraná,South,2030,38.65538567830587
1,25,Male,e6,41,Paraná,South,2035,45.56680315615021
1,25,Male,e6,41,Paraná,South,2040,52.76854772165727
1,25,Male,e6,41,Paraná,South,2045,58.92775859256428
1,25,Male,e6,41,Paraná,South,2050,65.11452838714396
1,25,Male,e6,41,Paraná,South,2055,70.97403081168815
1,25,Male,e6,41,Paraná,South,2060,75.2306816901101
1,25,Male,e6,42,Santa Catarina,South,2010,14.470112769702128
1,25,Male,e6,42,Santa Catarina,South,2015,16.78017058610638
1,25,Male,e6,42,Santa Catarina,South,2020,26.82390874476348
1,25,Male,e6,42,Santa Catarina,South,2025,32.175847437075845
1,25,Male,e6,42,Santa Catarina,South,2030,38.36505720773597
1,25,Male,e6,42,Santa Catarina,South,2035,45.040963060979436
1,25,Male,e6,42,Santa Catarina,South,2040,52.10616385652345
1,25,Male,e6,42,Santa Catarina,South,2045,58.22469249899389
1,25,Male,e6,42,Santa Catarina,South,2050,64.43410576835608
1,25,Male,e6,42,Santa Catarina,South,2055,70.3513911846464
1,25,Male,e6,42,Santa Catarina,South,2060,74.66092779043763
1,25,Male,e6,43,Rio Grande do Sul,South,2010,10.256243798324364
1,25,Male,e6,43,Rio Grande do Sul,South,2015,11.985723205685431
1,25,Male,e6,43,Rio Grande do Sul,South,2020,20.159853103200575
1,25,Male,e6,43,Rio Grande do Sul,South,2025,24.86132040194569
1,25,Male,e6,43,Rio Grande do Sul,South,2030,30.420881881210903
1,25,Male,e6,43,Rio Grande do Sul,South,2035,36.65991589852321
1,25,Male,e6,43,Rio Grande do Sul,South,2040,43.54097472655339
1,25,Male,e6,43,Rio Grande do Sul,South,2045,49.72813007287811
1,25,Male,e6,43,Rio Grande do Sul,South,2050,56.26750891581404
1,25,Male,e6,43,Rio Grande do Sul,South,2055,62.76027377680328
1,25,Male,e6,43,Rio Grande do Sul,South,2060,67.66887336034141
1,25,Male,e6,50,Mato Grosso do Sul,Center-West,2010,11.819236303469285
1,25,Male,e6,50,Mato Grosso do Sul,Center-West,2015,14.033047440633545
1,25,Male,e6,50,Mato Grosso do Sul,Center-West,2020,24.141071180517795
1,25,Male,e6,50,Mato Grosso do Sul,Center-West,2025,30.33309023265954
1,25,Male,e6,50,Mato Grosso do Sul,Center-West,2030,37.3364970366694
1,25,Male,e6,50,Mato Grosso do Sul,Center-West,2035,44.534191536095456
1,25,Male,e6,50,Mato Grosso do Sul,Center-West,2040,51.92993127881433
1,25,Male,e6,50,Mato Grosso do Sul,Center-West,2045,58.176967555946725
1,25,Male,e6,50,Mato Grosso do Sul,Center-West,2050,64.43507874687245
1,25,Male,e6,50,Mato Grosso do Sul,Center-West,2055,70.3574335309075
1,25,Male,e6,50,Mato Grosso do Sul,Center-West,2060,74.67313102173765
1,25,Male,e6,51,Mato Grosso,Center-West,2010,10.09774794045197
1,25,Male,e6,51,Mato Grosso,Center-West,2015,12.093188469924922
1,25,Male,e6,51,Mato Grosso,Center-West,2020,21.085103678131304
1,25,Male,e6,51,Mato Grosso,Center-West,2025,26.766925573499556
1,25,Male,e6,51,Mato Grosso,Center-West,2030,33.51714424494206
1,25,Male,e6,51,Mato Grosso,Center-West,2035,40.569715630324424
1,25,Male,e6,51,Mato Grosso,Center-West,2040,47.93874890983968
1,25,Male,e6,51,Mato Grosso,Center-West,2045,54.284047332077336
1,25,Male,e6,51,Mato Grosso,Center-West,2050,60.739181747920895
1,25,Male,e6,51,Mato Grosso,Center-West,2055,66.96643002554367
1,25,Male,e6,51,Mato Grosso,Center-West,2060,71.5830066402123
1,25,Male,e6,52,Goiás,Center-West,2010,10.430898057458093
1,25,Male,e6,52,Goiás,Center-West,2015,12.392936213479482
1,25,Male,e6,52,Goiás,Center-West,2020,21.278916143951673
1,25,Male,e6,52,Goiás,Center-West,2025,26.705664829753385
1,25,Male,e6,52,Goiás,Center-West,2030,33.033961701691965
1,25,Male,e6,52,Goiás,Center-West,2035,39.783798814531266
1,25,Male,e6,52,Goiás,Center-West,2040,46.95640018995893
1,25,Male,e6,52,Goiás,Center-West,2045,53.22231626846067
1,25,Male,e6,52,Goiás,Center-West,2050,59.68993323312328
1,25,Male,e6,52,Goiás,Center-West,2055,65.98286779840579
1,25,Male,e6,52,Goiás,Center-West,2060,70.66668093094329
1,25,Male,e6,53,Distrito Federal,Center-West,2010,21.571888864457538
1,25,Male,e6,53,Distrito Federal,Center-West,2015,24.643591725723955
1,25,Male,e6,53,Distrito Federal,Center-West,2020,36.854567074949735
1,25,Male,e6,53,Distrito Federal,Center-West,2025,42.762638528540215
1,25,Male,e6,53,Distrito Federal,Center-West,2030,49.14921259576391
1,25,Male,e6,53,Distrito Federal,Center-West,2035,55.80686333645407
1,25,Male,e6,53,Distrito Federal,Center-West,2040,62.4980335629499
1,25,Male,e6,53,Distrito Federal,Center-West,2045,68.022144444348
1,25,Male,e6,53,Distrito Federal,Center-West,2050,73.41498141347012
1,25,Male,e6,53,Distrito Federal,Center-West,2055,78.33339170718882
1,25,Male,e6,53,Distrito Federal,Center-West,2060,81.77436732847859
1,30,Male,e1,11,Rondônia,North,2010,5.577634606010292
1,30,Male,e1,11,Rondônia,North,2015,4.243761493222559
1,30,Male,e1,11,Rondônia,North,2020,3.4442090067969957
1,30,Male,e1,11,Rondônia,North,2025,2.757679441564674
1,30,Male,e1,11,Rondônia,North,2030,1.8992526402788434
1,30,Male,e1,11,Rondônia,North,2035,0.9352720792490701
1,30,Male,e1,11,Rondônia,North,2040,0.24014548369479402
1,30,Male,e1,11,Rondônia,North,2045,0
1,30,Male,e1,11,Rondônia,North,2050,0
1,30,Male,e1,11,Rondônia,North,2055,0
1,30,Male,e1,11,Rondônia,North,2060,0
1,30,Male,e1,12,Acre,North,2010,13.868369319793679
1,30,Male,e1,12,Acre,North,2015,10.719961944945574
1,30,Male,e1,12,Acre,North,2020,8.64300535418652
1,30,Male,e1,12,Acre,North,2025,6.827733819085674
1,30,Male,e1,12,Acre,North,2030,4.641559608691183
1,30,Male,e1,12,Acre,North,2035,2.2724491426251903
1,30,Male,e1,12,Acre,North,2040,0.5816544601114502
1,30,Male,e1,12,Acre,North,2045,0
1,30,Male,e1,12,Acre,North,2050,0
1,30,Male,e1,12,Acre,North,2055,0
1,30,Male,e1,12,Acre,North,2060,0
1,30,Male,e1,13,Amazonas,North,2010,8.898817177979593
1,30,Male,e1,13,Amazonas,North,2015,6.576640187759777
1,30,Male,e1,13,Amazonas,North,2020,5.134216045894556
1,30,Male,e1,13,Amazonas,North,2025,3.927695514266736
1,30,Male,e1,13,Amazonas,North,2030,2.594157356239729
1,30,Male,e1,13,Amazonas,North,2035,1.2403639410008416
1,30,Male,e1,13,Amazonas,North,2040,0.3173998518925118
1,30,Male,e1,13,Amazonas,North,2045,0
1,30,Male,e1,13,Amazonas,North,2050,0
1,30,Male,e1,13,Amazonas,North,2055,0
1,30,Male,e1,13,Amazonas,North,2060,0
1,30,Male,e1,14,Roraima,North,2010,9.041569232251048
1,30,Male,e1,14,Roraima,North,2015,6.605681122062137
1,30,Male,e1,14,Roraima,North,2020,5.078754304711317
1,30,Male,e1,14,Roraima,North,2025,3.8314994654771612
1,30,Male,e1,14,Roraima,North,2030,2.4958971687352745
1,30,Male,e1,14,Roraima,North,2035,1.1765350562417698
1,30,Male,e1,14,Roraima,North,2040,0.29882596718115856
1,30,Male,e1,14,Roraima,North,2045,0
1,30,Male,e1,14,Roraima,North,2050,0
1,30,Male,e1,14,Roraima,North,2055,0
1,30,Male,e1,14,Roraima,North,2060,0
1,30,Male,e1,15,Pará,North,2010,9.708790191496426
1,30,Male,e1,15,Pará,North,2015,7.501411904701047
1,30,Male,e1,15,Pará,North,2020,6.184165772007388
1,30,Male,e1,15,Pará,North,2025,5.001687056833885
1,30,Male,e1,15,Pará,North,2030,3.5031974455323676
1,30,Male,e1,15,Pará,North,2035,1.7718540723450473
1,30,Male,e1,15,Pará,North,2040,0.4669573357616925
1,30,Male,e1,15,Pará,North,2045,0
1,30,Male,e1,15,Pará,North,2050,0
1,30,Male,e1,15,Pará,North,2055,0
1,30,Male,e1,15,Pará,North,2060,0
1,30,Male,e1,16,Amapá,North,2010,6.216088435656149
1,30,Male,e1,16,Amapá,North,2015,4.496611970124666
1,30,Male,e1,16,Amapá,North,2020,3.4006206190023023
1,30,Male,e1,16,Amapá,North,2025,2.5266796847400004
1,30,Male,e1,16,Amapá,North,2030,1.6177885905026326
1,30,Male,e1,16,Amapá,North,2035,0.7509618725871723
1,30,Male,e1,16,Amapá,North,2040,0.18804102407108483
1,30,Male,e1,16,Amapá,North,2045,0
1,30,Male,e1,16,Amapá,North,2050,0
1,30,Male,e1,16,Amapá,North,2055,0
1,30,Male,e1,16,Amapá,North,2060,0
1,30,Male,e1,17,Tocantins,North,2010,6.769698622749889
1,30,Male,e1,17,Tocantins,North,2015,5.050254791012079
1,30,Male,e1,17,Tocantins,North,2020,3.9771303934214943
1,30,Male,e1,17,Tocantins,North,2025,3.078578588369525
1,30,Male,e1,17,Tocantins,North,2030,2.0504348380798056
1,30,Male,e1,17,Tocantins,North,2035,0.9820198074328074
1,30,Male,e1,17,Tocantins,North,2040,0.24954272099900798
1,30,Male,e1,17,Tocantins,North,2045,0
1,30,Male,e1,17,Tocantins,North,2050,0
1,30,Male,e1,17,Tocantins,North,2055,0
1,30,Male,e1,17,Tocantins,North,2060,0
1,30,Male,e1,21,Maranhão,Northeast,2010,13.724129700571899
1,30,Male,e1,21,Maranhão,Northeast,2015,10.790593876329027
1,30,Male,e1,21,Maranhão,Northeast,2020,8.950514479220585
1,30,Male,e1,21,Maranhão,Northeast,2025,7.2602368572888745
1,30,Male,e1,21,Maranhão,Northeast,2030,5.114888030617253
1,30,Male,e1,21,Maranhão,Northeast,2035,2.6026934918690356
1,30,Male,e1,21,Maranhão,Northeast,2040,0.6903479587800231
1,30,Male,e1,21,Maranhão,Northeast,2045,0
1,30,Male,e1,21,Maranhão,Northeast,2050,0
1,30,Male,e1,21,Maranhão,Northeast,2055,0
1,30,Male,e1,21,Maranhão,Northeast,2060,0
1,30,Male,e1,22,Piauí,Northeast,2010,13.229535221739491
1,30,Male,e1,22,Piauí,Northeast,2015,10.631177638736702
1,30,Male,e1,22,Piauí,Northeast,2020,8.927848535629701
1,30,Male,e1,22,Piauí,Northeast,2025,7.369120187883062
1,30,Male,e1,22,Piauí,Northeast,2030,5.25025904908928
1,30,Male,e1,22,Piauí,Northeast,2035,2.677546302070308
1,30,Male,e1,22,Piauí,Northeast,2040,0.6947624641581491
1,30,Male,e1,22,Piauí,Northeast,2045,0
1,30,Male,e1,22,Piauí,Northeast,2050,0
1,30,Male,e1,22,Piauí,Northeast,2055,0
1,30,Male,e1,22,Piauí,Northeast,2060,0
1,30,Male,e1,23,Ceará,Northeast,2010,10.580515927489381
1,30,Male,e1,23,Ceará,Northeast,2015,8.089774573145226
1,30,Male,e1,23,Ceará,Northeast,2020,6.541127230692281
1,30,Male,e1,23,Ceará,Northeast,2025,5.1737274110258085
1,30,Male,e1,23,Ceará,Northeast,2030,3.53838351661972
1,30,Male,e1,23,Ceará,Northeast,2035,1.7503329563081786
1,30,Male,e1,23,Ceará,Northeast,2040,0.455803817261188
1,30,Male,e1,23,Ceará,Northeast,2045,0
1,30,Male,e1,23,Ceará,Northeast,2050,0
1,30,Male,e1,23,Ceará,Northeast,2055,0
1,30,Male,e1,23,Ceará,Northeast,2060,0
1,30,Male,e1,24,Rio Grande do Norte,Northeast,2010,7.620579636665758
1,30,Male,e1,24,Rio Grande do Norte,Northeast,2015,5.794916160983242
1,30,Male,e1,24,Rio Grande do Norte,Northeast,2020,4.646727692730011
1,30,Male,e1,24,Rio Grande do Norte,Northeast,2025,3.656972207681609
1,30,Male,e1,24,Rio Grande do Norte,Northeast,2030,2.480735385626076
1,30,Male,e1,24,Rio Grande do Norte,Northeast,2035,1.2081067635300107
1,30,Male,e1,24,Rio Grande do Norte,Northeast,2040,0.30996969585751244
1,30,Male,e1,24,Rio Grande do Norte,Northeast,2045,0
1,30,Male,e1,24,Rio Grande do Norte,Northeast,2050,0
1,30,Male,e1,24,Rio Grande do Norte,Northeast,2055,0
1,30,Male,e1,24,Rio Grande do Norte,Northeast,2060,0
1,30,Male,e1,25,Paraíba,Northeast,2010,12.695751211896084
1,30,Male,e1,25,Paraíba,Northeast,2015,10.065538783180925
1,30,Male,e1,25,Paraíba,Northeast,2020,8.3339628895495
1,30,Male,e1,25,Paraíba,Northeast,2025,6.766075780365916
1,30,Male,e1,25,Paraíba,Northeast,2030,4.74810510296196
1,30,Male,e1,25,Paraíba,Northeast,2035,2.3844515165690034
1,30,Male,e1,25,Paraíba,Northeast,2040,0.6194361787895007
1,30,Male,e1,25,Paraíba,Northeast,2045,0
1,30,Male,e1,25,Paraíba,Northeast,2050,0
1,30,Male,e1,25,Paraíba,Northeast,2055,0
1,30,Male,e1,25,Paraíba,Northeast,2060,0
1,30,Male,e1,26,Pernambuco,Northeast,2010,8.853837774133396
1,30,Male,e1,26,Pernambuco,Northeast,2015,6.7906001858737
1,30,Male,e1,26,Pernambuco,Northeast,2020,5.491534842681422
1,30,Male,e1,26,Pernambuco,Northeast,2025,4.357553348575692
1,30,Male,e1,26,Pernambuco,Northeast,2030,2.9853747831220523
1,30,Male,e1,26,Pernambuco,Northeast,2035,1.4665926331329107
1,30,Male,e1,26,Pernambuco,Northeast,2040,0.3788183648262541
1,30,Male,e1,26,Pernambuco,Northeast,2045,0
1,30,Male,e1,26,Pernambuco,Northeast,2050,0
1,30,Male,e1,26,Pernambuco,Northeast,2055,0
1,30,Male,e1,26,Pernambuco,Northeast,2060,0
1,30,Male,e1,27,Alagoas,Northeast,2010,11.940263068804208
1,30,Male,e1,27,Alagoas,Northeast,2015,9.530310987523913
1,30,Male,e1,27,Alagoas,Northeast,2020,8.01167316419796
1,30,Male,e1,27,Alagoas,Northeast,2025,6.616504621687875
1,30,Male,e1,27,Alagoas,Northeast,2030,4.73741951854238
1,30,Male,e1,27,Alagoas,Northeast,2035,2.4307734625134447
1,30,Male,e1,27,Alagoas,Northeast,2040,0.6400053612014726
1,30,Male,e1,27,Alagoas,Northeast,2045,0
1,30,Male,e1,27,Alagoas,Northeast,2050,0
1,30,Male,e1,27,Alagoas,Northeast,2055,0
1,30,Male,e1,27,Alagoas,Northeast,2060,0
1,30,Male,e1,28,Sergipe,Northeast,2010,9.402332859725998
1,30,Male,e1,28,Sergipe,Northeast,2015,7.311710207847901
1,30,Male,e1,28,Sergipe,Northeast,2020,5.954793418378241
1,30,Male,e1,28,Sergipe,Northeast,2025,4.750812247058171
1,30,Male,e1,28,Sergipe,Northeast,2030,3.2709918781401672
1,30,Male,e1,28,Sergipe,Northeast,2035,1.6154218727099727
1,30,Male,e1,28,Sergipe,Northeast,2040,0.41664731204632793
1,30,Male,e1,28,Sergipe,Northeast,2045,0
1,30,Male,e1,28,Sergipe,Northeast,2050,0
1,30,Male,e1,28,Sergipe,Northeast,2055,0
1,30,Male,e1,28,Sergipe,Northeast,2060,0
1,30,Male,e1,29,Bahia,Northeast,2010,10.04077985272049
1,30,Male,e1,29,Bahia,Northeast,2015,7.73884692154497
1,30,Male,e1,29,Bahia,Northeast,2020,6.291533216154019
1,30,Male,e1,29,Bahia,Northeast,2025,5.011198683329141
1,30,Male,e1,29,Bahia,Northeast,2030,3.451966032844883
1,30,Male,e1,29,Bahia,Northeast,2035,1.7095761016715028
1,30,Male,e1,29,Bahia,Northeast,2040,0.44473994446573223
1,30,Male,e1,29,Bahia,Northeast,2045,0
1,30,Male,e1,29,Bahia,Northeast,2050,0
1,30,Male,e1,29,Bahia,Northeast,2055,0
1,30,Male,e1,29,Bahia,Northeast,2060,0
1,30,Male,e1,31,Minas Gerais,Southeast,2010,4.348406390116717
1,30,Male,e1,31,Minas Gerais,Southeast,2015,3.22181242585638
1,30,Male,e1,31,Minas Gerais,Southeast,2020,2.530610027290571
1,30,Male,e1,31,Minas Gerais,Southeast,2025,1.9627164252043694
1,30,Male,e1,31,Minas Gerais,Southeast,2030,1.3039521797836704
1,30,Male,e1,31,Minas Gerais,Southeast,2035,0.6207162142239179
1,30,Male,e1,31,Minas Gerais,Southeast,2040,0.15598232191058345
1,30,Male,e1,31,Minas Gerais,Southeast,2045,0
1,30,Male,e1,31,Minas Gerais,Southeast,2050,0
1,30,Male,e1,31,Minas Gerais,Southeast,2055,0
1,30,Male,e1,31,Minas Gerais,Southeast,2060,0
1,30,Male,e1,32,Espírito Santo,Southeast,2010,3.4301437183266357
1,30,Male,e1,32,Espírito Santo,Southeast,2015,2.500135351573765
1,30,Male,e1,32,Espírito Santo,Southeast,2020,1.9351555470682424
1,30,Male,e1,32,Espírito Santo,Southeast,2025,1.4807560891273261
1,30,Male,e1,32,Espírito Santo,Southeast,2030,0.9707009612119673
1,30,Male,e1,32,Espírito Santo,Southeast,2035,0.4566640835489493
1,30,Male,e1,32,Espírito Santo,Southeast,2040,0.11426167701788276
1,30,Male,e1,32,Espírito Santo,Southeast,2045,0
1,30,Male,e1,32,Espírito Santo,Southeast,2050,0
1,30,Male,e1,32,Espírito Santo,Southeast,2055,0
1,30,Male,e1,32,Espírito Santo,Southeast,2060,0
1,30,Male,e1,33,Rio de Janeiro,Southeast,2010,3.4482034808862903
1,30,Male,e1,33,Rio de Janeiro,Southeast,2015,2.444394345325908
1,30,Male,e1,33,Rio de Janeiro,Southeast,2020,1.8277832561547311
1,30,Male,e1,33,Rio de Janeiro,Southeast,2025,1.352740029159
1,30,Male,e1,33,Rio de Janeiro,Southeast,2030,0.8576125684454613
1,30,Male,e1,33,Rio de Janeiro,Southeast,2035,0.39373510014223045
1,30,Male,e1,33,Rio de Janeiro,Southeast,2040,0.09711315058013573
1,30,Male,e1,33,Rio de Janeiro,Southeast,2045,0
1,30,Male,e1,33,Rio de Janeiro,Southeast,2050,0
1,30,Male,e1,33,Rio de Janeiro,Southeast,2055,0
1,30,Male,e1,33,Rio de Janeiro,Southeast,2060,0
1,30,Male,e1,35,São Paulo,Southeast,2010,3.521551259294997
1,30,Male,e1,35,São Paulo,Southeast,2015,2.4874856943449974
1,30,Male,e1,35,São Paulo,Southeast,2020,1.8415949225273378
1,30,Male,e1,35,São Paulo,Southeast,2025,1.3534911399904277
1,30,Male,e1,35,São Paulo,Southeast,2030,0.8495971160185872
1,30,Male,e1,35,São Paulo,Southeast,2035,0.38608776372720904
1,30,Male,e1,35,São Paulo,Southeast,2040,0.09412538451938963
1,30,Male,e1,35,São Paulo,Southeast,2045,0
1,30,Male,e1,35,São Paulo,Southeast,2050,0
1,30,Male,e1,35,São Paulo,Southeast,2055,0
1,30,Male,e1,35,São Paulo,Southeast,2060,0
1,30,Male,e1,41,Paraná,South,2010,3.2107380201018474
1,30,Male,e1,41,Paraná,South,2015,2.3139655642815553
1,30,Male,e1,41,Paraná,South,2020,1.7573987326121314
1,30,Male,e1,41,Paraná,South,2025,1.322710647844372
1,30,Male,e1,41,Paraná,South,2030,0.8491879085039431
1,30,Male,e1,41,Paraná,South,2035,0.3925598920740525
1,30,Male,e1,41,Paraná,South,2040,0.0964827221593503
1,30,Male,e1,41,Paraná,South,2045,0
1,30,Male,e1,41,Paraná,South,2050,0
1,30,Male,e1,41,Paraná,South,2055,0
1,30,Male,e1,41,Paraná,South,2060,0
1,30,Male,e1,42,Santa Catarina,South,2010,2.228380398788634
1,30,Male,e1,42,Santa Catarina,South,2015,1.5897305588468145
1,30,Male,e1,42,Santa Catarina,South,2020,1.1956793138352375
1,30,Male,e1,42,Santa Catarina,South,2025,0.8919924871008498
1,30,Male,e1,42,Santa Catarina,South,2030,0.5680082645287967
1,30,Male,e1,42,Santa Catarina,South,2035,0.2608205340826027
1,30,Male,e1,42,Santa Catarina,South,2040,0.06395551578149788
1,30,Male,e1,42,Santa Catarina,South,2045,0
1,30,Male,e1,42,Santa Catarina,South,2050,0
1,30,Male,e1,42,Santa Catarina,South,2055,0
1,30,Male,e1,42,Santa Catarina,South,2060,0
1,30,Male,e1,43,Rio Grande do Sul,South,2010,2.3012528411692075
1,30,Male,e1,43,Rio Grande do Sul,South,2015,1.6413214360051598
1,30,Male,e1,43,Rio Grande do Sul,South,2020,1.2535302407350712
1,30,Male,e1,43,Rio Grande do Sul,South,2025,0.9485032914303303
1,30,Male,e1,43,Rio Grande do Sul,South,2030,0.6149013739541962
1,30,Male,e1,43,Rio Grande do Sul,South,2035,0.2869975368162498
1,30,Male,e1,43,Rio Grande do Sul,South,2040,0.07165780356650801
1,30,Male,e1,43,Rio Grande do Sul,South,2045,0
1,30,Male,e1,43,Rio Grande do Sul,South,2050,0
1,30,Male,e1,43,Rio Grande do Sul,South,2055,0
1,30,Male,e1,43,Rio Grande do Sul,South,2060,0
1,30,Male,e1,50,Mato Grosso do Sul,Center-West,2010,3.878813003607617
1,30,Male,e1,50,Mato Grosso do Sul,Center-West,2015,2.851036535548906
1,30,Male,e1,50,Mato Grosso do Sul,Center-West,2020,2.2155015597459222
1,30,Male,e1,50,Mato Grosso do Sul,Center-West,2025,1.7039826526824453
1,30,Male,e1,50,Mato Grosso do Sul,Center-West,2030,1.1211283175168998
1,30,Male,e1,50,Mato Grosso do Sul,Center-West,2035,0.5270944688756355
1,30,Male,e1,50,Mato Grosso do Sul,Center-West,2040,0.13137167976433314
1,30,Male,e1,50,Mato Grosso do Sul,Center-West,2045,0
1,30,Male,e1,50,Mato Grosso do Sul,Center-West,2050,0
1,30,Male,e1,50,Mato Grosso do Sul,Center-West,2055,0
1,30,Male,e1,50,Mato Grosso do Sul,Center-West,2060,0
1,30,Male,e1,51,Mato Grosso,Center-West,2010,5.84820068998432
1,30,Male,e1,51,Mato Grosso,Center-West,2015,4.3436644572226335
1,30,Male,e1,51,Mato Grosso,Center-West,2020,3.4297555955903163
1,30,Male,e1,51,Mato Grosso,Center-West,2025,2.674941219636527
1,30,Male,e1,51,Mato Grosso,Center-West,2030,1.786889938896113
1,30,Male,e1,51,Mato Grosso,Center-West,2035,0.8559935956222852
1,30,Male,e1,51,Mato Grosso,Center-West,2040,0.21583531836969544
1,30,Male,e1,51,Mato Grosso,Center-West,2045,0
1,30,Male,e1,51,Mato Grosso,Center-West,2050,0
1,30,Male,e1,51,Mato Grosso,Center-West,2055,0
1,30,Male,e1,51,Mato Grosso,Center-West,2060,0
1,30,Male,e1,52,Goiás,Center-West,2010,4.9946561116457575
1,30,Male,e1,52,Goiás,Center-West,2015,3.6785421044962234
1,30,Male,e1,52,Goiás,Center-West,2020,2.8886238038903977
1,30,Male,e1,52,Goiás,Center-West,2025,2.239803867286415
1,30,Male,e1,52,Goiás,Center-West,2030,1.4897408207924467
1,30,Male,e1,52,Goiás,Center-West,2035,0.7113441982526149
1,30,Male,e1,52,Goiás,Center-West,2040,0.179781837650008
1,30,Male,e1,52,Goiás,Center-West,2045,0
1,30,Male,e1,52,Goiás,Center-West,2050,0
1,30,Male,e1,52,Goiás,Center-West,2055,0
1,30,Male,e1,52,Goiás,Center-West,2060,0
1,30,Male,e1,53,Distrito Federal,Center-West,2010,3.5793653740472093
1,30,Male,e1,53,Distrito Federal,Center-West,2015,2.507818444987045
1,30,Male,e1,53,Distrito Federal,Center-West,2020,1.7935233031878648
1,30,Male,e1,53,Distrito Federal,Center-West,2025,1.286340124662297
1,30,Male,e1,53,Distrito Federal,Center-West,2030,0.7834214470598619
1,30,Male,e1,53,Distrito Federal,Center-West,2035,0.3443989202599691
1,30,Male,e1,53,Distrito Federal,Center-West,2040,0.0814065553227904
1,30,Male,e1,53,Distrito Federal,Center-West,2045,0
1,30,Male,e1,53,Distrito Federal,Center-West,2050,0
1,30,Male,e1,53,Distrito Federal,Center-West,2055,0
1,30,Male,e1,53,Distrito Federal,Center-West,2060,0
1,30,Male,e2,11,Rondônia,North,2010,18.93252044277878
1,30,Male,e2,11,Rondônia,North,2015,13.464962762692583
1,30,Male,e2,11,Rondônia,North,2020,9.98274025376792
1,30,Male,e2,11,Rondônia,North,2025,7.316572216776315
1,30,Male,e2,11,Rondônia,North,2030,4.4038548756525255
1,30,Male,e2,11,Rondônia,North,2035,1.1520920308584126
1,30,Male,e2,11,Rondônia,North,2040,0.3944231190757513
1,30,Male,e2,11,Rondônia,North,2045,0.20091822430176826
1,30,Male,e2,11,Rondônia,North,2050,0
1,30,Male,e2,11,Rondônia,North,2055,0
1,30,Male,e2,11,Rondônia,North,2060,0
1,30,Male,e2,12,Acre,North,2010,18.956795705429272
1,30,Male,e2,12,Acre,North,2015,13.697098828055061
1,30,Male,e2,12,Acre,North,2020,10.08802644000397
1,30,Male,e2,12,Acre,North,2025,7.294938258775365
1,30,Male,e2,12,Acre,North,2030,4.334064287733001
1,30,Male,e2,12,Acre,North,2035,1.1272611308619391
1,30,Male,e2,12,Acre,North,2040,0.3847106056500023
1,30,Male,e2,12,Acre,North,2045,0.19499718673836106
1,30,Male,e2,12,Acre,North,2050,0
1,30,Male,e2,12,Acre,North,2055,0
1,30,Male,e2,12,Acre,North,2060,0
1,30,Male,e2,13,Amazonas,North,2010,13.843868329801744
1,30,Male,e2,13,Amazonas,North,2015,9.563680787130156
1,30,Male,e2,13,Amazonas,North,2020,6.820264440446976
1,30,Male,e2,13,Amazonas,North,2025,4.7760459440060705
