region,Time,sex,edu,agest,asfr
43,2020,f,e1,25,101.73208152764208
50,2020,f,e1,25,139.6040748261388
51,2020,f,e1,25,147.49577204838772
52,2020,f,e1,25,90.31387524389827
53,2020,f,e1,25,60.72297878838946
11,2025,f,e1,25,97.47607087520244
12,2025,f,e1,25,162.412970556267
13,2025,f,e1,25,137.29643421151914
14,2025,f,e1,25,176.31487985689571
15,2025,f,e1,25,109.51553848162804
16,2025,f,e1,25,161.62611818803708
17,2025,f,e1,25,134.3053549559451
21,2025,f,e1,25,118.09959014261072
22,2025,f,e1,25,103.52785780231231
23,2025,f,e1,25,114.02580033043154
24,2025,f,e1,25,120.27721261743984
25,2025,f,e1,25,150.37824227774172
26,2025,f,e1,25,103.44464418299584
27,2025,f,e1,25,117.63838675982257
28,2025,f,e1,25,126.8656043010819
29,2025,f,e1,25,115.36071395175496
31,2025,f,e1,25,119.45140115473205
32,2025,f,e1,25,118.31706917001495
33,2025,f,e1,25,106.23493383615703
35,2025,f,e1,25,85.51652844424657
41,2025,f,e1,25,113.11224378862472
42,2025,f,e1,25,147.69579673377186
43,2025,f,e1,25,101.73208152764208
50,2025,f,e1,25,139.6040748261388
51,2025,f,e1,25,147.49577204838772
52,2025,f,e1,25,90.31387524389827
53,2025,f,e1,25,60.72297878838946
11,2030,f,e1,25,97.47607087520244
12,2030,f,e1,25,162.412970556267
13,2030,f,e1,25,137.29643421151914
14,2030,f,e1,25,176.31487985689571
15,2030,f,e1,25,109.51553848162804
16,2030,f,e1,25,161.62611818803708
17,2030,f,e1,25,134.3053549559451
21,2030,f,e1,25,118.09959014261072
22,2030,f,e1,25,103.52785780231231
23,2030,f,e1,25,114.02580033043154
24,2030,f,e1,25,120.27721261743984
25,2030,f,e1,25,150.37824227774172
26,2030,f,e1,25,103.44464418299584
27,2030,f,e1,25,117.63838675982257
28,2030,f,e1,25,126.8656043010819
29,2030,f,e1,25,115.36071395175496
31,2030,f,e1,25,119.45140115473205
32,2030,f,e1,25,118.31706917001495
33,2030,f,e1,25,106.23493383615703
35,2030,f,e1,25,85.51652844424657
41,2030,f,e1,25,113.11224378862472
42,2030,f,e1,25,147.69579673377186
43,2030,f,e1,25,101.73208152764208
50,2030,f,e1,25,139.6040748261388
51,2030,f,e1,25,147.49577204838772
52,2030,f,e1,25,90.31387524389827
53,2030,f,e1,25,60.72297878838946
11,2035,f,e1,25,97.47607087520244
12,2035,f,e1,25,162.412970556267
13,2035,f,e1,25,137.29643421151914
14,2035,f,e1,25,176.31487985689571
15,2035,f,e1,25,109.51553848162804
16,2035,f,e1,25,161.62611818803708
17,2035,f,e1,25,134.3053549559451
21,2035,f,e1,25,118.09959014261072
22,2035,f,e1,25,103.52785780231231
23,2035,f,e1,25,114.02580033043154
24,2035,f,e1,25,120.27721261743984
25,2035,f,e1,25,150.37824227774172
26,2035,f,e1,25,103.44464418299584
27,2035,f,e1,25,117.63838675982257
28,2035,f,e1,25,126.8656043010819
29,2035,f,e1,25,115.36071395175496
31,2035,f,e1,25,119.45140115473205
32,2035,f,e1,25,118.31706917001495
33,2035,f,e1,25,106.23493383615703
35,2035,f,e1,25,85.51652844424657
41,2035,f,e1,25,113.11224378862472
42,2035,f,e1,25,147.69579673377186
43,2035,f,e1,25,101.73208152764208
50,2035,f,e1,25,139.6040748261388
51,2035,f,e1,25,147.49577204838772
52,2035,f,e1,25,90.31387524389827
53,2035,f,e1,25,60.72297878838946
11,2040,f,e1,25,97.47607087520244
12,2040,f,e1,25,162.412970556267
13,2040,f,e1,25,137.29643421151914
14,2040,f,e1,25,176.31487985689571
15,2040,f,e1,25,109.51553848162804
16,2040,f,e1,25,161.62611818803708
17,2040,f,e1,25,134.3053549559451
21,2040,f,e1,25,118.09959014261072
22,2040,f,e1,25,103.52785780231231
23,2040,f,e1,25,114.02580033043154
24,2040,f,e1,25,120.27721261743984
25,2040,f,e1,25,150.37824227774172
26,2040,f,e1,25,103.44464418299584
27,2040,f,e1,25,117.63838675982257
28,2040,f,e1,25,126.8656043010819
29,2040,f,e1,25,115.36071395175496
31,2040,f,e1,25,119.45140115473205
32,2040,f,e1,25,118.31706917001495
33,2040,f,e1,25,106.23493383615703
35,2040,f,e1,25,85.51652844424657
41,2040,f,e1,25,113.11224378862472
42,2040,f,e1,25,147.69579673377186
43,2040,f,e1,25,101.73208152764208
50,2040,f,e1,25,139.6040748261388
51,2040,f,e1,25,147.49577204838772
52,2040,f,e1,25,90.31387524389827
53,2040,f,e1,25,60.72297878838946
11,2045,f,e1,25,97.47607087520244
12,2045,f,e1,25,162.412970556267
13,2045,f,e1,25,137.29643421151914
14,2045,f,e1,25,176.31487985689571
15,2045,f,e1,25,109.51553848162804
16,2045,f,e1,25,161.62611818803708
17,2045,f,e1,25,134.3053549559451
21,2045,f,e1,25,118.09959014261072
22,2045,f,e1,25,103.52785780231231
23,2045,f,e1,25,114.02580033043154
24,2045,f,e1,25,120.27721261743984
25,2045,f,e1,25,150.37824227774172
26,2045,f,e1,25,103.44464418299584
27,2045,f,e1,25,117.63838675982257
28,2045,f,e1,25,126.8656043010819
29,2045,f,e1,25,115.36071395175496
31,2045,f,e1,25,119.45140115473205
32,2045,f,e1,25,118.31706917001495
33,2045,f,e1,25,106.23493383615703
35,2045,f,e1,25,85.51652844424657
41,2045,f,e1,25,113.11224378862472
42,2045,f,e1,25,147.69579673377186
43,2045,f,e1,25,101.73208152764208
50,2045,f,e1,25,139.6040748261388
51,2045,f,e1,25,147.49577204838772
52,2045,f,e1,25,90.31387524389827
53,2045,f,e1,25,60.72297878838946
11,2050,f,e1,25,97.47607087520244
12,2050,f,e1,25,162.412970556267
13,2050,f,e1,25,137.29643421151914
14,2050,f,e1,25,176.31487985689571
15,2050,f,e1,25,109.51553848162804
16,2050,f,e1,25,161.62611818803708
17,2050,f,e1,25,134.3053549559451
21,2050,f,e1,25,118.09959014261072
22,2050,f,e1,25,103.52785780231231
23,2050,f,e1,25,114.02580033043154
24,2050,f,e1,25,120.27721261743984
25,2050,f,e1,25,150.37824227774172
26,2050,f,e1,25,103.44464418299584
27,2050,f,e1,25,117.63838675982257
28,2050,f,e1,25,126.8656043010819
29,2050,f,e1,25,115.36071395175496
31,2050,f,e1,25,119.45140115473205
32,2050,f,e1,25,118.31706917001495
33,2050,f,e1,25,106.23493383615703
35,2050,f,e1,25,85.51652844424657
41,2050,f,e1,25,113.11224378862472
42,2050,f,e1,25,147.69579673377186
43,2050,f,e1,25,101.73208152764208
50,2050,f,e1,25,139.6040748261388
51,2050,f,e1,25,147.49577204838772
52,2050,f,e1,25,90.31387524389827
53,2050,f,e1,25,60.72297878838946
11,2055,f,e1,25,97.47607087520244
12,2055,f,e1,25,162.412970556267
13,2055,f,e1,25,137.29643421151914
14,2055,f,e1,25,176.31487985689571
15,2055,f,e1,25,109.51553848162804
16,2055,f,e1,25,161.62611818803708
17,2055,f,e1,25,134.3053549559451
21,2055,f,e1,25,118.09959014261072
22,2055,f,e1,25,103.52785780231231
23,2055,f,e1,25,114.02580033043154
24,2055,f,e1,25,120.27721261743984
25,2055,f,e1,25,150.37824227774172
26,2055,f,e1,25,103.44464418299584
27,2055,f,e1,25,117.63838675982257
28,2055,f,e1,25,126.8656043010819
29,2055,f,e1,25,115.36071395175496
31,2055,f,e1,25,119.45140115473205
32,2055,f,e1,25,118.31706917001495
33,2055,f,e1,25,106.23493383615703
35,2055,f,e1,25,85.51652844424657
41,2055,f,e1,25,113.11224378862472
42,2055,f,e1,25,147.69579673377186
43,2055,f,e1,25,101.73208152764208
50,2055,f,e1,25,139.6040748261388
51,2055,f,e1,25,147.49577204838772
52,2055,f,e1,25,90.31387524389827
53,2055,f,e1,25,60.72297878838946
11,2010,f,e2,25,128.25060155225603
12,2010,f,e2,25,140.59238397781556
13,2010,f,e2,25,171.5841495976665
14,2010,f,e2,25,159.14123624621828
15,2010,f,e2,25,131.49003153533607
16,2010,f,e2,25,209.7908182045251
17,2010,f,e2,25,118.30740718700628
21,2010,f,e2,25,127.69354662548155
22,2010,f,e2,25,104.88055537091665
23,2010,f,e2,25,129.64244988158217
24,2010,f,e2,25,120.45895796375376
25,2010,f,e2,25,114.70999726432254
26,2010,f,e2,25,118.65322031369492
27,2010,f,e2,25,112.79241554158729
28,2010,f,e2,25,124.83497837413704
29,2010,f,e2,25,118.56060297696875
31,2010,f,e2,25,128.6222990841556
32,2010,f,e2,25,134.96573395278497
33,2010,f,e2,25,138.85226647989583
35,2010,f,e2,25,139.9510978932869
41,2010,f,e2,25,129.41702027121644
42,2010,f,e2,25,124.58672558372116
43,2010,f,e2,25,126.98036728160488
50,2010,f,e2,25,122.96958365206429
51,2010,f,e2,25,133.60758504770322
52,2010,f,e2,25,105.8078361860212
53,2010,f,e2,25,177.08452609187552
11,2015,f,e2,25,134.11348619464488
12,2015,f,e2,25,132.39116157910965
13,2015,f,e2,25,169.30648389504265
14,2015,f,e2,25,159.14123624621828
15,2015,f,e2,25,127.42332952908855
16,2015,f,e2,25,195.98879069106954
17,2015,f,e2,25,116.43939549457988
21,2015,f,e2,25,123.01367842454768
22,2015,f,e2,25,105.49389195203314
23,2015,f,e2,25,128.86614778648288
24,2015,f,e2,25,121.19346380499616
25,2015,f,e2,25,114.70999726432254
26,2015,f,e2,25,124.93486138912584
27,2015,f,e2,25,106.12189634289123
28,2015,f,e2,25,123.40829290700404
29,2015,f,e2,25,116.39181145909735
31,2015,f,e2,25,134.5849222205072
32,2015,f,e2,25,145.5993978399741
33,2015,f,e2,25,152.8248215973696
35,2015,f,e2,25,147.53880802003138
41,2015,f,e2,25,136.3090509365475
42,2015,f,e2,25,137.3648512846156
43,2015,f,e2,25,140.9976805529509
50,2015,f,e2,25,122.96958365206429
51,2015,f,e2,25,133.60758504770322
52,2015,f,e2,25,117.86189347303625
53,2015,f,e2,25,179.1436484882927
11,2020,f,e2,25,123.12057749016577
12,2020,f,e2,25,110.71650238252977
13,2020,f,e2,25,153.36282397667543
14,2020,f,e2,25,159.14123624621828
15,2020,f,e2,25,115.90100717805396
16,2020,f,e2,25,168.38473566415834
17,2020,f,e2,25,108.34467816073209
21,2020,f,e2,25,111.64828422227968
22,2020,f,e2,25,99.36052614086842
23,2020,f,e2,25,119.55052264529135
24,2020,f,e2,25,108.70686450387535
25,2020,f,e2,25,111.41373297511788
26,2020,f,e2,25,112.37157923826405
27,2020,f,e2,25,98.84496630795012
28,2020,f,e2,25,111.99480916994008
29,2020,f,e2,25,109.88543690548325
31,2020,f,e2,25,126.06688916857637
32,2020,f,e2,25,137.41965638829015
33,2020,f,e2,25,132.73927361600104
35,2020,f,e2,25,130.67722996059925
41,2020,f,e2,25,125.58811434603251
42,2020,f,e2,25,138.16348414092153
43,2020,f,e2,25,127.80491512109582
50,2020,f,e2,25,122.96958365206429
51,2020,f,e2,25,133.60758504770322
52,2020,f,e2,25,107.14717588457839
53,2020,f,e2,25,152.37505733486967
11,2025,f,e2,25,123.12057749016577
12,2025,f,e2,25,110.71650238252977
13,2025,f,e2,25,153.36282397667543
14,2025,f,e2,25,159.14123624621828
15,2025,f,e2,25,115.90100717805396
16,2025,f,e2,25,168.38473566415834
17,2025,f,e2,25,108.34467816073209
21,2025,f,e2,25,111.64828422227968
22,2025,f,e2,25,99.36052614086842
23,2025,f,e2,25,119.55052264529135
24,2025,f,e2,25,108.70686450387535
25,2025,f,e2,25,111.41373297511788
26,2025,f,e2,25,112.37157923826405
27,2025,f,e2,25,98.84496630795012
28,2025,f,e2,25,111.99480916994008
29,2025,f,e2,25,109.88543690548325
31,2025,f,e2,25,126.06688916857637
32,2025,f,e2,25,137.41965638829015
33,2025,f,e2,25,132.73927361600104
35,2025,f,e2,25,130.67722996059925
41,2025,f,e2,25,125.58811434603251
42,2025,f,e2,25,138.16348414092153
43,2025,f,e2,25,127.80491512109582
50,2025,f,e2,25,122.96958365206429
51,2025,f,e2,25,133.60758504770322
52,2025,f,e2,25,107.14717588457839
53,2025,f,e2,25,152.37505733486967
11,2030,f,e2,25,123.12057749016577
12,2030,f,e2,25,110.71650238252977
13,2030,f,e2,25,153.36282397667543
14,2030,f,e2,25,159.14123624621828
15,2030,f,e2,25,115.90100717805396
16,2030,f,e2,25,168.38473566415834
17,2030,f,e2,25,108.34467816073209
21,2030,f,e2,25,111.64828422227968
22,2030,f,e2,25,99.36052614086842
23,2030,f,e2,25,119.55052264529135
24,2030,f,e2,25,108.70686450387535
25,2030,f,e2,25,111.41373297511788
26,2030,f,e2,25,112.37157923826405
27,2030,f,e2,25,98.84496630795012
28,2030,f,e2,25,111.99480916994008
29,2030,f,e2,25,109.88543690548325
31,2030,f,e2,25,126.06688916857637
32,2030,f,e2,25,137.41965638829015
33,2030,f,e2,25,132.73927361600104
35,2030,f,e2,25,130.67722996059925
41,2030,f,e2,25,125.58811434603251
42,2030,f,e2,25,138.16348414092153
43,2030,f,e2,25,127.80491512109582
50,2030,f,e2,25,122.96958365206429
51,2030,f,e2,25,133.60758504770322
52,2030,f,e2,25,107.14717588457839
53,2030,f,e2,25,152.37505733486967
11,2035,f,e2,25,123.12057749016577
12,2035,f,e2,25,110.71650238252977
13,2035,f,e2,25,153.36282397667543
14,2035,f,e2,25,159.14123624621828
15,2035,f,e2,25,115.90100717805396
16,2035,f,e2,25,168.38473566415834
17,2035,f,e2,25,108.34467816073209
21,2035,f,e2,25,111.64828422227968
22,2035,f,e2,25,99.36052614086842
23,2035,f,e2,25,119.55052264529135
24,2035,f,e2,25,108.70686450387535
25,2035,f,e2,25,111.41373297511788
26,2035,f,e2,25,112.37157923826405
27,2035,f,e2,25,98.84496630795012
28,2035,f,e2,25,111.99480916994008
29,2035,f,e2,25,109.88543690548325
31,2035,f,e2,25,126.06688916857637
32,2035,f,e2,25,137.41965638829015
33,2035,f,e2,25,132.73927361600104
35,2035,f,e2,25,130.67722996059925
41,2035,f,e2,25,125.58811434603251
42,2035,f,e2,25,138.16348414092153
43,2035,f,e2,25,127.80491512109582
50,2035,f,e2,25,122.96958365206429
51,2035,f,e2,25,133.60758504770322
52,2035,f,e2,25,107.14717588457839
53,2035,f,e2,25,152.37505733486967
11,2040,f,e2,25,123.12057749016577
12,2040,f,e2,25,110.71650238252977
13,2040,f,e2,25,153.36282397667543
14,2040,f,e2,25,159.14123624621828
15,2040,f,e2,25,115.90100717805396
16,2040,f,e2,25,168.38473566415834
17,2040,f,e2,25,108.34467816073209
21,2040,f,e2,25,111.64828422227968
22,2040,f,e2,25,99.36052614086842
23,2040,f,e2,25,119.55052264529135
24,2040,f,e2,25,108.70686450387535
25,2040,f,e2,25,111.41373297511788
26,2040,f,e2,25,112.37157923826405
27,2040,f,e2,25,98.84496630795012
28,2040,f,e2,25,111.99480916994008
29,2040,f,e2,25,109.88543690548325
31,2040,f,e2,25,126.06688916857637
32,2040,f,e2,25,137.41965638829015
33,2040,f,e2,25,132.73927361600104
35,2040,f,e2,25,130.67722996059925
41,2040,f,e2,25,125.58811434603251
42,2040,f,e2,25,138.16348414092153
43,2040,f,e2,25,127.80491512109582
50,2040,f,e2,25,122.96958365206429
51,2040,f,e2,25,133.60758504770322
52,2040,f,e2,25,107.14717588457839
53,2040,f,e2,25,152.37505733486967
11,2045,f,e2,25,123.12057749016577
12,2045,f,e2,25,110.71650238252977
13,2045,f,e2,25,153.36282397667543
14,2045,f,e2,25,159.14123624621828
15,2045,f,e2,25,115.90100717805396
16,2045,f,e2,25,168.38473566415834
17,2045,f,e2,25,108.34467816073209
21,2045,f,e2,25,111.64828422227968
22,2045,f,e2,25,99.36052614086842
23,2045,f,e2,25,119.55052264529135
24,2045,f,e2,25,108.70686450387535
25,2045,f,e2,25,111.41373297511788
26,2045,f,e2,25,112.37157923826405
27,2045,f,e2,25,98.84496630795012
28,2045,f,e2,25,111.99480916994008
29,2045,f,e2,25,109.88543690548325
31,2045,f,e2,25,126.06688916857637
32,2045,f,e2,25,137.41965638829015
33,2045,f,e2,25,132.73927361600104
35,2045,f,e2,25,130.67722996059925
41,2045,f,e2,25,125.58811434603251
42,2045,f,e2,25,138.16348414092153
43,2045,f,e2,25,127.80491512109582
50,2045,f,e2,25,122.96958365206429
51,2045,f,e2,25,133.60758504770322
52,2045,f,e2,25,107.14717588457839
53,2045,f,e2,25,152.37505733486967
11,2050,f,e2,25,123.12057749016577
12,2050,f,e2,25,110.71650238252977
13,2050,f,e2,25,153.36282397667543
14,2050,f,e2,25,159.14123624621828
15,2050,f,e2,25,115.90100717805396
16,2050,f,e2,25,168.38473566415834
17,2050,f,e2,25,108.34467816073209
21,2050,f,e2,25,111.64828422227968
22,2050,f,e2,25,99.36052614086842
23,2050,f,e2,25,119.55052264529135
24,2050,f,e2,25,108.70686450387535
25,2050,f,e2,25,111.41373297511788
26,2050,f,e2,25,112.37157923826405
27,2050,f,e2,25,98.84496630795012
28,2050,f,e2,25,111.99480916994008
29,2050,f,e2,25,109.88543690548325
31,2050,f,e2,25,126.06688916857637
32,2050,f,e2,25,137.41965638829015
33,2050,f,e2,25,132.73927361600104
35,2050,f,e2,25,130.67722996059925
41,2050,f,e2,25,125.58811434603251
42,2050,f,e2,25,138.16348414092153
43,2050,f,e2,25,127.80491512109582
50,2050,f,e2,25,122.96958365206429
51,2050,f,e2,25,133.60758504770322
52,2050,f,e2,25,107.14717588457839
53,2050,f,e2,25,152.37505733486967
11,2055,f,e2,25,123.12057749016577
12,2055,f,e2,25,110.71650238252977
13,2055,f,e2,25,153.36282397667543
14,2055,f,e2,25,159.14123624621828
15,2055,f,e2,25,115.90100717805396
16,2055,f,e2,25,168.38473566415834
17,2055,f,e2,25,108.34467816073209
21,2055,f,e2,25,111.64828422227968
22,2055,f,e2,25,99.36052614086842
23,2055,f,e2,25,119.55052264529135
24,2055,f,e2,25,108.70686450387535
25,2055,f,e2,25,111.41373297511788
26,2055,f,e2,25,112.37157923826405
27,2055,f,e2,25,98.84496630795012
28,2055,f,e2,25,111.99480916994008
29,2055,f,e2,25,109.88543690548325
31,2055,f,e2,25,126.06688916857637
32,2055,f,e2,25,137.41965638829015
33,2055,f,e2,25,132.73927361600104
35,2055,f,e2,25,130.67722996059925
41,2055,f,e2,25,125.58811434603251
42,2055,f,e2,25,138.16348414092153
43,2055,f,e2,25,127.80491512109582
50,2055,f,e2,25,122.96958365206429
51,2055,f,e2,25,133.60758504770322
52,2055,f,e2,25,107.14717588457839
53,2055,f,e2,25,152.37505733486967
11,2010,f,e3,25,116.41141879282591
12,2010,f,e3,25,141.2493946318776
13,2010,f,e3,25,143.9856682915069
14,2010,f,e3,25,128.95740813572124
15,2010,f,e3,25,101.86032401872748
16,2010,f,e3,25,204.5627818230975
17,2010,f,e3,25,123.8979023829058
21,2010,f,e3,25,103.64319908444232
22,2010,f,e3,25,92.46954476118856
23,2010,f,e3,25,102.78709655828575
24,2010,f,e3,25,111.96537973174296
25,2010,f,e3,25,100.83572140995211
26,2010,f,e3,25,98.96717982019362
27,2010,f,e3,25,96.09869227301981
28,2010,f,e3,25,113.83476777116242
29,2010,f,e3,25,102.66843956216697
31,2010,f,e3,25,105.08311153914728
32,2010,f,e3,25,111.04907970443135
33,2010,f,e3,25,111.772260774068
35,2010,f,e3,25,122.69505197702233
41,2010,f,e3,25,111.46324177335885
42,2010,f,e3,25,102.85287173439572
43,2010,f,e3,25,105.48930143766684
50,2010,f,e3,25,123.25143336359697
51,2010,f,e3,25,123.67468966639413
52,2010,f,e3,25,94.43417621996714
53,2010,f,e3,25,140.84316559713238
11,2015,f,e3,25,121.73308365192656
12,2015,f,e3,25,133.00984661168476
13,2015,f,e3,25,142.07435411064617
14,2015,f,e3,25,128.95740813572124
15,2015,f,e3,25,98.71000471917921
16,2015,f,e3,25,191.10470407157794
17,2015,f,e3,25,121.94161971370204
21,2015,f,e3,25,99.84475723318003
22,2015,f,e3,25,93.01030233289144
23,2015,f,e3,25,102.17160496212836
24,2015,f,e3,25,112.64809546181456
25,2015,f,e3,25,100.83572140995211
26,2015,f,e3,25,104.20661875185091
27,2015,f,e3,25,90.41543627837882
28,2015,f,e3,25,112.53379899663483
29,2015,f,e3,25,100.7903583506639
31,2015,f,e3,25,109.9545140608296
32,2015,f,e3,25,119.79840113568959
33,2015,f,e3,25,123.01978387082956
35,2015,f,e3,25,129.34719334927053
41,2015,f,e3,25,117.39915405714719
42,2015,f,e3,25,113.40188421997476
43,2015,f,e3,25,117.13422432364304
50,2015,f,e3,25,123.25143336359697
51,2015,f,e3,25,123.67468966639413
52,2015,f,e3,25,105.19250009312792
53,2015,f,e3,25,142.480876825006
11,2020,f,e3,25,111.7549620411129
12,2020,f,e3,25,111.23389827260364
13,2020,f,e3,25,128.69515484462121
14,2020,f,e3,25,128.95740813572124
15,2020,f,e3,25,89.78410003712577
16,2020,f,e3,25,164.1885485685388
17,2020,f,e3,25,113.464394813819
21,2020,f,e3,25,90.61996988011448
22,2020,f,e3,25,87.60272661586286
23,2020,f,e3,25,94.78570580823956
24,2020,f,e3,25,101.04192805059732
25,2020,f,e3,25,97.93814320851672
26,2020,f,e3,25,93.72774088853632
27,2020,f,e3,25,84.21552064786142
28,2020,f,e3,25,102.12604880041427
29,2020,f,e3,25,95.15611471615472
31,2020,f,e3,25,102.99536760128342
32,2020,f,e3,25,113.06815388087554
33,2020,f,e3,25,106.85146941923482
35,2020,f,e3,25,114.56465696649676
41,2020,f,e3,25,108.16551272680974
42,2020,f,e3,25,114.06119750032344
43,2020,f,e3,25,106.17429690154779
50,2020,f,e3,25,123.25143336359697
51,2020,f,e3,25,123.67468966639413
52,2020,f,e3,25,95.62954553920721
53,2020,f,e3,25,121.19063086264879
11,2025,f,e3,25,111.7549620411129
12,2025,f,e3,25,111.23389827260364
13,2025,f,e3,25,128.69515484462121
14,2025,f,e3,25,128.95740813572124
15,2025,f,e3,25,89.78410003712577
16,2025,f,e3,25,164.1885485685388
17,2025,f,e3,25,113.464394813819
21,2025,f,e3,25,90.61996988011448
22,2025,f,e3,25,87.60272661586286
23,2025,f,e3,25,94.78570580823956
24,2025,f,e3,25,101.04192805059732
25,2025,f,e3,25,97.93814320851672
26,2025,f,e3,25,93.72774088853632
27,2025,f,e3,25,84.21552064786142
28,2025,f,e3,25,102.12604880041427
29,2025,f,e3,25,95.15611471615472
31,2025,f,e3,25,102.99536760128342
32,2025,f,e3,25,113.06815388087554
33,2025,f,e3,25,106.85146941923482
35,2025,f,e3,25,114.56465696649676
41,2025,f,e3,25,108.16551272680974
42,2025,f,e3,25,114.06119750032344
43,2025,f,e3,25,106.17429690154779
50,2025,f,e3,25,123.25143336359697
51,2025,f,e3,25,123.67468966639413
52,2025,f,e3,25,95.62954553920721
53,2025,f,e3,25,121.19063086264879
11,2030,f,e3,25,111.7549620411129
12,2030,f,e3,25,111.23389827260364
13,2030,f,e3,25,128.69515484462121
14,2030,f,e3,25,128.95740813572124
15,2030,f,e3,25,89.78410003712577
16,2030,f,e3,25,164.1885485685388
17,2030,f,e3,25,113.464394813819
21,2030,f,e3,25,90.61996988011448
22,2030,f,e3,25,87.60272661586286
23,2030,f,e3,25,94.78570580823956
24,2030,f,e3,25,101.04192805059732
25,2030,f,e3,25,97.93814320851672
26,2030,f,e3,25,93.72774088853632
27,2030,f,e3,25,84.21552064786142
28,2030,f,e3,25,102.12604880041427
29,2030,f,e3,25,95.15611471615472
31,2030,f,e3,25,102.99536760128342
32,2030,f,e3,25,113.06815388087554
33,2030,f,e3,25,106.85146941923482
35,2030,f,e3,25,114.56465696649676
41,2030,f,e3,25,108.16551272680974
42,2030,f,e3,25,114.06119750032344
43,2030,f,e3,25,106.17429690154779
50,2030,f,e3,25,123.25143336359697
51,2030,f,e3,25,123.67468966639413
52,2030,f,e3,25,95.62954553920721
53,2030,f,e3,25,121.19063086264879
11,2035,f,e3,25,111.7549620411129
12,2035,f,e3,25,111.23389827260364
13,2035,f,e3,25,128.69515484462121
14,2035,f,e3,25,128.95740813572124
15,2035,f,e3,25,89.78410003712577
16,2035,f,e3,25,164.1885485685388
17,2035,f,e3,25,113.464394813819
21,2035,f,e3,25,90.61996988011448
22,2035,f,e3,25,87.60272661586286
23,2035,f,e3,25,94.78570580823956
24,2035,f,e3,25,101.04192805059732
25,2035,f,e3,25,97.93814320851672
26,2035,f,e3,25,93.72774088853632
27,2035,f,e3,25,84.21552064786142
28,2035,f,e3,25,102.12604880041427
29,2035,f,e3,25,95.15611471615472
31,2035,f,e3,25,102.99536760128342
32,2035,f,e3,25,113.06815388087554
33,2035,f,e3,25,106.85146941923482
35,2035,f,e3,25,114.56465696649676
41,2035,f,e3,25,108.16551272680974
42,2035,f,e3,25,114.06119750032344
43,2035,f,e3,25,106.17429690154779
50,2035,f,e3,25,123.25143336359697
51,2035,f,e3,25,123.67468966639413
52,2035,f,e3,25,95.62954553920721
53,2035,f,e3,25,121.19063086264879
11,2040,f,e3,25,111.7549620411129
12,2040,f,e3,25,111.23389827260364
13,2040,f,e3,25,128.69515484462121
14,2040,f,e3,25,128.95740813572124
15,2040,f,e3,25,89.78410003712577
16,2040,f,e3,25,164.1885485685388
17,2040,f,e3,25,113.464394813819
21,2040,f,e3,25,90.61996988011448
22,2040,f,e3,25,87.60272661586286
23,2040,f,e3,25,94.78570580823956
24,2040,f,e3,25,101.04192805059732
25,2040,f,e3,25,97.93814320851672
26,2040,f,e3,25,93.72774088853632
27,2040,f,e3,25,84.21552064786142
28,2040,f,e3,25,102.12604880041427
29,2040,f,e3,25,95.15611471615472
31,2040,f,e3,25,102.99536760128342
32,2040,f,e3,25,113.06815388087554
33,2040,f,e3,25,106.85146941923482
35,2040,f,e3,25,114.56465696649676
41,2040,f,e3,25,108.16551272680974
42,2040,f,e3,25,114.06119750032344
43,2040,f,e3,25,106.17429690154779
50,2040,f,e3,25,123.25143336359697
51,2040,f,e3,25,123.67468966639413
52,2040,f,e3,25,95.62954553920721
53,2040,f,e3,25,121.19063086264879
11,2045,f,e3,25,111.7549620411129
12,2045,f,e3,25,111.23389827260364
13,2045,f,e3,25,128.69515484462121
14,2045,f,e3,25,128.95740813572124
15,2045,f,e3,25,89.78410003712577
16,2045,f,e3,25,164.1885485685388
17,2045,f,e3,25,113.464394813819
21,2045,f,e3,25,90.61996988011448
22,2045,f,e3,25,87.60272661586286
23,2045,f,e3,25,94.78570580823956
24,2045,f,e3,25,101.04192805059732
25,2045,f,e3,25,97.93814320851672
26,2045,f,e3,25,93.72774088853632
27,2045,f,e3,25,84.21552064786142
28,2045,f,e3,25,102.12604880041427
29,2045,f,e3,25,95.15611471615472
31,2045,f,e3,25,102.99536760128342
32,2045,f,e3,25,113.06815388087554
33,2045,f,e3,25,106.85146941923482
35,2045,f,e3,25,114.56465696649676
41,2045,f,e3,25,108.16551272680974
42,2045,f,e3,25,114.06119750032344
43,2045,f,e3,25,106.17429690154779
50,2045,f,e3,25,123.25143336359697
51,2045,f,e3,25,123.67468966639413
52,2045,f,e3,25,95.62954553920721
53,2045,f,e3,25,121.19063086264879
11,2050,f,e3,25,111.7549620411129
12,2050,f,e3,25,111.23389827260364
13,2050,f,e3,25,128.69515484462121
14,2050,f,e3,25,128.95740813572124
15,2050,f,e3,25,89.78410003712577
16,2050,f,e3,25,164.1885485685388
17,2050,f,e3,25,113.464394813819
21,2050,f,e3,25,90.61996988011448
22,2050,f,e3,25,87.60272661586286
23,2050,f,e3,25,94.78570580823956
24,2050,f,e3,25,101.04192805059732
25,2050,f,e3,25,97.93814320851672
26,2050,f,e3,25,93.72774088853632
27,2050,f,e3,25,84.21552064786142
28,2050,f,e3,25,102.12604880041427
29,2050,f,e3,25,95.15611471615472
31,2050,f,e3,25,102.99536760128342
32,2050,f,e3,25,113.06815388087554
33,2050,f,e3,25,106.85146941923482
