region,Time,sex,edu,agest,asfr
26,2040,f,e6,25,46.90508067460437
27,2040,f,e6,25,54.09077215395933
28,2040,f,e6,25,52.70476565716692
29,2040,f,e6,25,45.86275201946739
31,2040,f,e6,25,43.00023139615516
32,2040,f,e6,25,51.47718039679104
33,2040,f,e6,25,43.13801923985472
35,2040,f,e6,25,42.97972605906786
41,2040,f,e6,25,52.46161070056779
42,2040,f,e6,25,55.9441797984859
43,2040,f,e6,25,37.38063212004424
50,2040,f,e6,25,57.48861919248269
51,2040,f,e6,25,68.83107216469406
52,2040,f,e6,25,54.46495523376837
53,2040,f,e6,25,42.86506721570082
11,2045,f,e6,25,75.6612370294242
12,2045,f,e6,25,49.70733081801638
13,2045,f,e6,25,48.16737825141681
14,2045,f,e6,25,85.64312757093833
15,2045,f,e6,25,52.996471850715416
16,2045,f,e6,25,50.31662485085938
17,2045,f,e6,25,66.09199594554917
21,2045,f,e6,25,43.191851208302516
22,2045,f,e6,25,51.987543391794404
23,2045,f,e6,25,45.764621007357235
24,2045,f,e6,25,37.13829688528251
25,2045,f,e6,25,51.16563221065402
26,2045,f,e6,25,46.90508067460437
27,2045,f,e6,25,54.09077215395933
28,2045,f,e6,25,52.70476565716692
29,2045,f,e6,25,45.86275201946739
31,2045,f,e6,25,43.00023139615516
32,2045,f,e6,25,51.47718039679104
33,2045,f,e6,25,43.13801923985472
35,2045,f,e6,25,42.97972605906786
41,2045,f,e6,25,52.46161070056779
42,2045,f,e6,25,55.9441797984859
43,2045,f,e6,25,37.38063212004424
50,2045,f,e6,25,57.48861919248269
51,2045,f,e6,25,68.83107216469406
52,2045,f,e6,25,54.46495523376837
53,2045,f,e6,25,42.86506721570082
11,2050,f,e6,25,75.6612370294242
12,2050,f,e6,25,49.70733081801638
13,2050,f,e6,25,48.16737825141681
14,2050,f,e6,25,85.64312757093833
15,2050,f,e6,25,52.996471850715416
16,2050,f,e6,25,50.31662485085938
17,2050,f,e6,25,66.09199594554917
21,2050,f,e6,25,43.191851208302516
22,2050,f,e6,25,51.987543391794404
23,2050,f,e6,25,45.764621007357235
24,2050,f,e6,25,37.13829688528251
25,2050,f,e6,25,51.16563221065402
26,2050,f,e6,25,46.90508067460437
27,2050,f,e6,25,54.09077215395933
28,2050,f,e6,25,52.70476565716692
29,2050,f,e6,25,45.86275201946739
31,2050,f,e6,25,43.00023139615516
32,2050,f,e6,25,51.47718039679104
33,2050,f,e6,25,43.13801923985472
35,2050,f,e6,25,42.97972605906786
41,2050,f,e6,25,52.46161070056779
42,2050,f,e6,25,55.9441797984859
43,2050,f,e6,25,37.38063212004424
50,2050,f,e6,25,57.48861919248269
51,2050,f,e6,25,68.83107216469406
52,2050,f,e6,25,54.46495523376837
53,2050,f,e6,25,42.86506721570082
11,2055,f,e6,25,75.6612370294242
12,2055,f,e6,25,49.70733081801638
13,2055,f,e6,25,48.16737825141681
14,2055,f,e6,25,85.64312757093833
15,2055,f,e6,25,52.996471850715416
16,2055,f,e6,25,50.31662485085938
17,2055,f,e6,25,66.09199594554917
21,2055,f,e6,25,43.191851208302516
22,2055,f,e6,25,51.987543391794404
23,2055,f,e6,25,45.764621007357235
24,2055,f,e6,25,37.13829688528251
25,2055,f,e6,25,51.16563221065402
26,2055,f,e6,25,46.90508067460437
27,2055,f,e6,25,54.09077215395933
28,2055,f,e6,25,52.70476565716692
29,2055,f,e6,25,45.86275201946739
31,2055,f,e6,25,43.00023139615516
32,2055,f,e6,25,51.47718039679104
33,2055,f,e6,25,43.13801923985472
35,2055,f,e6,25,42.97972605906786
41,2055,f,e6,25,52.46161070056779
42,2055,f,e6,25,55.9441797984859
43,2055,f,e6,25,37.38063212004424
50,2055,f,e6,25,57.48861919248269
51,2055,f,e6,25,68.83107216469406
52,2055,f,e6,25,54.46495523376837
53,2055,f,e6,25,42.86506721570082
11,2010,f,e1,30,72.00295559227906
12,2010,f,e1,30,183.27506346896413
13,2010,f,e1,30,98.46612309351228
14,2010,f,e1,30,152.84384121169205
15,2010,f,e1,30,71.50215732978282
16,2010,f,e1,30,94.25565685067822
17,2010,f,e1,30,89.65409502010192
21,2010,f,e1,30,82.84633589803846
22,2010,f,e1,30,71.46436138081427
23,2010,f,e1,30,91.28049944270174
24,2010,f,e1,30,66.81402015475419
25,2010,f,e1,30,65.52401093539923
26,2010,f,e1,30,67.8223581140525
27,2010,f,e1,30,72.18055672469376
28,2010,f,e1,30,79.20448626673976
29,2010,f,e1,30,84.80139887837159
31,2010,f,e1,30,75.93248408487067
32,2010,f,e1,30,65.81550804876014
33,2010,f,e1,30,58.53582909074942
35,2010,f,e1,30,78.05411321623278
41,2010,f,e1,30,89.2185626989392
42,2010,f,e1,30,117.3642295088276
43,2010,f,e1,30,67.64571661071177
50,2010,f,e1,30,82.08152479576233
51,2010,f,e1,30,103.08395126089303
52,2010,f,e1,30,59.450892069687406
53,2010,f,e1,30,93.86186094503105
11,2015,f,e1,30,75.29451927649754
12,2015,f,e1,30,172.58401809994123
13,2015,f,e1,30,97.1590506630674
14,2015,f,e1,30,152.84384121169205
15,2015,f,e1,30,69.29075040205758
16,2015,f,e1,30,88.05462679471255
17,2015,f,e1,30,88.23850404610033
21,2015,f,e1,30,79.81008274994282
22,2015,f,e1,30,71.88228162280734
23,2015,f,e1,30,90.73390962567957
24,2015,f,e1,30,67.22142271667342
25,2015,f,e1,30,65.52401093539923
26,2015,f,e1,30,71.41295354361998
27,2015,f,e1,30,67.91181412269574
28,2015,f,e1,30,78.29929213797702
29,2015,f,e1,30,83.25015377693795
31,2015,f,e1,30,79.4525330159574
32,2015,f,e1,30,71.00097231926851
33,2015,f,e1,30,64.42622698667388
35,2015,f,e1,30,82.28596272795626
41,2015,f,e1,30,93.96984710302472
42,2015,f,e1,30,129.40158638152786
43,2015,f,e1,30,75.11310091189424
50,2015,f,e1,30,82.08152479576233
51,2015,f,e1,30,103.08395126089303
52,2015,f,e1,30,66.22377850800622
53,2015,f,e1,30,94.953277932764
11,2020,f,e1,30,69.12283736858791
12,2020,f,e1,30,144.32911248180926
13,2020,f,e1,30,88.00954364995344
14,2020,f,e1,30,152.84384121169205
15,2020,f,e1,30,63.02509744016939
16,2020,f,e1,30,75.6525666827812
17,2020,f,e1,30,82.10427649209336
21,2020,f,e1,30,72.43632510456766
22,2020,f,e1,30,67.7030792028767
23,2020,f,e1,30,84.17483182141358
24,2020,f,e1,30,60.29557916404646
25,2020,f,e1,30,63.64113705794523
26,2020,f,e1,30,64.23176268448502
27,2020,f,e1,30,63.25500401142517
28,2020,f,e1,30,71.05773910787511
29,2020,f,e1,30,78.59641847263707
31,2020,f,e1,30,74.42389168583351
32,2020,f,e1,30,67.01215364964669
33,2020,f,e1,30,55.958780011282464
35,2020,f,e1,30,72.8818527019041
41,2020,f,e1,30,86.57896025222503
42,2020,f,e1,30,130.1539211860716
43,2020,f,e1,30,68.08497451078132
50,2020,f,e1,30,82.08152479576233
51,2020,f,e1,30,103.08395126089303
52,2020,f,e1,30,60.20343500727838
53,2020,f,e1,30,80.76485709223603
11,2025,f,e1,30,69.12283736858791
12,2025,f,e1,30,144.32911248180926
13,2025,f,e1,30,88.00954364995344
14,2025,f,e1,30,152.84384121169205
15,2025,f,e1,30,63.02509744016939
16,2025,f,e1,30,75.6525666827812
17,2025,f,e1,30,82.10427649209336
21,2025,f,e1,30,72.43632510456766
22,2025,f,e1,30,67.7030792028767
23,2025,f,e1,30,84.17483182141358
24,2025,f,e1,30,60.29557916404646
25,2025,f,e1,30,63.64113705794523
26,2025,f,e1,30,64.23176268448502
27,2025,f,e1,30,63.25500401142517
28,2025,f,e1,30,71.05773910787511
29,2025,f,e1,30,78.59641847263707
31,2025,f,e1,30,74.42389168583351
32,2025,f,e1,30,67.01215364964669
33,2025,f,e1,30,55.958780011282464
35,2025,f,e1,30,72.8818527019041
41,2025,f,e1,30,86.57896025222503
42,2025,f,e1,30,130.1539211860716
43,2025,f,e1,30,68.08497451078132
50,2025,f,e1,30,82.08152479576233
51,2025,f,e1,30,103.08395126089303
52,2025,f,e1,30,60.20343500727838
53,2025,f,e1,30,80.76485709223603
11,2030,f,e1,30,69.12283736858791
12,2030,f,e1,30,144.32911248180926
13,2030,f,e1,30,88.00954364995344
14,2030,f,e1,30,152.84384121169205
15,2030,f,e1,30,63.02509744016939
16,2030,f,e1,30,75.6525666827812
17,2030,f,e1,30,82.10427649209336
21,2030,f,e1,30,72.43632510456766
22,2030,f,e1,30,67.7030792028767
23,2030,f,e1,30,84.17483182141358
24,2030,f,e1,30,60.29557916404646
25,2030,f,e1,30,63.64113705794523
26,2030,f,e1,30,64.23176268448502
27,2030,f,e1,30,63.25500401142517
28,2030,f,e1,30,71.05773910787511
29,2030,f,e1,30,78.59641847263707
31,2030,f,e1,30,74.42389168583351
32,2030,f,e1,30,67.01215364964669
33,2030,f,e1,30,55.958780011282464
35,2030,f,e1,30,72.8818527019041
41,2030,f,e1,30,86.57896025222503
42,2030,f,e1,30,130.1539211860716
43,2030,f,e1,30,68.08497451078132
50,2030,f,e1,30,82.08152479576233
51,2030,f,e1,30,103.08395126089303
52,2030,f,e1,30,60.20343500727838
53,2030,f,e1,30,80.76485709223603
11,2035,f,e1,30,69.12283736858791
12,2035,f,e1,30,144.32911248180926
13,2035,f,e1,30,88.00954364995344
14,2035,f,e1,30,152.84384121169205
15,2035,f,e1,30,63.02509744016939
16,2035,f,e1,30,75.6525666827812
17,2035,f,e1,30,82.10427649209336
21,2035,f,e1,30,72.43632510456766
22,2035,f,e1,30,67.7030792028767
23,2035,f,e1,30,84.17483182141358
24,2035,f,e1,30,60.29557916404646
25,2035,f,e1,30,63.64113705794523
26,2035,f,e1,30,64.23176268448502
27,2035,f,e1,30,63.25500401142517
28,2035,f,e1,30,71.05773910787511
29,2035,f,e1,30,78.59641847263707
31,2035,f,e1,30,74.42389168583351
32,2035,f,e1,30,67.01215364964669
33,2035,f,e1,30,55.958780011282464
35,2035,f,e1,30,72.8818527019041
41,2035,f,e1,30,86.57896025222503
42,2035,f,e1,30,130.1539211860716
43,2035,f,e1,30,68.08497451078132
50,2035,f,e1,30,82.08152479576233
51,2035,f,e1,30,103.08395126089303
52,2035,f,e1,30,60.20343500727838
53,2035,f,e1,30,80.76485709223603
11,2040,f,e1,30,69.12283736858791
12,2040,f,e1,30,144.32911248180926
13,2040,f,e1,30,88.00954364995344
14,2040,f,e1,30,152.84384121169205
15,2040,f,e1,30,63.02509744016939
16,2040,f,e1,30,75.6525666827812
17,2040,f,e1,30,82.10427649209336
21,2040,f,e1,30,72.43632510456766
22,2040,f,e1,30,67.7030792028767
23,2040,f,e1,30,84.17483182141358
24,2040,f,e1,30,60.29557916404646
25,2040,f,e1,30,63.64113705794523
26,2040,f,e1,30,64.23176268448502
27,2040,f,e1,30,63.25500401142517
28,2040,f,e1,30,71.05773910787511
29,2040,f,e1,30,78.59641847263707
31,2040,f,e1,30,74.42389168583351
32,2040,f,e1,30,67.01215364964669
33,2040,f,e1,30,55.958780011282464
35,2040,f,e1,30,72.8818527019041
41,2040,f,e1,30,86.57896025222503
42,2040,f,e1,30,130.1539211860716
43,2040,f,e1,30,68.08497451078132
50,2040,f,e1,30,82.08152479576233
51,2040,f,e1,30,103.08395126089303
52,2040,f,e1,30,60.20343500727838
53,2040,f,e1,30,80.76485709223603
11,2045,f,e1,30,69.12283736858791
12,2045,f,e1,30,144.32911248180926
13,2045,f,e1,30,88.00954364995344
14,2045,f,e1,30,152.84384121169205
15,2045,f,e1,30,63.02509744016939
16,2045,f,e1,30,75.6525666827812
17,2045,f,e1,30,82.10427649209336
21,2045,f,e1,30,72.43632510456766
22,2045,f,e1,30,67.7030792028767
23,2045,f,e1,30,84.17483182141358
24,2045,f,e1,30,60.29557916404646
25,2045,f,e1,30,63.64113705794523
26,2045,f,e1,30,64.23176268448502
27,2045,f,e1,30,63.25500401142517
28,2045,f,e1,30,71.05773910787511
29,2045,f,e1,30,78.59641847263707
31,2045,f,e1,30,74.42389168583351
32,2045,f,e1,30,67.01215364964669
33,2045,f,e1,30,55.958780011282464
35,2045,f,e1,30,72.8818527019041
41,2045,f,e1,30,86.57896025222503
42,2045,f,e1,30,130.1539211860716
43,2045,f,e1,30,68.08497451078132
50,2045,f,e1,30,82.08152479576233
51,2045,f,e1,30,103.08395126089303
52,2045,f,e1,30,60.20343500727838
53,2045,f,e1,30,80.76485709223603
11,2050,f,e1,30,69.12283736858791
12,2050,f,e1,30,144.32911248180926
13,2050,f,e1,30,88.00954364995344
14,2050,f,e1,30,152.84384121169205
15,2050,f,e1,30,63.02509744016939
16,2050,f,e1,30,75.6525666827812
17,2050,f,e1,30,82.10427649209336
21,2050,f,e1,30,72.43632510456766
22,2050,f,e1,30,67.7030792028767
23,2050,f,e1,30,84.17483182141358
24,2050,f,e1,30,60.29557916404646
25,2050,f,e1,30,63.64113705794523
26,2050,f,e1,30,64.23176268448502
27,2050,f,e1,30,63.25500401142517
28,2050,f,e1,30,71.05773910787511
29,2050,f,e1,30,78.59641847263707
31,2050,f,e1,30,74.42389168583351
32,2050,f,e1,30,67.01215364964669
33,2050,f,e1,30,55.958780011282464
35,2050,f,e1,30,72.8818527019041
41,2050,f,e1,30,86.57896025222503
42,2050,f,e1,30,130.1539211860716
43,2050,f,e1,30,68.08497451078132
50,2050,f,e1,30,82.08152479576233
51,2050,f,e1,30,103.08395126089303
52,2050,f,e1,30,60.20343500727838
53,2050,f,e1,30,80.76485709223603
11,2055,f,e1,30,69.12283736858791
12,2055,f,e1,30,144.32911248180926
13,2055,f,e1,30,88.00954364995344
14,2055,f,e1,30,152.84384121169205
15,2055,f,e1,30,63.02509744016939
16,2055,f,e1,30,75.6525666827812
17,2055,f,e1,30,82.10427649209336
21,2055,f,e1,30,72.43632510456766
22,2055,f,e1,30,67.7030792028767
23,2055,f,e1,30,84.17483182141358
24,2055,f,e1,30,60.29557916404646
25,2055,f,e1,30,63.64113705794523
26,2055,f,e1,30,64.23176268448502
27,2055,f,e1,30,63.25500401142517
28,2055,f,e1,30,71.05773910787511
29,2055,f,e1,30,78.59641847263707
31,2055,f,e1,30,74.42389168583351
32,2055,f,e1,30,67.01215364964669
33,2055,f,e1,30,55.958780011282464
35,2055,f,e1,30,72.8818527019041
41,2055,f,e1,30,86.57896025222503
42,2055,f,e1,30,130.1539211860716
43,2055,f,e1,30,68.08497451078132
50,2055,f,e1,30,82.08152479576233
51,2055,f,e1,30,103.08395126089303
52,2055,f,e1,30,60.20343500727838
53,2055,f,e1,30,80.76485709223603
11,2010,f,e2,30,48.34248242528654
12,2010,f,e2,30,96.99693090747421
13,2010,f,e2,30,108.43234717261952
14,2010,f,e2,30,118.4019996699672
15,2010,f,e2,30,69.1992543700167
16,2010,f,e2,30,112.00691487456824
17,2010,f,e2,30,73.052449959137
21,2010,f,e2,30,69.02836491582407
22,2010,f,e2,30,55.455945064893044
23,2010,f,e2,30,84.8515282154023
24,2010,f,e2,30,81.57851796384885
25,2010,f,e2,30,73.45940975106869
26,2010,f,e2,30,69.20516207303216
27,2010,f,e2,30,75.80474975752817
28,2010,f,e2,30,81.11095095510883
29,2010,f,e2,30,75.08086634426267
31,2010,f,e2,30,75.03950195645238
32,2010,f,e2,30,69.10603101978897
33,2010,f,e2,30,78.38058470176384
35,2010,f,e2,30,90.79352981175535
41,2010,f,e2,30,79.58981565266562
42,2010,f,e2,30,85.5721001661861
43,2010,f,e2,30,83.00106662706123
50,2010,f,e2,30,65.15262624026072
51,2010,f,e2,30,61.641933346261986
52,2010,f,e2,30,57.2441550349065
53,2010,f,e2,30,83.77742609653694
11,2015,f,e2,30,50.55242447901393
12,2015,f,e2,30,91.3387766045382
13,2015,f,e2,30,106.99297973227502
14,2015,f,e2,30,118.4019996699672
15,2015,f,e2,30,67.05907124517084
16,2015,f,e2,30,104.63803889597824
17,2015,f,e2,30,71.89899022294011
21,2015,f,e2,30,66.4985295524169
22,2015,f,e2,30,55.78024883720236
23,2015,f,e2,30,84.34343523207654
24,2015,f,e2,30,82.0759479514333
25,2015,f,e2,30,73.45940975106869
26,2015,f,e2,30,72.86896477101621
27,2015,f,e2,30,71.32167315896466
28,2015,f,e2,30,80.18396865847903
29,2015,f,e2,30,73.70743586235542
31,2015,f,e2,30,78.51815436502964
32,2015,f,e2,30,74.5507486152875
33,2015,f,e2,30,86.26793913716145
35,2015,f,e2,30,95.71607058468184
41,2015,f,e2,30,83.82832654541113
42,2015,f,e2,30,94.34872582425648
43,2015,f,e2,30,92.16352203394459
50,2015,f,e2,30,65.15262624026072
51,2015,f,e2,30,61.641933346261986
52,2015,f,e2,30,63.76564105154142
53,2015,f,e2,30,84.75158221393852
11,2020,f,e2,30,46.40878312827508
12,2020,f,e2,30,76.38508308963594
13,2020,f,e2,30,96.91740764986349
14,2020,f,e2,30,118.4019996699672
15,2020,f,e2,30,60.99521905810751
16,2020,f,e2,30,89.90028693879822
17,2020,f,e2,30,66.9006646994202
21,2020,f,e2,30,60.35464366985664
22,2020,f,e2,30,52.537211114109205
23,2020,f,e2,30,78.24631943216741
24,2020,f,e2,30,73.61963816249775
25,2020,f,e2,30,71.348507172015
26,2020,f,e2,30,65.5413593750481
27,2020,f,e2,30,66.43104414234993
28,2020,f,e2,30,72.76811028544051
29,2020,f,e2,30,69.5871444166337
31,2020,f,e2,30,73.54865092420496
32,2020,f,e2,30,70.36250431105786
33,2020,f,e2,30,74.92986713627738
35,2020,f,e2,30,84.77709108928964
41,2020,f,e2,30,77.23508737891812
42,2020,f,e2,30,94.89726492788587
43,2020,f,e2,30,83.54003459217202
50,2020,f,e2,30,65.15262624026072
51,2020,f,e2,30,61.641933346261986
52,2020,f,e2,30,57.968764592310386
53,2020,f,e2,30,72.08755268771783
11,2025,f,e2,30,46.40878312827508
12,2025,f,e2,30,76.38508308963594
13,2025,f,e2,30,96.91740764986349
14,2025,f,e2,30,118.4019996699672
15,2025,f,e2,30,60.99521905810751
16,2025,f,e2,30,89.90028693879822
17,2025,f,e2,30,66.9006646994202
21,2025,f,e2,30,60.35464366985664
22,2025,f,e2,30,52.537211114109205
23,2025,f,e2,30,78.24631943216741
24,2025,f,e2,30,73.61963816249775
25,2025,f,e2,30,71.348507172015
26,2025,f,e2,30,65.5413593750481
27,2025,f,e2,30,66.43104414234993
28,2025,f,e2,30,72.76811028544051
29,2025,f,e2,30,69.5871444166337
31,2025,f,e2,30,73.54865092420496
32,2025,f,e2,30,70.36250431105786
33,2025,f,e2,30,74.92986713627738
35,2025,f,e2,30,84.77709108928964
41,2025,f,e2,30,77.23508737891812
42,2025,f,e2,30,94.89726492788587
43,2025,f,e2,30,83.54003459217202
50,2025,f,e2,30,65.15262624026072
51,2025,f,e2,30,61.641933346261986
52,2025,f,e2,30,57.968764592310386
53,2025,f,e2,30,72.08755268771783
11,2030,f,e2,30,46.40878312827508
12,2030,f,e2,30,76.38508308963594
13,2030,f,e2,30,96.91740764986349
14,2030,f,e2,30,118.4019996699672
15,2030,f,e2,30,60.99521905810751
16,2030,f,e2,30,89.90028693879822
17,2030,f,e2,30,66.9006646994202
21,2030,f,e2,30,60.35464366985664
22,2030,f,e2,30,52.537211114109205
23,2030,f,e2,30,78.24631943216741
24,2030,f,e2,30,73.61963816249775
25,2030,f,e2,30,71.348507172015
26,2030,f,e2,30,65.5413593750481
27,2030,f,e2,30,66.43104414234993
28,2030,f,e2,30,72.76811028544051
29,2030,f,e2,30,69.5871444166337
31,2030,f,e2,30,73.54865092420496
32,2030,f,e2,30,70.36250431105786
33,2030,f,e2,30,74.92986713627738
35,2030,f,e2,30,84.77709108928964
41,2030,f,e2,30,77.23508737891812
42,2030,f,e2,30,94.89726492788587
43,2030,f,e2,30,83.54003459217202
50,2030,f,e2,30,65.15262624026072
51,2030,f,e2,30,61.641933346261986
52,2030,f,e2,30,57.968764592310386
53,2030,f,e2,30,72.08755268771783
11,2035,f,e2,30,46.40878312827508
12,2035,f,e2,30,76.38508308963594
13,2035,f,e2,30,96.91740764986349
14,2035,f,e2,30,118.4019996699672
15,2035,f,e2,30,60.99521905810751
16,2035,f,e2,30,89.90028693879822
17,2035,f,e2,30,66.9006646994202
21,2035,f,e2,30,60.35464366985664
22,2035,f,e2,30,52.537211114109205
23,2035,f,e2,30,78.24631943216741
24,2035,f,e2,30,73.61963816249775
25,2035,f,e2,30,71.348507172015
26,2035,f,e2,30,65.5413593750481
27,2035,f,e2,30,66.43104414234993
28,2035,f,e2,30,72.76811028544051
29,2035,f,e2,30,69.5871444166337
31,2035,f,e2,30,73.54865092420496
32,2035,f,e2,30,70.36250431105786
33,2035,f,e2,30,74.92986713627738
35,2035,f,e2,30,84.77709108928964
41,2035,f,e2,30,77.23508737891812
42,2035,f,e2,30,94.89726492788587
43,2035,f,e2,30,83.54003459217202
50,2035,f,e2,30,65.15262624026072
51,2035,f,e2,30,61.641933346261986
52,2035,f,e2,30,57.968764592310386
53,2035,f,e2,30,72.08755268771783
11,2040,f,e2,30,46.40878312827508
12,2040,f,e2,30,76.38508308963594
13,2040,f,e2,30,96.91740764986349
14,2040,f,e2,30,118.4019996699672
15,2040,f,e2,30,60.99521905810751
16,2040,f,e2,30,89.90028693879822
17,2040,f,e2,30,66.9006646994202
21,2040,f,e2,30,60.35464366985664
22,2040,f,e2,30,52.537211114109205
23,2040,f,e2,30,78.24631943216741
24,2040,f,e2,30,73.61963816249775
25,2040,f,e2,30,71.348507172015
26,2040,f,e2,30,65.5413593750481
27,2040,f,e2,30,66.43104414234993
28,2040,f,e2,30,72.76811028544051
29,2040,f,e2,30,69.5871444166337
31,2040,f,e2,30,73.54865092420496
32,2040,f,e2,30,70.36250431105786
33,2040,f,e2,30,74.92986713627738
35,2040,f,e2,30,84.77709108928964
41,2040,f,e2,30,77.23508737891812
42,2040,f,e2,30,94.89726492788587
43,2040,f,e2,30,83.54003459217202
50,2040,f,e2,30,65.15262624026072
51,2040,f,e2,30,61.641933346261986
52,2040,f,e2,30,57.968764592310386
53,2040,f,e2,30,72.08755268771783
11,2045,f,e2,30,46.40878312827508
12,2045,f,e2,30,76.38508308963594
13,2045,f,e2,30,96.91740764986349
14,2045,f,e2,30,118.4019996699672
15,2045,f,e2,30,60.99521905810751
16,2045,f,e2,30,89.90028693879822
17,2045,f,e2,30,66.9006646994202
21,2045,f,e2,30,60.35464366985664
22,2045,f,e2,30,52.537211114109205
23,2045,f,e2,30,78.24631943216741
24,2045,f,e2,30,73.61963816249775
25,2045,f,e2,30,71.348507172015
26,2045,f,e2,30,65.5413593750481
27,2045,f,e2,30,66.43104414234993
28,2045,f,e2,30,72.76811028544051
29,2045,f,e2,30,69.5871444166337
31,2045,f,e2,30,73.54865092420496
32,2045,f,e2,30,70.36250431105786
33,2045,f,e2,30,74.92986713627738
35,2045,f,e2,30,84.77709108928964
41,2045,f,e2,30,77.23508737891812
42,2045,f,e2,30,94.89726492788587
43,2045,f,e2,30,83.54003459217202
50,2045,f,e2,30,65.15262624026072
51,2045,f,e2,30,61.641933346261986
52,2045,f,e2,30,57.968764592310386
53,2045,f,e2,30,72.08755268771783
11,2050,f,e2,30,46.40878312827508
12,2050,f,e2,30,76.38508308963594
13,2050,f,e2,30,96.91740764986349
14,2050,f,e2,30,118.4019996699672
15,2050,f,e2,30,60.99521905810751
16,2050,f,e2,30,89.90028693879822
17,2050,f,e2,30,66.9006646994202
21,2050,f,e2,30,60.35464366985664
22,2050,f,e2,30,52.537211114109205
23,2050,f,e2,30,78.24631943216741
24,2050,f,e2,30,73.61963816249775
25,2050,f,e2,30,71.348507172015
26,2050,f,e2,30,65.5413593750481
27,2050,f,e2,30,66.43104414234993
28,2050,f,e2,30,72.76811028544051
29,2050,f,e2,30,69.5871444166337
31,2050,f,e2,30,73.54865092420496
32,2050,f,e2,30,70.36250431105786
33,2050,f,e2,30,74.92986713627738
35,2050,f,e2,30,84.77709108928964
41,2050,f,e2,30,77.23508737891812
42,2050,f,e2,30,94.89726492788587
43,2050,f,e2,30,83.54003459217202
50,2050,f,e2,30,65.15262624026072
51,2050,f,e2,30,61.641933346261986
52,2050,f,e2,30,57.968764592310386
53,2050,f,e2,30,72.08755268771783
11,2055,f,e2,30,46.40878312827508
12,2055,f,e2,30,76.38508308963594
13,2055,f,e2,30,96.91740764986349
14,2055,f,e2,30,118.4019996699672
15,2055,f,e2,30,60.99521905810751
16,2055,f,e2,30,89.90028693879822
17,2055,f,e2,30,66.9006646994202
21,2055,f,e2,30,60.35464366985664
22,2055,f,e2,30,52.537211114109205
23,2055,f,e2,30,78.24631943216741
24,2055,f,e2,30,73.61963816249775
25,2055,f,e2,30,71.348507172015
26,2055,f,e2,30,65.5413593750481
27,2055,f,e2,30,66.43104414234993
28,2055,f,e2,30,72.76811028544051
29,2055,f,e2,30,69.5871444166337
31,2055,f,e2,30,73.54865092420496
32,2055,f,e2,30,70.36250431105786
33,2055,f,e2,30,74.92986713627738
35,2055,f,e2,30,84.77709108928964
41,2055,f,e2,30,77.23508737891812
42,2055,f,e2,30,94.89726492788587
43,2055,f,e2,30,83.54003459217202
50,2055,f,e2,30,65.15262624026072
51,2055,f,e2,30,61.641933346261986
52,2055,f,e2,30,57.968764592310386
53,2055,f,e2,30,72.08755268771783
11,2010,f,e3,30,34.29710975604707
12,2010,f,e3,30,104.0467537610825
13,2010,f,e3,30,85.36752222701705
14,2010,f,e3,30,73.90403215632341
15,2010,f,e3,30,48.65678188500888
16,2010,f,e3,30,129.96660628034337
17,2010,f,e3,30,51.59362287984311
21,2010,f,e3,30,52.97102201177822
22,2010,f,e3,30,48.37555694646984
23,2010,f,e3,30,66.94973908585904
24,2010,f,e3,30,60.67710212604026
25,2010,f,e3,30,55.925464988994705
26,2010,f,e3,30,54.80767740444038
27,2010,f,e3,30,50.156088399174905
28,2010,f,e3,30,69.06806869555638
29,2010,f,e3,30,55.54752328372753
31,2010,f,e3,30,58.03527585044932
32,2010,f,e3,30,65.05617579205209
33,2010,f,e3,30,66.94418815503708
35,2010,f,e3,30,73.78420709871807
41,2010,f,e3,30,64.04709862474077
42,2010,f,e3,30,64.0368420475397
43,2010,f,e3,30,71.57985237817277
50,2010,f,e3,30,73.64714662976301
51,2010,f,e3,30,50.70066460849108
52,2010,f,e3,30,52.14301639698704
53,2010,f,e3,30,82.64817186231855
11,2015,f,e3,30,35.86497763060922
12,2015,f,e3,30,97.97735979168603
13,2015,f,e3,30,84.2343250293133
14,2015,f,e3,30,73.90403215632341
15,2015,f,e3,30,47.15193296073025
16,2015,f,e3,30,121.41617165663658
17,2015,f,e3,30,50.77898672910875
21,2015,f,e3,30,51.02967565532562
22,2015,f,e3,30,48.65845494030885
23,2015,f,e3,30,66.54884244462635
24,2015,f,e3,30,61.04708445607709
25,2015,f,e3,30,55.925464988994705
26,2015,f,e3,30,57.70926032585193
27,2015,f,e3,30,47.18986811750326
28,2015,f,e3,30,68.27871933903573
29,2015,f,e3,30,54.53141005292764
31,2015,f,e3,30,60.725652876629084
32,2015,f,e3,30,70.18181388475922
33,2015,f,e3,30,73.68071023353137
35,2015,f,e3,30,77.7845556763594
41,2015,f,e3,30,67.45789085919444
42,2015,f,e3,30,70.6047232831848
43,2015,f,e3,30,79.48152439394508
50,2015,f,e3,30,73.64714662976301
51,2015,f,e3,30,50.70066460849108
52,2015,f,e3,30,58.083360037150115
53,2015,f,e3,30,83.60919711653155
11,2020,f,e3,30,32.92522536580519
12,2020,f,e3,30,81.93681858685247
13,2020,f,e3,30,76.30194464538694
14,2020,f,e3,30,73.90403215632341
15,2020,f,e3,30,42.88819434194082
16,2020,f,e3,30,104.31530240922297
17,2020,f,e3,30,47.24889674259316
21,2020,f,e3,30,46.31497736108358
22,2020,f,e3,30,45.8294750019188
