sex,age,education,area,pop
Female,40--44,Incomplete Primary,26,63668.6362166053
Female,40--44,Incomplete Primary,27,24471.89165061462
Female,40--44,Incomplete Primary,28,15230.000985748491
Female,40--44,Incomplete Primary,29,97355.51494824306
Female,40--44,Incomplete Primary,31,145822.5871051834
Female,40--44,Incomplete Primary,32,22365.532648451077
Female,40--44,Incomplete Primary,33,74510.1739171496
Female,40--44,Incomplete Primary,35,217073.79876644438
Female,40--44,Incomplete Primary,41,77481.7369684244
Female,40--44,Incomplete Primary,42,42856.74184906561
Female,40--44,Incomplete Primary,43,53412.363144780895
Female,40--44,Incomplete Primary,50,14331.118290929824
Female,40--44,Incomplete Primary,51,18379.923153328127
Female,40--44,Incomplete Primary,52,34961.05308253303
Female,40--44,Incomplete Primary,53,9304.728429870673
Female,40--44,Primary,11,10357.60340969603
Female,40--44,Primary,12,2883.2415213006143
Female,40--44,Primary,13,15867.034156088832
Female,40--44,Primary,14,1766.018689302212
Female,40--44,Primary,15,43204.58830057725
Female,40--44,Primary,16,3020.4698975021306
Female,40--44,Primary,17,7322.8860752397495
Female,40--44,Primary,21,33680.617187522665
Female,40--44,Primary,22,18948.621546922335
Female,40--44,Primary,23,56850.63691815226
Female,40--44,Primary,24,25594.234695384792
Female,40--44,Primary,25,27310.583857872603
Female,40--44,Primary,26,65842.44124937989
Female,40--44,Primary,27,20430.896774781395
Female,40--44,Primary,28,14685.63152151727
Female,40--44,Primary,29,90408.01662982722
Female,40--44,Primary,31,164495.28897565816
Female,40--44,Primary,32,27942.936138882997
Female,40--44,Primary,33,108434.58505970518
Female,40--44,Primary,35,284566.06029672624
Female,40--44,Primary,41,78359.5465537296
Female,40--44,Primary,42,49579.190325023534
Female,40--44,Primary,43,104291.15973980578
Female,40--44,Primary,50,19059.891020687337
Female,40--44,Primary,51,21218.002672576273
Female,40--44,Primary,52,49534.63382177625
Female,40--44,Primary,53,14607.210851315633
Female,40--44,Lower Secondary,11,7081.994578319286
Female,40--44,Lower Secondary,12,2578.0247870119792
Female,40--44,Lower Secondary,13,13621.346945366473
Female,40--44,Lower Secondary,14,1683.5991888672502
Female,40--44,Lower Secondary,15,33766.33967553888
Female,40--44,Lower Secondary,16,2469.687669341559
Female,40--44,Lower Secondary,17,5329.598671936576
Female,40--44,Lower Secondary,21,25536.410726062433
Female,40--44,Lower Secondary,22,12724.64233598816
Female,40--44,Lower Secondary,23,45225.070515797954
Female,40--44,Lower Secondary,24,15615.663908562788
Female,40--44,Lower Secondary,25,16064.550335505362
Female,40--44,Lower Secondary,26,40910.74376954771
Female,40--44,Lower Secondary,27,11770.791139645553
Female,40--44,Lower Secondary,28,9842.50282592491
Female,40--44,Lower Secondary,29,59076.97062299089
Female,40--44,Lower Secondary,31,108500.39557544049
Female,40--44,Lower Secondary,32,19628.429348094938
Female,40--44,Lower Secondary,33,117237.9777195671
Female,40--44,Lower Secondary,35,288952.80711874977
Female,40--44,Lower Secondary,41,66528.11184266834
Female,40--44,Lower Secondary,42,44964.566813865524
Female,40--44,Lower Secondary,43,70180.3545993168
Female,40--44,Lower Secondary,50,13697.547670895377
Female,40--44,Lower Secondary,51,16507.830131190483
Female,40--44,Lower Secondary,52,36627.34716175851
Female,40--44,Lower Secondary,53,15815.961621995308
Female,40--44,Upper Secondary,11,11688.583851408921
Female,40--44,Upper Secondary,12,4426.592150336925
Female,40--44,Upper Secondary,13,29413.6428865867
Female,40--44,Upper Secondary,14,4035.6119367291517
Female,40--44,Upper Secondary,15,53861.515275094585
Female,40--44,Upper Secondary,16,6122.923354534435
Female,40--44,Upper Secondary,17,11414.059996725924
Female,40--44,Upper Secondary,21,43545.64839825933
Female,40--44,Upper Secondary,22,19954.956739978537
Female,40--44,Upper Secondary,23,63182.62084069537
Female,40--44,Upper Secondary,24,28533.919746263815
Female,40--44,Upper Secondary,25,26436.251136379964
Female,40--44,Upper Secondary,26,73387.26792016007
Female,40--44,Upper Secondary,27,20035.020143952795
Female,40--44,Upper Secondary,28,15897.306281817839
Female,40--44,Upper Secondary,29,117936.00764773008
Female,40--44,Upper Secondary,31,152975.06919251874
Female,40--44,Upper Secondary,32,31515.783410128795
Female,40--44,Upper Secondary,33,185262.85001013844
Female,40--44,Upper Secondary,35,417442.4950577805
Female,40--44,Upper Secondary,41,88542.42881209834
Female,40--44,Upper Secondary,42,56077.47808016363
Female,40--44,Upper Secondary,43,99570.9840710598
Female,40--44,Upper Secondary,50,20739.192659492943
Female,40--44,Upper Secondary,51,25003.28898824694
Female,40--44,Upper Secondary,52,57865.31687636888
Female,40--44,Upper Secondary,53,30565.232317670503
Female,40--44,Post Secondary,11,5708.826833952072
Female,40--44,Post Secondary,12,2687.196628193114
Female,40--44,Post Secondary,13,10692.206208594262
Female,40--44,Post Secondary,14,1644.029004003418
Female,40--44,Post Secondary,15,17425.770578722124
Female,40--44,Post Secondary,16,3131.33117116749
Female,40--44,Post Secondary,17,7422.024767275302
Female,40--44,Post Secondary,21,14867.771601639446
Female,40--44,Post Secondary,22,10818.253523678482
Female,40--44,Post Secondary,23,28083.275667088357
Female,40--44,Post Secondary,24,12130.577986405688
Female,40--44,Post Secondary,25,13941.279536185428
Female,40--44,Post Secondary,26,30369.58724815591
Female,40--44,Post Secondary,27,9274.610585481361
Female,40--44,Post Secondary,28,7951.577470010295
Female,40--44,Post Secondary,29,39716.333211679696
Female,40--44,Post Secondary,31,94656.50741059154
Female,40--44,Post Secondary,32,16414.938999641287
Female,40--44,Post Secondary,33,90209.64195960708
Female,40--44,Post Secondary,35,259427.50237980788
Female,40--44,Post Secondary,41,63035.28099484851
Female,40--44,Post Secondary,42,33289.816438794995
Female,40--44,Post Secondary,43,53323.372575792826
Female,40--44,Post Secondary,50,12692.792241437732
Female,40--44,Post Secondary,51,14789.877661998566
Female,40--44,Post Secondary,52,27726.148722677513
Female,40--44,Post Secondary,53,24836.23493840996
Female,45--49,No Education,11,4889.543082160033
Female,45--49,No Education,12,2980.56109431988
Female,45--49,No Education,13,10572.166766858412
Female,45--49,No Education,14,1548.752035728113
Female,45--49,No Education,15,22397.98998800738
Female,45--49,No Education,16,1489.0274314683381
Female,45--49,No Education,17,3780.006144785365
Female,45--49,No Education,21,30104.423649719374
Female,45--49,No Education,22,15517.644227024875
Female,45--49,No Education,23,36604.72361214886
Female,45--49,No Education,24,9037.24623396235
Female,45--49,No Education,25,16313.184578118542
Female,45--49,No Education,26,33629.22487948506
Female,45--49,No Education,27,15780.572443844232
Female,45--49,No Education,28,7532.227165425248
Female,45--49,No Education,29,62099.921128960545
Female,45--49,No Education,31,40991.88661691709
Female,45--49,No Education,32,7440.281519841617
Female,45--49,No Education,33,26482.4181324967
Female,45--49,No Education,35,69549.24468996392
Female,45--49,No Education,41,22518.33324955606
Female,45--49,No Education,42,7445.821826940357
Female,45--49,No Education,43,11897.717548989014
Female,45--49,No Education,50,5711.419117769774
Female,45--49,No Education,51,8587.780846458045
Female,45--49,No Education,52,14936.700777818507
Female,45--49,No Education,53,4146.1267653185205
Female,45--49,Incomplete Primary,11,11755.92480268443
Female,45--49,Incomplete Primary,12,3571.55804560443
Female,45--49,Incomplete Primary,13,12826.229811974928
Female,45--49,Incomplete Primary,14,1487.5863401709316
Female,45--49,Incomplete Primary,15,40099.51277780067
Female,45--49,Incomplete Primary,16,2466.58664803873
Female,45--49,Incomplete Primary,17,7291.102632973971
Female,45--49,Incomplete Primary,21,38928.73323312648
Female,45--49,Incomplete Primary,22,21704.182224886074
Female,45--49,Incomplete Primary,23,57802.89517726296
Female,45--49,Incomplete Primary,24,22596.47876765699
Female,45--49,Incomplete Primary,25,26624.32225746433
Female,45--49,Incomplete Primary,26,61072.262521737466
Female,45--49,Incomplete Primary,27,23578.69876112957
Female,45--49,Incomplete Primary,28,14301.26257381271
Female,45--49,Incomplete Primary,29,92202.90683466294
Female,45--49,Incomplete Primary,31,151328.50529718955
Female,45--49,Incomplete Primary,32,22795.435332393907
Female,45--49,Incomplete Primary,33,75627.37359159644
Female,45--49,Incomplete Primary,35,234475.20043739793
Female,45--49,Incomplete Primary,41,76404.59003406981
Female,45--49,Incomplete Primary,42,42818.63141848927
Female,45--49,Incomplete Primary,43,61994.050641491536
Female,45--49,Incomplete Primary,50,16693.07801578651
Female,45--49,Incomplete Primary,51,19049.159558570973
Female,45--49,Incomplete Primary,52,35338.33579012512
Female,45--49,Incomplete Primary,53,9704.88572139701
Female,45--49,Primary,11,8683.311293599621
Female,45--49,Primary,12,2265.247113433083
Female,45--49,Primary,13,14244.048030572923
Female,45--49,Primary,14,1762.5583979749883
Female,45--49,Primary,15,33756.602746619945
Female,45--49,Primary,16,2128.5077472895405
Female,45--49,Primary,17,6486.517462924582
Female,45--49,Primary,21,27536.96013991165
Female,45--49,Primary,22,15849.875241913755
Female,45--49,Primary,23,47031.9323326761
Female,45--49,Primary,24,21809.344263707462
Female,45--49,Primary,25,21699.898518282287
Female,45--49,Primary,26,56096.59755116233
Female,45--49,Primary,27,14966.74710763816
Female,45--49,Primary,28,11821.75672203491
Female,45--49,Primary,29,76306.64556849089
Female,45--49,Primary,31,159439.24774953772
Female,45--49,Primary,32,26978.24386163514
Female,45--49,Primary,33,110839.720877066
Female,45--49,Primary,35,288056.2492869307
Female,45--49,Primary,41,79522.048005584
Female,45--49,Primary,42,57188.9009947774
Female,45--49,Primary,43,109888.38167801088
Female,45--49,Primary,50,17277.95590669892
Female,45--49,Primary,51,18056.478679762822
Female,45--49,Primary,52,43120.36181996964
Female,45--49,Primary,53,12479.165017892032
Female,45--49,Lower Secondary,11,5269.7434190766935
Female,45--49,Lower Secondary,12,1931.2151364507693
Female,45--49,Lower Secondary,13,11430.17449641811
Female,45--49,Lower Secondary,14,1227.5350776819298
Female,45--49,Lower Secondary,15,25300.567643322862
Female,45--49,Lower Secondary,16,2068.219784322738
Female,45--49,Lower Secondary,17,4373.452610624252
Female,45--49,Lower Secondary,21,18486.572893717417
Female,45--49,Lower Secondary,22,10415.107605983765
Female,45--49,Lower Secondary,23,35589.658982736495
Female,45--49,Lower Secondary,24,13106.332975628578
Female,45--49,Lower Secondary,25,12694.423697968801
Female,45--49,Lower Secondary,26,33239.56403039475
Female,45--49,Lower Secondary,27,8435.56330497711
Female,45--49,Lower Secondary,28,7820.606474807374
Female,45--49,Lower Secondary,29,46637.8873680487
Female,45--49,Lower Secondary,31,96141.49087576264
Female,45--49,Lower Secondary,32,17855.278587622488
Female,45--49,Lower Secondary,33,112013.31180065859
Female,45--49,Lower Secondary,35,265045.5227228946
Female,45--49,Lower Secondary,41,57694.91378352329
Female,45--49,Lower Secondary,42,41529.8473534439
Female,45--49,Lower Secondary,43,70968.74464378609
Female,45--49,Lower Secondary,50,11262.293053397696
Female,45--49,Lower Secondary,51,13399.385741535703
Female,45--49,Lower Secondary,52,30130.05343690818
Female,45--49,Lower Secondary,53,12531.693739453398
Female,45--49,Upper Secondary,11,7934.141556305363
Female,45--49,Upper Secondary,12,3190.7117717224937
Female,45--49,Upper Secondary,13,19893.52971940972
Female,45--49,Upper Secondary,14,2717.144367530347
Female,45--49,Upper Secondary,15,37121.683219461396
Female,45--49,Upper Secondary,16,4197.565071413719
Female,45--49,Upper Secondary,17,7419.46057765949
Female,45--49,Upper Secondary,21,30303.593268927252
Female,45--49,Upper Secondary,22,15386.951116914111
Female,45--49,Upper Secondary,23,48215.872641379676
Female,45--49,Upper Secondary,24,21614.648088699563
Female,45--49,Upper Secondary,25,21114.14039976904
Female,45--49,Upper Secondary,26,55687.1720654556
Female,45--49,Upper Secondary,27,13949.486206950287
Female,45--49,Upper Secondary,28,11030.533332379782
Female,45--49,Upper Secondary,29,93256.76510135671
Female,45--49,Upper Secondary,31,127985.24244749808
Female,45--49,Upper Secondary,32,26775.63316208339
Female,45--49,Upper Secondary,33,168587.56478571225
Female,45--49,Upper Secondary,35,349085.29731302697
Female,45--49,Upper Secondary,41,74830.53705321805
Female,45--49,Upper Secondary,42,46802.49767867872
Female,45--49,Upper Secondary,43,88909.32572124586
Female,45--49,Upper Secondary,50,16972.42834653046
Female,45--49,Upper Secondary,51,17670.641876104783
Female,45--49,Upper Secondary,52,43908.63912987607
Female,45--49,Upper Secondary,53,24906.222275873206
Female,45--49,Post Secondary,11,4963.614597852291
Female,45--49,Post Secondary,12,1776.7068384694583
Female,45--49,Post Secondary,13,8221.475003201731
Female,45--49,Post Secondary,14,1554.1575376439787
Female,45--49,Post Secondary,15,15514.992630686356
Female,45--49,Post Secondary,16,1846.152603638688
Female,45--49,Post Secondary,17,5510.771313770081
Female,45--49,Post Secondary,21,12292.006801721443
Female,45--49,Post Secondary,22,9771.818471108161
Female,45--49,Post Secondary,23,25405.806196164012
Female,45--49,Post Secondary,24,11740.938244383438
Female,45--49,Post Secondary,25,13982.805278545506
Female,45--49,Post Secondary,26,28463.928453730747
Female,45--49,Post Secondary,27,8499.081212875451
Female,45--49,Post Secondary,28,7416.499128813112
Female,45--49,Post Secondary,29,31943.657522184185
Female,45--49,Post Secondary,31,90445.39706926455
Female,45--49,Post Secondary,32,15196.287795054279
Female,45--49,Post Secondary,33,92654.3531473642
Female,45--49,Post Secondary,35,238222.02135467096
Female,45--49,Post Secondary,41,52800.51665590935
Female,45--49,Post Secondary,42,29336.930733650428
Female,45--49,Post Secondary,43,56250.95664670957
Female,45--49,Post Secondary,50,11251.825559816883
Female,45--49,Post Secondary,51,12612.464999200865
Female,45--49,Post Secondary,52,23016.617778503864
Female,45--49,Post Secondary,53,21348.70708895568
Female,50--54,No Education,11,5290.878440789582
Female,50--54,No Education,12,3342.651780256212
Female,50--54,No Education,13,10451.522817283754
Female,50--54,No Education,14,1534.5951067860208
Female,50--54,No Education,15,23349.853784580097
Female,50--54,No Education,16,1771.37944246365
Female,50--54,No Education,17,4944.441440933866
Female,50--54,No Education,21,33247.933467436356
Female,50--54,No Education,22,18574.35779144297
Female,50--54,No Education,23,38076.44261509966
Female,50--54,No Education,24,9472.58679838153
Female,50--54,No Education,25,16994.5530419115
Female,50--54,No Education,26,36240.18157758577
Female,50--54,No Education,27,17317.34877560846
Female,50--54,No Education,28,8751.553648451869
Female,50--54,No Education,29,71784.21900303276
Female,50--54,No Education,31,49898.74365704088
Female,50--54,No Education,32,9396.92140577228
Female,50--54,No Education,33,31380.070158718747
Female,50--54,No Education,35,80564.32325588896
Female,50--54,No Education,41,27108.21772160977
Female,50--54,No Education,42,8843.959428144632
Female,50--54,No Education,43,14380.43593550331
Female,50--54,No Education,50,6116.969373127509
Female,50--54,No Education,51,9791.5257058237
Female,50--54,No Education,52,16548.127106341024
Female,50--54,No Education,53,4336.982024391525
Female,50--54,Incomplete Primary,11,10887.282158157785
Female,50--54,Incomplete Primary,12,3012.589658645418
Female,50--54,Incomplete Primary,13,11317.1596118051
Female,50--54,Incomplete Primary,14,1561.373434648123
Female,50--54,Incomplete Primary,15,36791.54849303078
Female,50--54,Incomplete Primary,16,1966.187870920543
Female,50--54,Incomplete Primary,17,7511.065933383274
Female,50--54,Incomplete Primary,21,35145.8628030775
Female,50--54,Incomplete Primary,22,20273.387947353614
Female,50--54,Incomplete Primary,23,51834.07520871093
Female,50--54,Incomplete Primary,24,20290.133340943314
Female,50--54,Incomplete Primary,25,23487.89365289216
Female,50--54,Incomplete Primary,26,55244.64424285893
Female,50--54,Incomplete Primary,27,19067.3639278566
Female,50--54,Incomplete Primary,28,12797.662209989852
Female,50--54,Incomplete Primary,29,84902.16543464272
Female,50--54,Incomplete Primary,31,151759.73459411293
Female,50--54,Incomplete Primary,32,22399.407092955655
Female,50--54,Incomplete Primary,33,78575.11785962041
Female,50--54,Incomplete Primary,35,251698.58445546078
Female,50--54,Incomplete Primary,41,78043.8395623875
Female,50--54,Incomplete Primary,42,43765.74577864128
Female,50--54,Incomplete Primary,43,64625.70393782022
Female,50--54,Incomplete Primary,50,15847.405089251173
Female,50--54,Incomplete Primary,51,17847.795641969642
Female,50--54,Incomplete Primary,52,36440.5234551782
Female,50--54,Incomplete Primary,53,8128.215075173299
Female,50--54,Primary,11,6642.323866236326
Female,50--54,Primary,12,1935.625621531877
Female,50--54,Primary,13,10815.864059200076
Female,50--54,Primary,14,1070.0716558005674
Female,50--54,Primary,15,27640.81686188615
Female,50--54,Primary,16,1782.9175510786688
Female,50--54,Primary,17,5498.124916204521
Female,50--54,Primary,21,20233.345002919334
Female,50--54,Primary,22,11431.409186130388
Female,50--54,Primary,23,33783.45179056043
Female,50--54,Primary,24,15109.403039976352
Female,50--54,Primary,25,16193.614793786835
Female,50--54,Primary,26,42972.41130567524
Female,50--54,Primary,27,11352.65532561058
Female,50--54,Primary,28,8454.48710214873
Female,50--54,Primary,29,59767.39217005173
Female,50--54,Primary,31,139731.46413613102
Female,50--54,Primary,32,23684.678193139654
Female,50--54,Primary,33,106916.86388931538
Female,50--54,Primary,35,274008.3471571229
Female,50--54,Primary,41,69406.71542376166
Female,50--54,Primary,42,49687.785831382665
Female,50--54,Primary,43,101811.44255498871
Female,50--54,Primary,50,13862.96243147328
Female,50--54,Primary,51,14959.446739044666
Female,50--54,Primary,52,33590.94442003112
Female,50--54,Primary,53,10790.916548050564
Female,50--54,Lower Secondary,11,3653.57835735115
Female,50--54,Lower Secondary,12,1206.9973911685654
Female,50--54,Lower Secondary,13,8308.569749282335
Female,50--54,Lower Secondary,14,1042.7978606802697
Female,50--54,Lower Secondary,15,19200.610133505354
Female,50--54,Lower Secondary,16,1369.1581364247438
Female,50--54,Lower Secondary,17,3094.8404823241963
Female,50--54,Lower Secondary,21,12869.390243839222
Female,50--54,Lower Secondary,22,7221.967226933211
Female,50--54,Lower Secondary,23,22983.81153817467
Female,50--54,Lower Secondary,24,9027.688407630418
Female,50--54,Lower Secondary,25,8351.767405925184
Female,50--54,Lower Secondary,26,25740.384877108543
Female,50--54,Lower Secondary,27,6889.777695261677
Female,50--54,Lower Secondary,28,5010.45158742955
Female,50--54,Lower Secondary,29,38526.82697033689
Female,50--54,Lower Secondary,31,74768.66525629492
Female,50--54,Lower Secondary,32,13866.35788904607
Female,50--54,Lower Secondary,33,95701.61473700542
Female,50--54,Lower Secondary,35,219885.47316619538
Female,50--54,Lower Secondary,41,42862.063232101915
Female,50--54,Lower Secondary,42,31090.288871051947
Female,50--54,Lower Secondary,43,61672.211545961756
Female,50--54,Lower Secondary,50,8205.558597297431
Female,50--54,Lower Secondary,51,9144.138339242802
Female,50--54,Lower Secondary,52,22752.80607721483
Female,50--54,Lower Secondary,53,9871.257830435256
Female,50--54,Upper Secondary,11,4798.7612405781965
Female,50--54,Upper Secondary,12,2134.6476874911514
Female,50--54,Upper Secondary,13,13886.12895858705
Female,50--54,Upper Secondary,14,1658.641698549833
Female,50--54,Upper Secondary,15,25909.267554376554
Female,50--54,Upper Secondary,16,2773.149797881713
Female,50--54,Upper Secondary,17,4479.20058455483
Female,50--54,Upper Secondary,21,21255.45624683187
Female,50--54,Upper Secondary,22,11451.75091920583
Female,50--54,Upper Secondary,23,34838.702005237574
Female,50--54,Upper Secondary,24,15010.899504269184
Female,50--54,Upper Secondary,25,14677.514856857617
Female,50--54,Upper Secondary,26,40236.91117985236
Female,50--54,Upper Secondary,27,10229.772967257077
Female,50--54,Upper Secondary,28,8669.503056090767
Female,50--54,Upper Secondary,29,67393.5986592304
Female,50--54,Upper Secondary,31,97534.08436066261
Female,50--54,Upper Secondary,32,21554.394429981534
Female,50--54,Upper Secondary,33,143851.03639351483
Female,50--54,Upper Secondary,35,264522.01691910974
Female,50--54,Upper Secondary,41,55439.271720398196
Female,50--54,Upper Secondary,42,33991.75183004415
Female,50--54,Upper Secondary,43,71741.6077637688
Female,50--54,Upper Secondary,50,11835.338347209354
Female,50--54,Upper Secondary,51,11630.90800198291
Female,50--54,Upper Secondary,52,29197.722741483685
Female,50--54,Upper Secondary,53,18280.384325670944
Female,50--54,Post Secondary,11,3556.528701593243
Female,50--54,Post Secondary,12,1575.4948001098082
Female,50--54,Post Secondary,13,6516.02233469432
Female,50--54,Post Secondary,14,1104.5464393012116
Female,50--54,Post Secondary,15,11937.502071419933
Female,50--54,Post Secondary,16,1394.1856831178727
Female,50--54,Post Secondary,17,3599.2447268138258
Female,50--54,Post Secondary,21,10079.67480063277
Female,50--54,Post Secondary,22,7016.068162064158
Female,50--54,Post Secondary,23,19672.51334216288
Female,50--54,Post Secondary,24,9242.279518701956
Female,50--54,Post Secondary,25,11313.25625397085
Female,50--54,Post Secondary,26,24571.099044790284
Female,50--54,Post Secondary,27,6826.647062382808
Female,50--54,Post Secondary,28,5133.8502826194535
Female,50--54,Post Secondary,29,24684.25255861887
Female,50--54,Post Secondary,31,69690.76817811622
Female,50--54,Post Secondary,32,12048.83612294098
Female,50--54,Post Secondary,33,85295.70057040502
Female,50--54,Post Secondary,35,196420.8722610133
Female,50--54,Post Secondary,41,38270.54501895103
Female,50--54,Post Secondary,42,20254.950609225787
Female,50--54,Post Secondary,43,46019.23699300682
Female,50--54,Post Secondary,50,8695.871304738746
Female,50--54,Post Secondary,51,8635.35414722061
Female,50--54,Post Secondary,52,17753.944054238862
Female,50--54,Post Secondary,53,16002.727729772958
Female,55--59,No Education,11,6140.353609119417
Female,55--59,No Education,12,3077.121811470524
Female,55--59,No Education,13,10764.849621164558
Female,55--59,No Education,14,1555.9442146109968
Female,55--59,No Education,15,25008.851664803427
Female,55--59,No Education,16,1712.6996946354475
Female,55--59,No Education,17,5431.207583840485
Female,55--59,No Education,21,36999.81700376589
Female,55--59,No Education,22,21548.353638883156
Female,55--59,No Education,23,41847.30824400448
Female,55--59,No Education,24,10568.544039807812
Female,55--59,No Education,25,19298.178339927887
Female,55--59,No Education,26,39930.46898504788
Female,55--59,No Education,27,18815.318725657227
Female,55--59,No Education,28,9316.582625180703
Female,55--59,No Education,29,76769.465020965
Female,55--59,No Education,31,60141.29055777302
Female,55--59,No Education,32,11952.273078774364
Female,55--59,No Education,33,33833.787205311295
Female,55--59,No Education,35,92172.14422127063
Female,55--59,No Education,41,32332.014542687528
Female,55--59,No Education,42,9978.382196721508
Female,55--59,No Education,43,18417.080359429277
Female,55--59,No Education,50,7344.323867559698
Female,55--59,No Education,51,10726.301991893668
Female,55--59,No Education,52,19646.970785189285
Female,55--59,No Education,53,4680.830800853548
Female,55--59,Incomplete Primary,11,8457.252330053861
Female,55--59,Incomplete Primary,12,2499.7715034665525
Female,55--59,Incomplete Primary,13,10419.823254103978
Female,55--59,Incomplete Primary,14,1511.9505123086951
Female,55--59,Incomplete Primary,15,31148.35301906189
Female,55--59,Incomplete Primary,16,1825.5247992754646
Female,55--59,Incomplete Primary,17,6855.431307758729
Female,55--59,Incomplete Primary,21,32035.485283971582
Female,55--59,Incomplete Primary,22,18026.97303232933
Female,55--59,Incomplete Primary,23,45733.71409851784
Female,55--59,Incomplete Primary,24,18237.61547216133
Female,55--59,Incomplete Primary,25,23091.397356152953
Female,55--59,Incomplete Primary,26,51344.74130427182
Female,55--59,Incomplete Primary,27,17001.0157607197
Female,55--59,Incomplete Primary,28,11855.442600696282
Female,55--59,Incomplete Primary,29,72967.09050132614
Female,55--59,Incomplete Primary,31,140387.43314628405
Female,55--59,Incomplete Primary,32,21080.18999519979
Female,55--59,Incomplete Primary,33,76380.88123516979
Female,55--59,Incomplete Primary,35,244610.86634018054
Female,55--59,Incomplete Primary,41,75065.84237443806
Female,55--59,Incomplete Primary,42,44507.38719863322
Female,55--59,Incomplete Primary,43,70011.87018807614
Female,55--59,Incomplete Primary,50,15217.63329913052
Female,55--59,Incomplete Primary,51,15502.6155800303
Female,55--59,Incomplete Primary,52,33386.273948070615
Female,55--59,Incomplete Primary,53,8309.950836651777
Female,55--59,Primary,11,4675.896623502263
Female,55--59,Primary,12,1235.671392335519
Female,55--59,Primary,13,8486.188192558195
Female,55--59,Primary,14,973.5585999542241
Female,55--59,Primary,15,20508.068025229568
Female,55--59,Primary,16,1376.2740844948514
Female,55--59,Primary,17,3934.646650436225
Female,55--59,Primary,21,15290.510578593065
Female,55--59,Primary,22,8280.509387104212
Female,55--59,Primary,23,27068.365152006994
Female,55--59,Primary,24,11270.359906401689
Female,55--59,Primary,25,13493.867625411027
Female,55--59,Primary,26,35048.40916490404
Female,55--59,Primary,27,8365.18326300747
Female,55--59,Primary,28,5730.460251234703
Female,55--59,Primary,29,43725.525615272054
Female,55--59,Primary,31,109050.84467922898
Female,55--59,Primary,32,17502.06778384116
Female,55--59,Primary,33,95146.99591829743
Female,55--59,Primary,35,235617.1868942413
Female,55--59,Primary,41,56377.633718061916
Female,55--59,Primary,42,42724.54600427387
Female,55--59,Primary,43,86019.96131057625
Female,55--59,Primary,50,10322.992161113387
Female,55--59,Primary,51,10506.605582795943
Female,55--59,Primary,52,24610.800353112267
Female,55--59,Primary,53,8170.92680703867
Female,55--59,Lower Secondary,11,2512.4666555986546
Female,55--59,Lower Secondary,12,852.5948060318884
Female,55--59,Lower Secondary,13,6039.53717215088
Female,55--59,Lower Secondary,14,653.4521748543777
Female,55--59,Lower Secondary,15,12683.659622599998
Female,55--59,Lower Secondary,16,1067.9721722832821
Female,55--59,Lower Secondary,17,1714.0691770142435
Female,55--59,Lower Secondary,21,8222.652215973103
Female,55--59,Lower Secondary,22,4382.165242108822
Female,55--59,Lower Secondary,23,16512.834392285436
Female,55--59,Lower Secondary,24,5724.985521637156
Female,55--59,Lower Secondary,25,6234.751989738804
Female,55--59,Lower Secondary,26,17228.04819783313
Female,55--59,Lower Secondary,27,4221.662034837415
Female,55--59,Lower Secondary,28,2950.2827966661794
Female,55--59,Lower Secondary,29,24638.42646720347
Female,55--59,Lower Secondary,31,51088.65501197202
Female,55--59,Lower Secondary,32,9047.931542351907
Female,55--59,Lower Secondary,33,75129.9215962724
Female,55--59,Lower Secondary,35,160184.71535826844
Female,55--59,Lower Secondary,41,28277.699586056682
Female,55--59,Lower Secondary,42,18941.376448414332
Female,55--59,Lower Secondary,43,46624.44553108851
Female,55--59,Lower Secondary,50,6245.505420329489
Female,55--59,Lower Secondary,51,5781.020163638418
Female,55--59,Lower Secondary,52,14418.828851160928
Female,55--59,Lower Secondary,53,6863.417838398249
Female,55--59,Upper Secondary,11,2697.71465866788
Female,55--59,Upper Secondary,12,1326.7525100345654
Female,55--59,Upper Secondary,13,8930.733313462799
Female,55--59,Upper Secondary,14,1015.5813090067616
Female,55--59,Upper Secondary,15,19125.354135369096
Female,55--59,Upper Secondary,16,1606.4165235339751
Female,55--59,Upper Secondary,17,2471.888431935859
Female,55--59,Upper Secondary,21,14352.318536567504
Female,55--59,Upper Secondary,22,8129.347279641379
Female,55--59,Upper Secondary,23,22943.927509743982
Female,55--59,Upper Secondary,24,9510.087348592248
Female,55--59,Upper Secondary,25,9780.901588582983
Female,55--59,Upper Secondary,26,28600.745145713347
Female,55--59,Upper Secondary,27,6759.395263706612
Female,55--59,Upper Secondary,28,5036.361390873745
Female,55--59,Upper Secondary,29,44445.421894665196
Female,55--59,Upper Secondary,31,69940.50166694976
Female,55--59,Upper Secondary,32,13873.183434099315
Female,55--59,Upper Secondary,33,101271.156668178
Female,55--59,Upper Secondary,35,179832.1825947099
Female,55--59,Upper Secondary,41,35396.1383786505
Female,55--59,Upper Secondary,42,22299.429927251196
Female,55--59,Upper Secondary,43,50518.78559274407
Female,55--59,Upper Secondary,50,7318.068762803654
Female,55--59,Upper Secondary,51,6260.18211444506
Female,55--59,Upper Secondary,52,20344.19011664831
Female,55--59,Upper Secondary,53,12590.660872994453
Female,55--59,Post Secondary,11,1786.29312111463
Female,55--59,Post Secondary,12,1075.0810374580885
Female,55--59,Post Secondary,13,4170.6450045582615
Female,55--59,Post Secondary,14,507.9050536584197
Female,55--59,Post Secondary,15,8056.40775297251
