sex,age,education,area,pop
Male,65--69,No Education,17,6239.764563734173
Male,65--69,No Education,21,32272.4631709526
Male,65--69,No Education,22,17763.499651268437
Male,65--69,No Education,23,40354.30940221967
Male,65--69,No Education,24,11857.37919321902
Male,65--69,No Education,25,19029.822668935154
Male,65--69,No Education,26,31782.296230360946
Male,65--69,No Education,27,13479.759039398768
Male,65--69,No Education,28,6548.09170403391
Male,65--69,No Education,29,64478.933539311074
Male,65--69,No Education,31,51578.77761586831
Male,65--69,No Education,32,8620.143135581115
Male,65--69,No Education,33,24947.60056090968
Male,65--69,No Education,35,59937.53961126394
Male,65--69,No Education,41,23662.78301073099
Male,65--69,No Education,42,6248.623047379835
Male,65--69,No Education,43,16497.34339760054
Male,65--69,No Education,50,6354.923892626388
Male,65--69,No Education,51,9864.617143675012
Male,65--69,No Education,52,19453.2386140406
Male,65--69,No Education,53,2815.8033339752433
Male,65--69,Incomplete Primary,11,5311.580800873565
Male,65--69,Incomplete Primary,12,1376.4720591741955
Male,65--69,Incomplete Primary,13,6205.533771598672
Male,65--69,Incomplete Primary,14,796.8729914349246
Male,65--69,Incomplete Primary,15,21669.878426965508
Male,65--69,Incomplete Primary,16,1248.1734060708739
Male,65--69,Incomplete Primary,17,4711.393289304629
Male,65--69,Incomplete Primary,21,19763.779099549836
Male,65--69,Incomplete Primary,22,10524.314948831146
Male,65--69,Incomplete Primary,23,24552.178023789358
Male,65--69,Incomplete Primary,24,11817.684602757261
Male,65--69,Incomplete Primary,25,13180.898177327475
Male,65--69,Incomplete Primary,26,28200.11840624411
Male,65--69,Incomplete Primary,27,9486.399710269368
Male,65--69,Incomplete Primary,28,6771.7255188657155
Male,65--69,Incomplete Primary,29,45166.69970387488
Male,65--69,Incomplete Primary,31,88228.0098070452
Male,65--69,Incomplete Primary,32,11920.818492944596
Male,65--69,Incomplete Primary,33,39230.60274825263
Male,65--69,Incomplete Primary,35,142459.1155018039
Male,65--69,Incomplete Primary,41,48320.47980032074
Male,65--69,Incomplete Primary,42,27417.97113806293
Male,65--69,Incomplete Primary,43,48545.2087629089
Male,65--69,Incomplete Primary,50,10127.41005877775
Male,65--69,Incomplete Primary,51,10986.186727274086
Male,65--69,Incomplete Primary,52,21789.795058279455
Male,65--69,Incomplete Primary,53,3553.2984385306354
Male,65--69,Primary,11,2373.3702829937056
Male,65--69,Primary,12,615.6127467685103
Male,65--69,Primary,13,3712.5297634143303
Male,65--69,Primary,14,457.4411272401996
Male,65--69,Primary,15,10444.044613345342
Male,65--69,Primary,16,772.3728693057886
Male,65--69,Primary,17,1959.3428387142353
Male,65--69,Primary,21,7357.256559642102
Male,65--69,Primary,22,3690.3485279003926
Male,65--69,Primary,23,11476.734315896942
Male,65--69,Primary,24,4322.375440403827
Male,65--69,Primary,25,5626.135856111423
Male,65--69,Primary,26,13797.20422915516
Male,65--69,Primary,27,3129.8645142859477
Male,65--69,Primary,28,2513.6487128438193
Male,65--69,Primary,29,21618.909540057975
Male,65--69,Primary,31,53729.86509465243
Male,65--69,Primary,32,8361.070550104276
Male,65--69,Primary,33,44083.89023330433
Male,65--69,Primary,35,119834.26424199605
Male,65--69,Primary,41,30468.7807107626
Male,65--69,Primary,42,21142.39951334444
Male,65--69,Primary,43,44536.525248781196
Male,65--69,Primary,50,5273.876546637486
Male,65--69,Primary,51,6080.884713377885
Male,65--69,Primary,52,11618.760875254886
Male,65--69,Primary,53,3532.4224919760836
Male,65--69,Lower Secondary,11,817.7838234160658
Male,65--69,Lower Secondary,12,336.6280084552275
Male,65--69,Lower Secondary,13,2607.5365927874104
Male,65--69,Lower Secondary,14,180.3326390360276
Male,65--69,Lower Secondary,15,4913.646987557841
Male,65--69,Lower Secondary,16,333.0301956161722
Male,65--69,Lower Secondary,17,647.4324882237222
Male,65--69,Lower Secondary,21,3016.2694181260895
Male,65--69,Lower Secondary,22,1645.0627847491505
Male,65--69,Lower Secondary,23,5839.41116523737
Male,65--69,Lower Secondary,24,2088.0649429277637
Male,65--69,Lower Secondary,25,2078.3115265014403
Male,65--69,Lower Secondary,26,6825.148284952114
Male,65--69,Lower Secondary,27,1318.757762968727
Male,65--69,Lower Secondary,28,1223.6189364152872
Male,65--69,Lower Secondary,29,9022.77058873185
Male,65--69,Lower Secondary,31,19453.314771416815
Male,65--69,Lower Secondary,32,3098.5258036032
Male,65--69,Lower Secondary,33,30481.805201751216
Male,65--69,Lower Secondary,35,56718.23756331591
Male,65--69,Lower Secondary,41,11044.082970959807
Male,65--69,Lower Secondary,42,6373.0483789759555
Male,65--69,Lower Secondary,43,17432.993620974434
Male,65--69,Lower Secondary,50,2160.602549494944
Male,65--69,Lower Secondary,51,2313.3174912212407
Male,65--69,Lower Secondary,52,5092.955599111216
Male,65--69,Lower Secondary,53,2732.3023868995924
Male,65--69,Upper Secondary,11,562.2482601582242
Male,65--69,Upper Secondary,12,481.8857173618167
Male,65--69,Upper Secondary,13,2424.4197066061874
Male,65--69,Upper Secondary,14,328.8837771251932
Male,65--69,Upper Secondary,15,4556.646699768694
Male,65--69,Upper Secondary,16,444.5244359329919
Male,65--69,Upper Secondary,17,792.1905201915655
Male,65--69,Upper Secondary,21,3486.3725538371827
Male,65--69,Upper Secondary,22,1589.6772903344722
Male,65--69,Upper Secondary,23,6781.780406014983
Male,65--69,Upper Secondary,24,2213.100639754237
Male,65--69,Upper Secondary,25,2322.8516012621726
Male,65--69,Upper Secondary,26,8937.933878742559
Male,65--69,Upper Secondary,27,2070.851211929885
Male,65--69,Upper Secondary,28,1641.156882941264
Male,65--69,Upper Secondary,29,11816.024192193492
Male,65--69,Upper Secondary,31,20857.838841191508
Male,65--69,Upper Secondary,32,4328.929708566379
Male,65--69,Upper Secondary,33,37340.04130379786
Male,65--69,Upper Secondary,35,62060.14100521517
Male,65--69,Upper Secondary,41,11149.502766272393
Male,65--69,Upper Secondary,42,6562.683634112699
Male,65--69,Upper Secondary,43,15560.811178291322
Male,65--69,Upper Secondary,50,2552.888321715045
Male,65--69,Upper Secondary,51,1738.2099109440298
Male,65--69,Upper Secondary,52,5299.586351163714
Male,65--69,Upper Secondary,53,3848.143547217783
Male,65--69,Post Secondary,11,353.8061961306623
Male,65--69,Post Secondary,12,152.39433091288691
Male,65--69,Post Secondary,13,920.9257781571039
Male,65--69,Post Secondary,14,141.3491951575439
Male,65--69,Post Secondary,15,2591.5849925059924
Male,65--69,Post Secondary,16,205.0465014621577
Male,65--69,Post Secondary,17,349.0844023420341
Male,65--69,Post Secondary,21,1781.4267968178012
Male,65--69,Post Secondary,22,943.899333263816
Male,65--69,Post Secondary,23,4049.530776137969
Male,65--69,Post Secondary,24,1697.3503120008004
Male,65--69,Post Secondary,25,2526.3519065495916
Male,65--69,Post Secondary,26,6351.442115977666
Male,65--69,Post Secondary,27,1189.657350840408
Male,65--69,Post Secondary,28,1084.994874873836
Male,65--69,Post Secondary,29,6400.876221037863
Male,65--69,Post Secondary,31,17693.661889286217
Male,65--69,Post Secondary,32,3060.18700742073
Male,65--69,Post Secondary,33,30043.21327493124
Male,65--69,Post Secondary,35,58588.68430748621
Male,65--69,Post Secondary,41,9272.821075291775
Male,65--69,Post Secondary,42,5641.412258191275
Male,65--69,Post Secondary,43,13086.256097454194
Male,65--69,Post Secondary,50,1652.499959734948
Male,65--69,Post Secondary,51,1111.5170241683068
Male,65--69,Post Secondary,52,4016.224571553535
Male,65--69,Post Secondary,53,4796.645891039737
Male,70--74,No Education,11,4423.293422970754
Male,70--74,No Education,12,2025.9253900155338
Male,70--74,No Education,13,7128.676960107251
Male,70--74,No Education,14,1185.3985687515592
Male,70--74,No Education,15,16754.981859971205
Male,70--74,No Education,16,1036.4370441560902
Male,70--74,No Education,17,5213.754569469608
Male,70--74,No Education,21,25691.249560752138
Male,70--74,No Education,22,14654.92122029283
Male,70--74,No Education,23,35684.04664518838
Male,70--74,No Education,24,10840.136050522313
Male,70--74,No Education,25,16369.85118305533
Male,70--74,No Education,26,28032.099000869315
Male,70--74,No Education,27,9751.317025303519
Male,70--74,No Education,28,5503.240632111426
Male,70--74,No Education,29,53300.61102908574
Male,70--74,No Education,31,46794.78595924262
Male,70--74,No Education,32,7933.1960150999885
Male,70--74,No Education,33,21972.52527395275
Male,70--74,No Education,35,56621.81003917708
Male,70--74,No Education,41,21737.361993490806
Male,70--74,No Education,42,6022.177180589279
Male,70--74,No Education,43,15318.65704588464
Male,70--74,No Education,50,6005.329378108803
Male,70--74,No Education,51,8350.19955957684
Male,70--74,No Education,52,16305.269771219771
Male,70--74,No Education,53,2706.9476856037936
Male,70--74,Incomplete Primary,11,3805.56663611058
Male,70--74,Incomplete Primary,12,1017.3455283710574
Male,70--74,Incomplete Primary,13,4658.897803460969
Male,70--74,Incomplete Primary,14,515.6638377200312
Male,70--74,Incomplete Primary,15,15145.036428048481
Male,70--74,Incomplete Primary,16,783.543045935711
Male,70--74,Incomplete Primary,17,3655.2537857726334
Male,70--74,Incomplete Primary,21,14673.865773956577
Male,70--74,Incomplete Primary,22,8437.953726429569
Male,70--74,Incomplete Primary,23,20454.359262585684
Male,70--74,Incomplete Primary,24,9349.556866222865
Male,70--74,Incomplete Primary,25,11225.923612071325
Male,70--74,Incomplete Primary,26,21480.733351892886
Male,70--74,Incomplete Primary,27,6526.584085850102
Male,70--74,Incomplete Primary,28,4773.145974885686
Male,70--74,Incomplete Primary,29,33894.7688559242
Male,70--74,Incomplete Primary,31,69606.06738456782
Male,70--74,Incomplete Primary,32,9436.519797044335
Male,70--74,Incomplete Primary,33,31653.239480453314
Male,70--74,Incomplete Primary,35,111990.4191263819
Male,70--74,Incomplete Primary,41,37274.24161544298
Male,70--74,Incomplete Primary,42,20176.846653495886
Male,70--74,Incomplete Primary,43,38078.47071654661
Male,70--74,Incomplete Primary,50,8144.471182551776
Male,70--74,Incomplete Primary,51,7305.4971205838765
Male,70--74,Incomplete Primary,52,15923.619246177774
Male,70--74,Incomplete Primary,53,2949.9960973522343
Male,70--74,Primary,11,1331.1240699412751
Male,70--74,Primary,12,506.5899132566275
Male,70--74,Primary,13,2609.5031621571675
Male,70--74,Primary,14,345.2553669287802
Male,70--74,Primary,15,7282.232289335743
Male,70--74,Primary,16,486.1384165816799
Male,70--74,Primary,17,1356.9295303309987
Male,70--74,Primary,21,5692.858285750985
Male,70--74,Primary,22,3474.2491331685806
Male,70--74,Primary,23,9035.228420175867
Male,70--74,Primary,24,3519.802132526362
Male,70--74,Primary,25,4297.426312394332
Male,70--74,Primary,26,10078.762706692478
Male,70--74,Primary,27,2285.3002179456357
Male,70--74,Primary,28,2241.593474603655
Male,70--74,Primary,29,14745.11448432764
Male,70--74,Primary,31,39869.243992803094
Male,70--74,Primary,32,6024.378353719818
Male,70--74,Primary,33,34356.754261662325
Male,70--74,Primary,35,89664.38947157624
Male,70--74,Primary,41,21235.16728835321
Male,70--74,Primary,42,15019.964418693742
Male,70--74,Primary,43,31688.732724813777
Male,70--74,Primary,50,4005.497440728218
Male,70--74,Primary,51,3824.5766375664484
Male,70--74,Primary,52,8868.005123152801
Male,70--74,Primary,53,2723.5211402472737
Male,70--74,Lower Secondary,11,389.0780136796276
Male,70--74,Lower Secondary,12,176.2105802713049
Male,70--74,Lower Secondary,13,1488.087838929225
Male,70--74,Lower Secondary,14,119.4383943751816
Male,70--74,Lower Secondary,15,3094.4333555101944
Male,70--74,Lower Secondary,16,245.8084288082727
Male,70--74,Lower Secondary,17,390.97220541664757
Male,70--74,Lower Secondary,21,2424.8338559241615
Male,70--74,Lower Secondary,22,1087.071898909031
Male,70--74,Lower Secondary,23,3889.771063777761
Male,70--74,Lower Secondary,24,1360.2848738327966
Male,70--74,Lower Secondary,25,1637.339054603069
Male,70--74,Lower Secondary,26,4837.978495831591
Male,70--74,Lower Secondary,27,914.7823623614562
Male,70--74,Lower Secondary,28,553.5989800518979
Male,70--74,Lower Secondary,29,6259.80954629008
Male,70--74,Lower Secondary,31,12656.584650803152
Male,70--74,Lower Secondary,32,2182.3736391164175
Male,70--74,Lower Secondary,33,22075.780089628202
Male,70--74,Lower Secondary,35,39590.65449175914
Male,70--74,Lower Secondary,41,6982.908866489871
Male,70--74,Lower Secondary,42,3755.405298539402
Male,70--74,Lower Secondary,43,11102.793822389815
Male,70--74,Lower Secondary,50,1545.6778874466615
Male,70--74,Lower Secondary,51,1182.9100155835406
Male,70--74,Lower Secondary,52,3251.8201561983888
Male,70--74,Lower Secondary,53,2167.131158793666
Male,70--74,Upper Secondary,11,275.5647482875704
Male,70--74,Upper Secondary,12,208.1879334497283
Male,70--74,Upper Secondary,13,1209.2623272832943
Male,70--74,Upper Secondary,14,106.0395281961588
Male,70--74,Upper Secondary,15,2504.30653855709
Male,70--74,Upper Secondary,16,286.7140086537862
Male,70--74,Upper Secondary,17,462.9225005730209
Male,70--74,Upper Secondary,21,2019.6280316438979
Male,70--74,Upper Secondary,22,977.1974489798733
Male,70--74,Upper Secondary,23,4387.512816017648
Male,70--74,Upper Secondary,24,1647.5941999910806
Male,70--74,Upper Secondary,25,2037.4387448055074
Male,70--74,Upper Secondary,26,5303.5953404839765
Male,70--74,Upper Secondary,27,1087.4303814009484
Male,70--74,Upper Secondary,28,665.1741145020894
Male,70--74,Upper Secondary,29,6550.312401492245
Male,70--74,Upper Secondary,31,13588.460843682007
Male,70--74,Upper Secondary,32,2398.8122717078145
Male,70--74,Upper Secondary,33,26150.684093802167
Male,70--74,Upper Secondary,35,38872.47169915147
Male,70--74,Upper Secondary,41,6406.924240955151
Male,70--74,Upper Secondary,42,3826.8261656831505
Male,70--74,Upper Secondary,43,10100.849372121525
Male,70--74,Upper Secondary,50,1653.3010318632457
Male,70--74,Upper Secondary,51,1079.3339993632003
Male,70--74,Upper Secondary,52,3207.6583496567596
Male,70--74,Upper Secondary,53,2485.7387176012603
Male,70--74,Post Secondary,11,228.3137184203501
Male,70--74,Post Secondary,12,172.9962353323838
Male,70--74,Post Secondary,13,603.4874481636976
Male,70--74,Post Secondary,14,47.4430374786232
Male,70--74,Post Secondary,15,1156.743723481802
Male,70--74,Post Secondary,16,108.6008157547437
Male,70--74,Post Secondary,17,226.7800077963655
Male,70--74,Post Secondary,21,922.0425976432683
Male,70--74,Post Secondary,22,507.6921488545536
Male,70--74,Post Secondary,23,2397.7099747667803
Male,70--74,Post Secondary,24,840.753596117741
Male,70--74,Post Secondary,25,1294.2984571096713
Male,70--74,Post Secondary,26,3998.880328316752
Male,70--74,Post Secondary,27,794.8849429893584
Male,70--74,Post Secondary,28,550.4797405731578
Male,70--74,Post Secondary,29,4059.0596076272045
Male,70--74,Post Secondary,31,11056.308062570723
Male,70--74,Post Secondary,32,1719.7058347565464
Male,70--74,Post Secondary,33,22359.630117912224
Male,70--74,Post Secondary,35,37159.14066158266
Male,70--74,Post Secondary,41,5504.345506525586
Male,70--74,Post Secondary,42,2961.222643117778
Male,70--74,Post Secondary,43,7581.311432850977
Male,70--74,Post Secondary,50,1105.7560724398375
Male,70--74,Post Secondary,51,730.8057796247671
Male,70--74,Post Secondary,52,2483.302484695001
Male,70--74,Post Secondary,53,3247.4361141960403
Male,75--79,No Education,11,3335.0165463401795
Male,75--79,No Education,12,1664.8049898856925
Male,75--79,No Education,13,5561.240563547662
Male,75--79,No Education,14,709.8779355058851
Male,75--79,No Education,15,11816.153756333018
Male,75--79,No Education,16,1015.9986925857094
Male,75--79,No Education,17,4193.039851929033
Male,75--79,No Education,21,19540.916801010793
Male,75--79,No Education,22,10221.064597986388
Male,75--79,No Education,23,24909.574570377332
Male,75--79,No Education,24,7222.01945472848
Male,75--79,No Education,25,11097.027020082269
Male,75--79,No Education,26,19523.103211941823
Male,75--79,No Education,27,7105.254718934817
Male,75--79,No Education,28,3980.4664869283233
Male,75--79,No Education,29,38477.743795630435
Male,75--79,No Education,31,37661.01195256253
Male,75--79,No Education,32,6460.158825502263
Male,75--79,No Education,33,16490.76083030356
Male,75--79,No Education,35,48511.3585110895
Male,75--79,No Education,41,17886.67342081812
Male,75--79,No Education,42,4780.233572091499
Male,75--79,No Education,43,10987.75959500332
Male,75--79,No Education,50,4634.202774555807
Male,75--79,No Education,51,5904.523124276308
Male,75--79,No Education,52,11983.579977772179
Male,75--79,No Education,53,1673.0132238904428
Male,75--79,Incomplete Primary,11,2173.1650951013207
Male,75--79,Incomplete Primary,12,690.6851973238284
Male,75--79,Incomplete Primary,13,2691.615157911337
Male,75--79,Incomplete Primary,14,237.55587750220928
Male,75--79,Incomplete Primary,15,9249.603233126509
Male,75--79,Incomplete Primary,16,405.7768218007663
Male,75--79,Incomplete Primary,17,2325.131846957896
Male,75--79,Incomplete Primary,21,8862.313157846176
Male,75--79,Incomplete Primary,22,4847.263426190441
Male,75--79,Incomplete Primary,23,12217.354674240441
Male,75--79,Incomplete Primary,24,5222.492225014695
Male,75--79,Incomplete Primary,25,6397.428574234492
Male,75--79,Incomplete Primary,26,12320.028125765484
Male,75--79,Incomplete Primary,27,3627.422654786892
Male,75--79,Incomplete Primary,28,2970.8161115910384
Male,75--79,Incomplete Primary,29,20799.957752452337
Male,75--79,Incomplete Primary,31,45283.997777774064
Male,75--79,Incomplete Primary,32,6531.063268076754
Male,75--79,Incomplete Primary,33,20982.360430852023
Male,75--79,Incomplete Primary,35,74119.29520492857
Male,75--79,Incomplete Primary,41,24322.510743650717
Male,75--79,Incomplete Primary,42,12997.089073502
Male,75--79,Incomplete Primary,43,25644.29961120545
Male,75--79,Incomplete Primary,50,4722.7437373650255
Male,75--79,Incomplete Primary,51,4386.953603408045
Male,75--79,Incomplete Primary,52,9835.204066762344
Male,75--79,Incomplete Primary,53,1648.6385063672465
Male,75--79,Primary,11,898.7272622263081
Male,75--79,Primary,12,276.7891134443835
Male,75--79,Primary,13,1716.1387098610726
Male,75--79,Primary,14,136.4817052160513
Male,75--79,Primary,15,4640.879821147187
Male,75--79,Primary,16,235.58657723133751
Male,75--79,Primary,17,908.3717269078082
Male,75--79,Primary,21,3022.0848133050267
Male,75--79,Primary,22,1793.874593736351
Male,75--79,Primary,23,5540.894248556829
Male,75--79,Primary,24,2050.7051142733
Male,75--79,Primary,25,2968.002722251549
Male,75--79,Primary,26,5807.208594289926
Male,75--79,Primary,27,1121.5958179953302
Male,75--79,Primary,28,1459.9219364925827
Male,75--79,Primary,29,9439.699056368925
Male,75--79,Primary,31,25789.799819526717
Male,75--79,Primary,32,3885.5068410303184
Male,75--79,Primary,33,23389.125573757992
Male,75--79,Primary,35,58439.372204600724
Male,75--79,Primary,41,12751.34930275538
Male,75--79,Primary,42,9450.094243700749
Male,75--79,Primary,43,20539.10879722211
Male,75--79,Primary,50,1908.9668843138786
Male,75--79,Primary,51,1973.1757527946831
Male,75--79,Primary,52,4915.652931519156
Male,75--79,Primary,53,1577.5507209782659
Male,75--79,Lower Secondary,11,201.6750861825716
Male,75--79,Lower Secondary,12,98.5033101354336
Male,75--79,Lower Secondary,13,625.7594493976078
Male,75--79,Lower Secondary,14,62.2079528031655
Male,75--79,Lower Secondary,15,1968.4786747924961
Male,75--79,Lower Secondary,16,155.4437990469857
Male,75--79,Lower Secondary,17,279.4859408243904
Male,75--79,Lower Secondary,21,1127.0370446133882
Male,75--79,Lower Secondary,22,619.2257387746212
Male,75--79,Lower Secondary,23,2253.924151618451
Male,75--79,Lower Secondary,24,720.9026233947355
Male,75--79,Lower Secondary,25,799.4574355352651
Male,75--79,Lower Secondary,26,2241.181279068198
Male,75--79,Lower Secondary,27,508.5710619995968
Male,75--79,Lower Secondary,28,437.7504013674803
Male,75--79,Lower Secondary,29,3041.455911799286
Male,75--79,Lower Secondary,31,6821.587702049189
Male,75--79,Lower Secondary,32,1233.0223959182401
Male,75--79,Lower Secondary,33,12822.07987448488
Male,75--79,Lower Secondary,35,23527.473403364544
Male,75--79,Lower Secondary,41,3579.2089304724464
Male,75--79,Lower Secondary,42,2117.7597243805867
Male,75--79,Lower Secondary,43,6980.438873091286
Male,75--79,Lower Secondary,50,966.5438936720733
Male,75--79,Lower Secondary,51,756.556329641268
Male,75--79,Lower Secondary,52,1654.0869725066002
Male,75--79,Lower Secondary,53,844.697901284316
Male,75--79,Upper Secondary,11,206.9636641785231
Male,75--79,Upper Secondary,12,63.203231815986804
Male,75--79,Upper Secondary,13,860.9760519461803
Male,75--79,Upper Secondary,14,96.5499608460905
Male,75--79,Upper Secondary,15,1240.45513459092
Male,75--79,Upper Secondary,16,125.604283274108
Male,75--79,Upper Secondary,17,199.1629703441473
Male,75--79,Upper Secondary,21,1213.6693366223617
Male,75--79,Upper Secondary,22,532.7529431197593
Male,75--79,Upper Secondary,23,2286.912238023956
Male,75--79,Upper Secondary,24,1043.6701729371703
Male,75--79,Upper Secondary,25,899.8421862969598
Male,75--79,Upper Secondary,26,3301.128387938468
Male,75--79,Upper Secondary,27,598.8056812994657
Male,75--79,Upper Secondary,28,373.2160317348156
Male,75--79,Upper Secondary,29,3194.3229928311594
Male,75--79,Upper Secondary,31,7517.855715833632
Male,75--79,Upper Secondary,32,1483.4321594831536
Male,75--79,Upper Secondary,33,17301.264990807846
Male,75--79,Upper Secondary,35,22607.707184020273
Male,75--79,Upper Secondary,41,3421.535267228424
Male,75--79,Upper Secondary,42,2150.936388039018
Male,75--79,Upper Secondary,43,5566.3925955522045
Male,75--79,Upper Secondary,50,565.6665406787673
Male,75--79,Upper Secondary,51,514.7239953046115
Male,75--79,Upper Secondary,52,1781.2734143378152
Male,75--79,Upper Secondary,53,1086.0442547834552
Male,75--79,Post Secondary,11,61.037823059674494
Male,75--79,Post Secondary,12,52.3135521922196
Male,75--79,Post Secondary,13,343.669576511265
Male,75--79,Post Secondary,14,16.6058065241028
Male,75--79,Post Secondary,15,814.7565445867865
Male,75--79,Post Secondary,16,20.3888643508801
Male,75--79,Post Secondary,17,50.1765183152954
Male,75--79,Post Secondary,21,231.608046779574
Male,75--79,Post Secondary,22,343.4503730788296
Male,75--79,Post Secondary,23,1390.138789133477
Male,75--79,Post Secondary,24,371.7454718960722
Male,75--79,Post Secondary,25,723.626539136894
Male,75--79,Post Secondary,26,2317.9043560555297
Male,75--79,Post Secondary,27,254.2073155589075
Male,75--79,Post Secondary,28,244.79557564818612
Male,75--79,Post Secondary,29,2100.142334245485
Male,75--79,Post Secondary,31,5538.769991504457
Male,75--79,Post Secondary,32,1168.1416254014305
Male,75--79,Post Secondary,33,12962.482296786126
Male,75--79,Post Secondary,35,21614.005245580374
Male,75--79,Post Secondary,41,2567.8804876490235
Male,75--79,Post Secondary,42,1574.52696973179
Male,75--79,Post Secondary,43,4203.462959003448
Male,75--79,Post Secondary,50,614.5927839461734
Male,75--79,Post Secondary,51,233.0761615060238
Male,75--79,Post Secondary,52,1109.0052702449204
Male,75--79,Post Secondary,53,1927.3415403927218
Male,80--84,No Education,11,1763.5842894353775
Male,80--84,No Education,12,1076.1796139052574
Male,80--84,No Education,13,3204.7995106142353
Male,80--84,No Education,14,597.0836893802441
Male,80--84,No Education,15,7086.806503684711
Male,80--84,No Education,16,504.4661620597413
Male,80--84,No Education,17,2733.086145674162
Male,80--84,No Education,21,11017.681735923183
Male,80--84,No Education,22,7401.02286731877
Male,80--84,No Education,23,18251.239560666854
Male,80--84,No Education,24,6722.878039250293
Male,80--84,No Education,25,9218.579204764552
Male,80--84,No Education,26,14407.6118919194
Male,80--84,No Education,27,4363.607479735945
Male,80--84,No Education,28,2884.293166961058
Male,80--84,No Education,29,27316.842767887127
Male,80--84,No Education,31,24759.938089162468
Male,80--84,No Education,32,4246.47594873653
Male,80--84,No Education,33,11421.142143282057
Male,80--84,No Education,35,34146.712795445404
Male,80--84,No Education,41,11884.374741489573
Male,80--84,No Education,42,2896.419602017747
Male,80--84,No Education,43,7680.110107271228
Male,80--84,No Education,50,3099.606116413905
Male,80--84,No Education,51,3699.884500093163
Male,80--84,No Education,52,7680.22314830036
Male,80--84,No Education,53,1209.4641227597406
Male,80--84,Incomplete Primary,11,1283.8891832609972
Male,80--84,Incomplete Primary,12,417.8032941352662
Male,80--84,Incomplete Primary,13,1491.1363382451764
Male,80--84,Incomplete Primary,14,159.6551733263896
Male,80--84,Incomplete Primary,15,5162.842503591992
Male,80--84,Incomplete Primary,16,277.1379579873491
Male,80--84,Incomplete Primary,17,1138.7869106269366
Male,80--84,Incomplete Primary,21,4983.855956012742
Male,80--84,Incomplete Primary,22,3240.9347968863135
Male,80--84,Incomplete Primary,23,8585.010286687539
Male,80--84,Incomplete Primary,24,4074.7253187450833
Male,80--84,Incomplete Primary,25,4313.290669922684
Male,80--84,Incomplete Primary,26,7751.968836190263
Male,80--84,Incomplete Primary,27,2337.166615236528
Male,80--84,Incomplete Primary,28,1656.8006705755215
Male,80--84,Incomplete Primary,29,12628.34693749357
Male,80--84,Incomplete Primary,31,25507.17707546917
Male,80--84,Incomplete Primary,32,3946.3595392160237
Male,80--84,Incomplete Primary,33,13088.761026366914
Male,80--84,Incomplete Primary,35,41856.57599325946
Male,80--84,Incomplete Primary,41,12457.344569617511
Male,80--84,Incomplete Primary,42,7075.743583872058
Male,80--84,Incomplete Primary,43,14927.224855462373
Male,80--84,Incomplete Primary,50,2722.3308959237584
Male,80--84,Incomplete Primary,51,2299.0600623364244
Male,80--84,Incomplete Primary,52,5098.755878486042
Male,80--84,Incomplete Primary,53,1066.549677609095
Male,80--84,Primary,11,457.1379524926647
Male,80--84,Primary,12,151.3226404447019
Male,80--84,Primary,13,1060.6436822916555
Male,80--84,Primary,14,98.2404224619838
Male,80--84,Primary,15,2614.6287347497346
Male,80--84,Primary,16,179.4613740810119
Male,80--84,Primary,17,444.7093037062922
Male,80--84,Primary,21,1998.8182021250475
Male,80--84,Primary,22,1455.6465429531506
Male,80--84,Primary,23,3444.3423408500344
Male,80--84,Primary,24,1467.5588334868341
Male,80--84,Primary,25,1707.452225916633
Male,80--84,Primary,26,3766.6057609965046
Male,80--84,Primary,27,735.2689919233594
Male,80--84,Primary,28,830.5110830036483
Male,80--84,Primary,29,5510.553924045407
Male,80--84,Primary,31,14265.440610234484
Male,80--84,Primary,32,2431.82705292703
Male,80--84,Primary,33,13703.824345485267
Male,80--84,Primary,35,34565.991745373794
Male,80--84,Primary,41,7593.9889143116425
Male,80--84,Primary,42,5039.442205902321
Male,80--84,Primary,43,11575.712921069131
Male,80--84,Primary,50,1160.8053039507765
Male,80--84,Primary,51,1027.7062197620253
Male,80--84,Primary,52,2665.7142509544956
Male,80--84,Primary,53,653.7204065408785
Male,80--84,Lower Secondary,11,154.41820741870112
Male,80--84,Lower Secondary,12,58.8880415558404
Male,80--84,Lower Secondary,13,431.4369609714778
Male,80--84,Lower Secondary,14,27.7998540490557
Male,80--84,Lower Secondary,15,990.0470783282293
Male,80--84,Lower Secondary,16,41.9393118703333
Male,80--84,Lower Secondary,17,127.6481199477372
Male,80--84,Lower Secondary,21,664.0713200345157
Male,80--84,Lower Secondary,22,372.0113811702467
Male,80--84,Lower Secondary,23,1747.0646011513863
Male,80--84,Lower Secondary,24,423.3876229211491
Male,80--84,Lower Secondary,25,469.6558765212065
Male,80--84,Lower Secondary,26,1429.5601900697745
Male,80--84,Lower Secondary,27,372.5233060330172
Male,80--84,Lower Secondary,28,391.5363679702977
Male,80--84,Lower Secondary,29,1889.524373602338
Male,80--84,Lower Secondary,31,3866.2036142867637
Male,80--84,Lower Secondary,32,636.608009207324
Male,80--84,Lower Secondary,33,7577.507622099613
Male,80--84,Lower Secondary,35,12776.767537044152
Male,80--84,Lower Secondary,41,1554.08295231332
Male,80--84,Lower Secondary,42,1202.065464622878
Male,80--84,Lower Secondary,43,3518.7463400627553
Male,80--84,Lower Secondary,50,497.1567251412007
Male,80--84,Lower Secondary,51,325.5137403373074
Male,80--84,Lower Secondary,52,612.7323357125193
