area,year,age_interval,edu,sex,n
31,2000,25-29,e6,1,27166.34393352
31,2000,30-34,e1,0,31619.72989753
31,2000,30-34,e1,1,40259.04257717
31,2000,30-34,e2,0,91915.66096435
31,2000,30-34,e2,1,101169.7448617
31,2000,30-34,e3,0,264974.20283523
31,2000,30-34,e3,1,278927.80025503
31,2000,30-34,e4,0,105570.87869769
31,2000,30-34,e4,1,110305.19575935
31,2000,30-34,e5,0,153702.19654785
31,2000,30-34,e5,1,114301.36215613
31,2000,30-34,e6,0,53385.78127602
31,2000,30-34,e6,1,33084.96145677
31,2000,35-39,e1,0,37942.11917617
31,2000,35-39,e1,1,44231.05315535
31,2000,35-39,e2,0,115676.04601628
31,2000,35-39,e2,1,120211.16735948
31,2000,35-39,e3,0,245324.72328517
31,2000,35-39,e3,1,247327.110216
31,2000,35-39,e4,0,90629.45209807
31,2000,35-39,e4,1,97494.98813967
31,2000,35-39,e5,0,134586.16172569
31,2000,35-39,e5,1,106357.23795244
31,2000,35-39,e6,0,59439.08430169
31,2000,35-39,e6,1,38776.87417011
31,2000,40-44,e1,0,47752.76999463
31,2000,40-44,e1,1,48187.47335853
31,2000,40-44,e2,0,123737.06486023
31,2000,40-44,e2,1,125091.27122691
31,2000,40-44,e3,0,207078.52455115
31,2000,40-44,e3,1,205633.6208182
31,2000,40-44,e4,0,66979.30210113
31,2000,40-44,e4,1,73596.45242111
31,2000,40-44,e5,0,97090.73929069
31,2000,40-44,e5,1,84391.44442658
31,2000,40-44,e6,0,52813.508562
31,2000,40-44,e6,1,38392.76242592
31,2000,45-49,e1,0,59803.94904926
31,2000,45-49,e1,1,51206.27469262
31,2000,45-49,e2,0,119757.61473159
31,2000,45-49,e2,1,114738.86371103
31,2000,45-49,e3,0,158180.30426417
31,2000,45-49,e3,1,161820.06572471
31,2000,45-49,e4,0,43988.35901754
31,2000,45-49,e4,1,49765.05845582
31,2000,45-49,e5,0,67467.13670706
31,2000,45-49,e5,1,55168.274043
31,2000,45-49,e6,0,41404.79544613
31,2000,45-49,e6,1,34768.74596244
31,2000,50-54,e1,0,71134.74532893
31,2000,50-54,e1,1,57701.8859195
31,2000,50-54,e2,0,106329.83563743
31,2000,50-54,e2,1,103728.47377592
31,2000,50-54,e3,0,115238.085775
31,2000,50-54,e3,1,119987.02537476001
31,2000,50-54,e4,0,26480.80328382
31,2000,50-54,e4,1,30503.3090109
31,2000,50-54,e5,0,41714.59445921
31,2000,50-54,e5,1,34063.49019101
31,2000,50-54,e6,0,29504.49864069
31,2000,50-54,e6,1,27832.71508341
31,2000,55-59,e1,0,79980.64651879
31,2000,55-59,e1,1,59259.32782418
31,2000,55-59,e2,0,94400.20488181
31,2000,55-59,e2,1,87638.45846443
31,2000,55-59,e3,0,84173.48632216
31,2000,55-59,e3,1,84058.68704072
31,2000,55-59,e4,0,16909.61828428
31,2000,55-59,e4,1,18962.89449714
31,2000,55-59,e5,0,24337.86036268
31,2000,55-59,e5,1,21323.14740695
31,2000,55-59,e6,0,16432.97445596
31,2000,55-59,e6,1,18120.35990804
31,2000,60-64,e1,0,82239.00115384
31,2000,60-64,e1,1,60304.19094765
31,2000,60-64,e2,0,82290.75469511
31,2000,60-64,e2,1,77210.29490338
31,2000,60-64,e3,0,69766.00842242
31,2000,60-64,e3,1,66661.74662278
31,2000,60-64,e4,0,12197.43308445
31,2000,60-64,e4,1,13572.710299
31,2000,60-64,e5,0,17172.36903718
31,2000,60-64,e5,1,14309.24045773
31,2000,60-64,e6,0,8245.49395806
31,2000,60-64,e6,1,11747.98029872
31,2000,65-69,e1,0,81939.82234231
31,2000,65-69,e1,1,56693.39398264
31,2000,65-69,e2,0,61591.39208521
31,2000,65-69,e2,1,59136.25015953
31,2000,65-69,e3,0,52041.7025065
31,2000,65-69,e3,1,48540.68876856
31,2000,65-69,e4,0,9704.08864373
31,2000,65-69,e4,1,9001.13967566
31,2000,65-69,e5,0,11943.15755734
31,2000,65-69,e5,1,8967.37398154
31,2000,65-69,e6,0,4418.42473534
31,2000,65-69,e6,1,7042.20923273
31,2000,70-74,e1,0,67510.36749779
31,2000,70-74,e1,1,46856.97582042
31,2000,70-74,e2,0,45068.3355981
31,2000,70-74,e2,1,41158.64326453
31,2000,70-74,e3,0,38868.98625998
31,2000,70-74,e3,1,33218.27668657
31,2000,70-74,e4,0,6905.23890784
31,2000,70-74,e4,1,5208.66342115
31,2000,70-74,e5,0,9475.58370384
31,2000,70-74,e5,1,6321.35297607
31,2000,70-74,e6,0,2875.61696623
31,2000,70-74,e6,1,5073.15577835
31,2000,75-79,e1,0,46681.07191689
31,2000,75-79,e1,1,32604.66449419
31,2000,75-79,e2,0,27014.48811567
31,2000,75-79,e2,1,25409.85072851
31,2000,75-79,e3,0,24052.84287508
31,2000,75-79,e3,1,18744.62446897
31,2000,75-79,e4,0,4242.6510275
31,2000,75-79,e4,1,3380.69284628
31,2000,75-79,e5,0,5845.35160482
31,2000,75-79,e5,1,2910.526879
31,2000,75-79,e6,0,1249.1191761
31,2000,75-79,e6,1,2735.24984729
31,2000,80-84,e1,0,29155.10596925
31,2000,80-84,e1,1,17492.22325186
31,2000,80-84,e2,0,15487.63444033
31,2000,80-84,e2,1,13742.45877628
31,2000,80-84,e3,0,14361.00143955
31,2000,80-84,e3,1,10056.58790262
31,2000,80-84,e4,0,2136.87581559
31,2000,80-84,e4,1,1307.72105593
31,2000,80-84,e5,0,3918.75178285
31,2000,80-84,e5,1,1269.36420492
31,2000,80-84,e6,0,685.17194484
31,2000,80-84,e6,1,1408.13605317
31,2000,85-89,e1,0,16838.99286567
31,2000,85-89,e1,1,8885.10835407
31,2000,85-89,e2,0,6945.63544623
31,2000,85-89,e2,1,6001.24814903
31,2000,85-89,e3,0,7660.03701305
31,2000,85-89,e3,1,4712.88949361
31,2000,85-89,e4,0,1185.38342346
31,2000,85-89,e4,1,689.78833572
31,2000,85-89,e5,0,2095.2001868
31,2000,85-89,e5,1,407.46429366
31,2000,85-89,e6,0,351.87005185
31,2000,85-89,e6,1,881.42037581
31,2000,90-94,e1,0,6502.99022769
31,2000,90-94,e1,1,2879.43226611
31,2000,90-94,e2,0,2266.55017638
31,2000,90-94,e2,1,1693.19435479
31,2000,90-94,e3,0,2346.35778997
31,2000,90-94,e3,1,1355.16524904
31,2000,90-94,e4,0,396.83354318
31,2000,90-94,e4,1,202.54174589
31,2000,90-94,e5,0,607.32594292
31,2000,90-94,e5,1,225.93327973
31,2000,90-94,e6,0,116.7341713
31,2000,90-94,e6,1,218.20444471
31,2000,95-99,e1,0,2470.6899113599998
31,2000,95-99,e1,1,793.05547017
31,2000,95-99,e2,0,574.63605714
31,2000,95-99,e2,1,341.69115406000003
31,2000,95-99,e3,0,578.58890308
31,2000,95-99,e3,1,298.99956798
31,2000,95-99,e4,0,81.32539388
31,2000,95-99,e4,1,42.97224985
31,2000,95-99,e5,0,104.60963834
31,2000,95-99,e5,1,18.52938756
31,2000,95-99,e6,0,9.43814127
31,2000,95-99,e6,1,32.43984184
31,2000,100+,e1,0,771.0771819299999
31,2000,100+,e1,1,200.42350077
31,2000,100+,e2,0,426.09953593
31,2000,100+,e2,1,39.44622188
31,2000,100+,e3,0,581.72876648
31,2000,100+,e3,1,102.28116297
31,2000,100+,e4,0,278.78213566
31,2000,100+,e5,0,198.8622652
31,2000,100+,e6,0,109.54596005
32,2000,0-4,NA,0,139389.21325107
32,2000,0-4,NA,1,144983.24457044
32,2000,05-09,e1,0,52962.93081142
32,2000,05-09,e1,1,57165.15392343
32,2000,05-09,e2,0,88626.62559657
32,2000,05-09,e2,1,89451.20771414
32,2000,05-09,e3,0,259.34323948
32,2000,05-09,e3,1,175.58315753
32,2000,10-14,e1,0,1876.90045185
32,2000,10-14,e1,1,2771.27245683
32,2000,10-14,e2,0,44399.72954333
32,2000,10-14,e2,1,54521.65985969
32,2000,10-14,e3,0,105642.99767541
32,2000,10-14,e3,1,100489.79736362
32,2000,10-14,e4,0,3684.74499258
32,2000,10-14,e4,1,2545.25590262
32,2000,15-19,e1,0,1624.08177184
32,2000,15-19,e1,1,2938.45384378
32,2000,15-19,e2,0,9598.68457034
32,2000,15-19,e2,1,13369.67432391
32,2000,15-19,e3,0,59546.67555218
32,2000,15-19,e3,1,71226.83468697
32,2000,15-19,e4,0,73700.62738793
32,2000,15-19,e4,1,64394.58712081
32,2000,15-19,e5,0,20088.67306496
32,2000,15-19,e5,1,14926.93455044
32,2000,15-19,e6,0,13.0036692
32,2000,15-19,e6,1,13.41121046
32,2000,20-24,e1,0,3252.13394337
32,2000,20-24,e1,1,4285.64143511
32,2000,20-24,e2,0,11273.94739692
32,2000,20-24,e2,1,13836.24410732
32,2000,20-24,e3,0,47310.99737763
32,2000,20-24,e3,1,54400.15110153
32,2000,20-24,e4,0,35379.10349293
32,2000,20-24,e4,1,36758.14300843
32,2000,20-24,e5,0,51647.17099171
32,2000,20-24,e5,1,40901.56827891
32,2000,20-24,e6,0,3079.43266683
32,2000,20-24,e6,1,1481.32138096
32,2000,25-29,e1,0,3734.30216157
32,2000,25-29,e1,1,4821.10421796
32,2000,25-29,e2,0,12869.6919121
32,2000,25-29,e2,1,14144.87314099
32,2000,25-29,e3,0,44790.91083753
32,2000,25-29,e3,1,48519.03849568
32,2000,25-29,e4,0,23626.3544465
32,2000,25-29,e4,1,25094.02670354
32,2000,25-29,e5,0,36789.43027146
32,2000,25-29,e5,1,27783.00787557
32,2000,25-29,e6,0,7590.54363431
32,2000,25-29,e6,1,5005.45251747
32,2000,30-34,e1,0,5722.06772749
32,2000,30-34,e1,1,6271.90526121
32,2000,30-34,e2,0,15730.46019274
32,2000,30-34,e2,1,16018.82151014
32,2000,30-34,e3,0,44091.04237227
32,2000,30-34,e3,1,45994.43750903
32,2000,30-34,e4,0,21419.34462706
32,2000,30-34,e4,1,21942.68905723
32,2000,30-34,e5,0,30174.03091893
32,2000,30-34,e5,1,23980.52908048
32,2000,30-34,e6,0,7478.72336452
32,2000,30-34,e6,1,5982.04611406
32,2000,35-39,e1,0,7000.57769367
32,2000,35-39,e1,1,7593.40076006
32,2000,35-39,e2,0,18448.87655203
32,2000,35-39,e2,1,19020.45068888
32,2000,35-39,e3,0,40640.16159061
32,2000,35-39,e3,1,38841.75711375
32,2000,35-39,e4,0,18578.95862745
32,2000,35-39,e4,1,20091.65517654
32,2000,35-39,e5,0,26940.58090641
32,2000,35-39,e5,1,23325.79428459
32,2000,35-39,e6,0,8367.08447298
32,2000,35-39,e6,1,6368.91367689
32,2000,40-44,e1,0,8924.24972854
32,2000,40-44,e1,1,7843.47388834
32,2000,40-44,e2,0,20936.34937863
32,2000,40-44,e2,1,20284.81751957
32,2000,40-44,e3,0,31688.69641717
32,2000,40-44,e3,1,32671.22885243
32,2000,40-44,e4,0,14029.59925933
32,2000,40-44,e4,1,15685.15308462
32,2000,40-44,e5,0,21533.82043603
32,2000,40-44,e5,1,18233.7342254
32,2000,40-44,e6,0,7642.2611912
32,2000,40-44,e6,1,6838.91500224
32,2000,45-49,e1,0,10951.01902605
32,2000,45-49,e1,1,8932.72148894
32,2000,45-49,e2,0,20147.42270038
32,2000,45-49,e2,1,19230.85223333
32,2000,45-49,e3,0,23351.8892905
32,2000,45-49,e3,1,25817.21839842
32,2000,45-49,e4,0,8403.29893611
32,2000,45-49,e4,1,10118.18015151
32,2000,45-49,e5,0,14568.20315269
32,2000,45-49,e5,1,12614.71497106
32,2000,45-49,e6,0,6482.25394
32,2000,45-49,e6,1,5783.15938533
32,2000,50-54,e1,0,12782.55225363
32,2000,50-54,e1,1,9048.74780153
32,2000,50-54,e2,0,16684.03447806
32,2000,50-54,e2,1,15124.36250122
32,2000,50-54,e3,0,15757.73230341
32,2000,50-54,e3,1,18313.82725734
32,2000,50-54,e4,0,4823.73534888
32,2000,50-54,e4,1,5571.0346120799995
32,2000,50-54,e5,0,8723.92625704
32,2000,50-54,e5,1,6995.7902779
32,2000,50-54,e6,0,4013.02464743
32,2000,50-54,e6,1,4656.79629821
32,2000,55-59,e1,0,13495.73819414
32,2000,55-59,e1,1,9364.18624909
32,2000,55-59,e2,0,13667.47919076
32,2000,55-59,e2,1,13307.99145243
32,2000,55-59,e3,0,11127.597281
32,2000,55-59,e3,1,11715.05365132
32,2000,55-59,e4,0,3163.58277231
32,2000,55-59,e4,1,3381.63234322
32,2000,55-59,e5,0,4638.32172712
32,2000,55-59,e5,1,4124.87876043
32,2000,55-59,e6,0,2553.47042444
32,2000,55-59,e6,1,2844.16525114
32,2000,60-64,e1,0,14370.06003296
32,2000,60-64,e1,1,9378.19807552
32,2000,60-64,e2,0,12535.97222518
32,2000,60-64,e2,1,11161.10839568
32,2000,60-64,e3,0,8710.473152819999
32,2000,60-64,e3,1,9569.46058368
32,2000,60-64,e4,0,2287.52153413
32,2000,60-64,e4,1,2252.20545757
32,2000,60-64,e5,0,3066.14464993
32,2000,60-64,e5,1,2587.26251676
32,2000,60-64,e6,0,1320.33150586
32,2000,60-64,e6,1,1630.15587143
32,2000,65-69,e1,0,13719.97865358
32,2000,65-69,e1,1,9185.21978166
32,2000,65-69,e2,0,9899.5349758
32,2000,65-69,e2,1,9684.60552149
32,2000,65-69,e3,0,6772.81881481
32,2000,65-69,e3,1,6701.08871528
32,2000,65-69,e4,0,1338.05941529
32,2000,65-69,e4,1,1459.77745853
32,2000,65-69,e5,0,1982.80289743
32,2000,65-69,e5,1,1775.43984531
32,2000,65-69,e6,0,822.00725846
32,2000,65-69,e6,1,1229.61839214
32,2000,70-74,e1,0,10671.97690411
32,2000,70-74,e1,1,8004.22799759
32,2000,70-74,e2,0,6954.68445442
32,2000,70-74,e2,1,7112.55253152
32,2000,70-74,e3,0,4755.59827313
32,2000,70-74,e3,1,4957.50215889
32,2000,70-74,e4,0,1002.09373183
32,2000,70-74,e4,1,1047.91268861
32,2000,70-74,e5,0,1285.87082321
32,2000,70-74,e5,1,1202.39677885
32,2000,70-74,e6,0,473.6042614
32,2000,70-74,e6,1,761.80185243
32,2000,75-79,e1,0,7328.88268107
32,2000,75-79,e1,1,5229.93968057
32,2000,75-79,e2,0,3987.57290604
32,2000,75-79,e2,1,4170.21305171
32,2000,75-79,e3,0,3122.45837676
32,2000,75-79,e3,1,2486.8153968
32,2000,75-79,e4,0,552.15050997
32,2000,75-79,e4,1,420.08969283
32,2000,75-79,e5,0,655.27721613
32,2000,75-79,e5,1,348.68471253
32,2000,75-79,e6,0,148.93143286
32,2000,75-79,e6,1,232.10555238
32,2000,80-84,e1,0,4409.70373033
32,2000,80-84,e1,1,3242.27920244
32,2000,80-84,e2,0,2466.09334769
32,2000,80-84,e2,1,2364.07146294
32,2000,80-84,e3,0,1537.19065484
32,2000,80-84,e3,1,1354.40600409
32,2000,80-84,e4,0,284.15140169
32,2000,80-84,e4,1,237.21240246
32,2000,80-84,e5,0,426.69338001
32,2000,80-84,e5,1,150.61339115
32,2000,80-84,e6,0,56.80621632
32,2000,80-84,e6,1,157.02051801
32,2000,85-89,e1,0,3356.86913305
32,2000,85-89,e1,1,1484.65028627
32,2000,85-89,e2,0,1080.62716992
32,2000,85-89,e2,1,986.61242696
32,2000,85-89,e3,0,695.68154242
32,2000,85-89,e3,1,687.45768415
32,2000,85-89,e4,0,200.49931796
32,2000,85-89,e4,1,44.59355573
32,2000,85-89,e5,0,146.65066848
32,2000,85-89,e5,1,76.90507226
32,2000,85-89,e6,0,43.96847562
32,2000,85-89,e6,1,32.10136982
32,2000,90-94,e1,0,1137.67025362
32,2000,90-94,e1,1,592.67683389
32,2000,90-94,e2,0,381.65142872
32,2000,90-94,e2,1,232.85311364
32,2000,90-94,e3,0,237.62045455999998
32,2000,90-94,e3,1,181.62128375
32,2000,90-94,e4,0,76.65325595
32,2000,90-94,e4,1,93.10375570000001
32,2000,90-94,e5,0,69.33812838
32,2000,90-94,e5,1,32.25150019
32,2000,90-94,e6,1,30.2390607
32,2000,95-99,e1,0,398.03232381
32,2000,95-99,e1,1,135.05885324
32,2000,95-99,e2,0,49.68787853
32,2000,95-99,e2,1,75.32629895
32,2000,95-99,e3,0,42.69474845
32,2000,95-99,e3,1,58.628226240000004
32,2000,95-99,e4,1,8.48244154
32,2000,95-99,e5,0,15.61767536
32,2000,95-99,e6,1,13.59889892
32,2000,100+,e1,0,155.42624693
32,2000,100+,e1,1,30.0149336
32,2000,100+,e2,0,24.98410568
32,2000,100+,e2,1,10.20185902
32,2000,100+,e3,0,68.29323003
32,2000,100+,e3,1,8.30113176
32,2000,100+,e4,0,56.03699744
32,2000,100+,e5,0,15.9696319
32,2000,100+,e6,0,10.36643634
33,2000,0-4,NA,0,599726.26574985
33,2000,0-4,NA,1,621485.43568679
33,2000,05-09,e1,0,260292.07575093
33,2000,05-09,e1,1,275930.85687003
33,2000,05-09,e2,0,326304.14776002
33,2000,05-09,e2,1,330905.53302229
33,2000,05-09,e3,0,1042.73558028
33,2000,05-09,e3,1,1028.40552304
33,2000,10-14,e1,0,10249.48188432
33,2000,10-14,e1,1,14423.31334596
33,2000,10-14,e2,0,218814.29315905
33,2000,10-14,e2,1,261841.46154345
33,2000,10-14,e3,0,355207.9917951
33,2000,10-14,e3,1,325337.75590721
33,2000,10-14,e4,0,10165.36697671
33,2000,10-14,e4,1,7098.60813778
33,2000,15-19,e1,0,6184.39504904
33,2000,15-19,e1,1,9026.73478875
33,2000,15-19,e2,0,39859.07309799
33,2000,15-19,e2,1,58821.1742436
33,2000,15-19,e3,0,235259.45447768
33,2000,15-19,e3,1,281235.66474442
33,2000,15-19,e4,0,288925.20423013
33,2000,15-19,e4,1,246963.63063145
33,2000,15-19,e5,0,88940.83978455
33,2000,15-19,e5,1,60656.13883028
33,2000,15-19,e6,0,137.03370725
33,2000,15-19,e6,1,100.44715151
33,2000,20-24,e1,0,11064.95874578
33,2000,20-24,e1,1,15522.75150291
33,2000,20-24,e2,0,43919.35221455
33,2000,20-24,e2,1,58878.43571898
33,2000,20-24,e3,0,172438.16490691
33,2000,20-24,e3,1,196853.92864729
33,2000,20-24,e4,0,158639.66025847
33,2000,20-24,e4,1,165879.96564405
33,2000,20-24,e5,0,255197.68465042
33,2000,20-24,e5,1,193974.86268695
33,2000,20-24,e6,0,18023.31114737
33,2000,20-24,e6,1,10360.31560735
33,2000,25-29,e1,0,13682.04638197
33,2000,25-29,e1,1,19208.50661348
33,2000,25-29,e2,0,49398.67234759
33,2000,25-29,e2,1,57770.61085469
33,2000,25-29,e3,0,166033.05521864
33,2000,25-29,e3,1,172724.95467412
33,2000,25-29,e4,0,128733.96583639
33,2000,25-29,e4,1,127717.25558133
33,2000,25-29,e5,0,187228.48170093
33,2000,25-29,e5,1,152883.58619587
33,2000,25-29,e6,0,54331.30250824
33,2000,25-29,e6,1,35553.12236534
33,2000,30-34,e1,0,18602.80827683
33,2000,30-34,e1,1,22524.21766739
33,2000,30-34,e2,0,54887.86594621
33,2000,30-34,e2,1,58579.66379415
33,2000,30-34,e3,0,164969.1433513
33,2000,30-34,e3,1,157270.21674351
33,2000,30-34,e4,0,125839.00188696
33,2000,30-34,e4,1,119503.31635446
33,2000,30-34,e5,0,161852.30278119
33,2000,30-34,e5,1,137301.14020132
33,2000,30-34,e6,0,58674.8378241
33,2000,30-34,e6,1,43609.208822219996
33,2000,35-39,e1,0,22465.93327071
33,2000,35-39,e1,1,22884.00761568
33,2000,35-39,e2,0,76465.94213683
33,2000,35-39,e2,1,70813.23985893
33,2000,35-39,e3,0,150766.26741526
33,2000,35-39,e3,1,135626.02873041
33,2000,35-39,e4,0,118480.60654311
33,2000,35-39,e4,1,114132.45535989
33,2000,35-39,e5,0,158782.6422308
33,2000,35-39,e5,1,140283.54871386
33,2000,35-39,e6,0,69975.12814189
33,2000,35-39,e6,1,53656.90399652
33,2000,40-44,e1,0,24620.25453421
33,2000,40-44,e1,1,22760.86783284
33,2000,40-44,e2,0,94005.30576312
33,2000,40-44,e2,1,81271.98053641
33,2000,40-44,e3,0,138836.77115
33,2000,40-44,e3,1,117669.05176021
33,2000,40-44,e4,0,94505.82050309
33,2000,40-44,e4,1,91416.83008462
33,2000,40-44,e5,0,127871.80283787
33,2000,40-44,e5,1,117415.65874746
33,2000,40-44,e6,0,69999.48011089
33,2000,40-44,e6,1,57273.26328776
33,2000,45-49,e1,0,30780.07908264
33,2000,45-49,e1,1,23733.72315589
33,2000,45-49,e2,0,93112.56668957
33,2000,45-49,e2,1,75430.38359751
33,2000,45-49,e3,0,119132.04367624
33,2000,45-49,e3,1,101919.66035818
33,2000,45-49,e4,0,73498.90012468
33,2000,45-49,e4,1,68104.79416258
33,2000,45-49,e5,0,95852.65387178
33,2000,45-49,e5,1,87303.12874047
33,2000,45-49,e6,0,61612.97139258
33,2000,45-49,e6,1,54921.4069145
33,2000,50-54,e1,0,37298.13534939
33,2000,50-54,e1,1,25331.69856695
33,2000,50-54,e2,0,91748.36336964
33,2000,50-54,e2,1,70067.98541075
33,2000,50-54,e3,0,97799.03662447
33,2000,50-54,e3,1,84829.1843746
33,2000,50-54,e4,0,51413.2086883
33,2000,50-54,e4,1,48473.8402177
33,2000,50-54,e5,0,65363.32823868
33,2000,50-54,e5,1,60052.79639817
33,2000,50-54,e6,0,43014.0844662
33,2000,50-54,e6,1,45102.64012758
33,2000,55-59,e1,0,39694.32802672
33,2000,55-59,e1,1,23557.43741933
33,2000,55-59,e2,0,78466.24307408
33,2000,55-59,e2,1,59546.63746948
33,2000,55-59,e3,0,74483.12276896
33,2000,55-59,e3,1,62980.52574814
33,2000,55-59,e4,0,36295.65016637
33,2000,55-59,e4,1,32267.98677857
33,2000,55-59,e5,0,42222.49621421
33,2000,55-59,e5,1,39808.9664412
33,2000,55-59,e6,0,25299.69457365
33,2000,55-59,e6,1,32291.19828216
33,2000,60-64,e1,0,44048.59325044
33,2000,60-64,e1,1,24718.48911863
33,2000,60-64,e2,0,72189.64341537
33,2000,60-64,e2,1,52162.4188108
33,2000,60-64,e3,0,67761.1032225
33,2000,60-64,e3,1,53987.88983857
33,2000,60-64,e4,0,28892.95047379
33,2000,60-64,e4,1,25712.69567751
33,2000,60-64,e5,0,31272.15278711
33,2000,60-64,e5,1,28876.715826
33,2000,60-64,e6,0,17107.49196608
33,2000,60-64,e6,1,23520.85958786
33,2000,65-69,e1,0,44315.06693388
33,2000,65-69,e1,1,22988.13180291
33,2000,65-69,e2,0,61570.00030265
33,2000,65-69,e2,1,43713.22688609
33,2000,65-69,e3,0,57850.23509111
33,2000,65-69,e3,1,41686.89257789
33,2000,65-69,e4,0,23766.81980246
33,2000,65-69,e4,1,18768.71637377
33,2000,65-69,e5,0,24171.90282857
33,2000,65-69,e5,1,21345.06506602
33,2000,65-69,e6,0,11177.69036608
33,2000,65-69,e6,1,18207.32544769
33,2000,70-74,e1,0,39949.62770484
33,2000,70-74,e1,1,19881.95571786
33,2000,70-74,e2,0,48996.14739608
33,2000,70-74,e2,1,33826.02004054
33,2000,70-74,e3,0,45132.94150743
33,2000,70-74,e3,1,31652.41253977
33,2000,70-74,e4,0,18609.14239289
33,2000,70-74,e4,1,13077.43426661
33,2000,70-74,e5,0,17746.60117097
33,2000,70-74,e5,1,14971.05489229
33,2000,70-74,e6,0,8574.9279434
33,2000,70-74,e6,1,13618.02453129
33,2000,75-79,e1,0,28624.20179404
33,2000,75-79,e1,1,13892.13796698
33,2000,75-79,e2,0,30381.08514379
33,2000,75-79,e2,1,20820.07529226
33,2000,75-79,e3,0,28543.80934237
33,2000,75-79,e3,1,17272.83675868
33,2000,75-79,e4,0,12483.32179854
33,2000,75-79,e4,1,8378.1852823
33,2000,75-79,e5,0,12039.95098329
33,2000,75-79,e5,1,7111.32731315
33,2000,75-79,e6,0,5097.40769611
33,2000,75-79,e6,1,8190.86600109
33,2000,80-84,e1,0,19008.23415881
33,2000,80-84,e1,1,7700.05231273
33,2000,80-84,e2,0,16591.98093377
33,2000,80-84,e2,1,9678.00307923
33,2000,80-84,e3,0,17029.97413591
33,2000,80-84,e3,1,8666.54169395
33,2000,80-84,e4,0,6200.05851645
33,2000,80-84,e4,1,3775.55815361
33,2000,80-84,e5,0,6977.94638445
33,2000,80-84,e5,1,3619.44710606
33,2000,80-84,e6,0,2468.08304468
33,2000,80-84,e6,1,4050.93604715
33,2000,85-89,e1,0,11063.61262058
33,2000,85-89,e1,1,4139.04019503
33,2000,85-89,e2,0,8169.17362441
33,2000,85-89,e2,1,4010.57294836
33,2000,85-89,e3,0,8995.24603834
33,2000,85-89,e3,1,3675.0354427400002
33,2000,85-89,e4,0,3216.68739739
33,2000,85-89,e4,1,1422.38119117
33,2000,85-89,e5,0,3910.36703179
33,2000,85-89,e5,1,1213.8706981
33,2000,85-89,e6,0,1143.38561488
33,2000,85-89,e6,1,2011.2328555
33,2000,90-94,e1,0,4330.79369882
33,2000,90-94,e1,1,1255.43420227
33,2000,90-94,e2,0,2630.19312
33,2000,90-94,e2,1,1127.33260652
33,2000,90-94,e3,0,2952.57689828
33,2000,90-94,e3,1,886.97653253
33,2000,90-94,e4,0,1068.79276834
33,2000,90-94,e4,1,438.93190416
33,2000,90-94,e5,0,1198.01381364
33,2000,90-94,e5,1,471.83265720000003
33,2000,90-94,e6,0,293.59790502
33,2000,90-94,e6,1,591.16748112
33,2000,95-99,e1,0,1451.84055157
33,2000,95-99,e1,1,317.37612657
33,2000,95-99,e2,0,618.5705998
33,2000,95-99,e2,1,264.07125272999997
33,2000,95-99,e3,0,788.37897872
33,2000,95-99,e3,1,231.02373615
33,2000,95-99,e4,0,355.31758399
33,2000,95-99,e4,1,90.74271749
33,2000,95-99,e5,0,417.78016542
33,2000,95-99,e5,1,67.57788071
33,2000,95-99,e6,0,78.78644197
33,2000,95-99,e6,1,120.91857913
33,2000,100+,e1,0,359.13444707
33,2000,100+,e1,1,49.817875830000006
33,2000,100+,e2,0,426.4870227
33,2000,100+,e2,1,26.981338299999997
33,2000,100+,e3,0,633.14842745
33,2000,100+,e3,1,58.59284355
33,2000,100+,e4,0,231.96742584
33,2000,100+,e4,1,48.398839429999995
33,2000,100+,e5,0,306.89534387
33,2000,100+,e5,1,13.4434063
33,2000,100+,e6,0,86.17890883999999
33,2000,100+,e6,1,8.76809032
35,2000,0-4,NA,0,1568795.24438316
35,2000,0-4,NA,1,1624340.16831182
35,2000,05-09,e1,0,611022.00053399
35,2000,05-09,e1,1,638252.89128351
35,2000,05-09,e2,0,945491.09163448
35,2000,05-09,e2,1,969314.98777024
35,2000,05-09,e3,0,2144.19512013
35,2000,05-09,e3,1,2170.64723431
35,2000,10-14,e1,0,19151.00725426
35,2000,10-14,e1,1,26066.84765982
35,2000,10-14,e2,0,403191.48669807
35,2000,10-14,e2,1,477746.22073195
35,2000,10-14,e3,0,1214410.39584203
35,2000,10-14,e3,1,1179718.83809343
35,2000,10-14,e4,0,35567.82341496
35,2000,10-14,e4,1,27835.04313308
35,2000,15-19,e1,0,13505.8908585
35,2000,15-19,e1,1,19778.40997074
35,2000,15-19,e2,0,79352.45567286
35,2000,15-19,e2,1,95433.25454631
35,2000,15-19,e3,0,457585.13689165
35,2000,15-19,e3,1,586918.82197113
35,2000,15-19,e4,0,944363.73879727
35,2000,15-19,e4,1,880323.0056566
35,2000,15-19,e5,0,326917.1151754
35,2000,15-19,e5,1,235461.61878223
35,2000,15-19,e6,0,466.23879515
35,2000,15-19,e6,1,383.46386732
35,2000,20-24,e1,0,25464.41993571
35,2000,20-24,e1,1,35680.65903741
35,2000,20-24,e2,0,96965.82050501
35,2000,20-24,e2,1,121634.45255148
35,2000,20-24,e3,0,395611.45259941
35,2000,20-24,e3,1,471104.37226174
35,2000,20-24,e4,0,407009.01141625
35,2000,20-24,e4,1,437336.29530022
