area,year,age_interval,edu,sex,n
50,1991,55-59,e3,0,4810.39219514
50,1991,55-59,e3,1,5809.51850803
50,1991,55-59,e4,0,938.95277854
50,1991,55-59,e4,1,1047.64927289
50,1991,55-59,e5,0,658.64994479
50,1991,55-59,e5,1,1099.73307139
50,1991,55-59,e6,0,366.07906886
50,1991,55-59,e6,1,720.72142073
50,1991,60-64,e1,0,8792.13759313
50,1991,60-64,e1,1,7961.95182358
50,1991,60-64,e2,0,4060.69112089
50,1991,60-64,e2,1,5328.39293982
50,1991,60-64,e3,0,3246.60431465
50,1991,60-64,e3,1,4418.71222249
50,1991,60-64,e4,0,567.11925089
50,1991,60-64,e4,1,762.54116454
50,1991,60-64,e5,0,505.97805412
50,1991,60-64,e5,1,636.73510395
50,1991,60-64,e6,0,172.07222518
50,1991,60-64,e6,1,450.15757554
50,1991,65-69,e1,0,7669.72059119
50,1991,65-69,e1,1,7014.23488645
50,1991,65-69,e2,0,2918.24932659
50,1991,65-69,e2,1,3561.03407593
50,1991,65-69,e3,0,2278.55824913
50,1991,65-69,e3,1,2433.16348977
50,1991,65-69,e4,0,465.84728109
50,1991,65-69,e4,1,594.35568575
50,1991,65-69,e5,0,323.17089749
50,1991,65-69,e5,1,343.36464886
50,1991,65-69,e6,0,52.592954830000004
50,1991,65-69,e6,1,314.56116245
50,1991,70-74,e1,0,5292.86146058
50,1991,70-74,e1,1,4437.54579417
50,1991,70-74,e2,0,1389.74532962
50,1991,70-74,e2,1,2122.95163282
50,1991,70-74,e3,0,1296.78783679
50,1991,70-74,e3,1,1839.37697241
50,1991,70-74,e4,0,221.96919713
50,1991,70-74,e4,1,297.66341761
50,1991,70-74,e5,0,158.27675913
50,1991,70-74,e5,1,149.01625462
50,1991,70-74,e6,0,6.49387807
50,1991,70-74,e6,1,148.10396297
50,1991,75-79,e1,0,3941.36018753
50,1991,75-79,e1,1,3389.76043291
50,1991,75-79,e2,0,843.0262553599999
50,1991,75-79,e2,1,1378.26123362
50,1991,75-79,e3,0,880.09425753
50,1991,75-79,e3,1,1061.9035823
50,1991,75-79,e4,0,117.76929581
50,1991,75-79,e4,1,240.69072816
50,1991,75-79,e5,0,105.84078294999999
50,1991,75-79,e5,1,124.50505256000001
50,1991,75-79,e6,0,24.59141172
50,1991,75-79,e6,1,154.42607591
50,1991,80-84,e1,0,2351.94194158
50,1991,80-84,e1,1,1904.80889666
50,1991,80-84,e2,0,389.35050095
50,1991,80-84,e2,1,695.26491494
50,1991,80-84,e3,0,427.95902275000003
50,1991,80-84,e3,1,465.34105182
50,1991,80-84,e4,0,57.90355764
50,1991,80-84,e4,1,33.50204282
50,1991,80-84,e5,0,16.77266577
50,1991,80-84,e5,1,63.90108612
50,1991,80-84,e6,0,8.54160242
50,1991,80-84,e6,1,38.54606052
50,1991,85-89,e1,0,968.16107531
50,1991,85-89,e1,1,706.16380804
50,1991,85-89,e2,0,190.88819105
50,1991,85-89,e2,1,194.36810488
50,1991,85-89,e3,0,170.54194837
50,1991,85-89,e3,1,170.81800912
50,1991,85-89,e4,0,35.3357931
50,1991,85-89,e4,1,24.775042810000002
50,1991,85-89,e5,0,18.31302724
50,1991,85-89,e5,1,18.25677491
50,1991,85-89,e6,0,6.7475432
50,1991,90-94,e1,0,216.01362475
50,1991,90-94,e1,1,163.67994909
50,1991,90-94,e2,0,48.39977263
50,1991,90-94,e2,1,80.76827610000001
50,1991,90-94,e3,0,69.72489544
50,1991,90-94,e3,1,42.40674034
50,1991,90-94,e4,1,13.59546107
50,1991,90-94,e6,1,16.970946169999998
50,1991,95-99,e1,0,61.47595618
50,1991,95-99,e1,1,37.91572391
50,1991,95-99,e2,0,4.83647776
50,1991,95-99,e2,1,36.193615709999996
50,1991,95-99,e3,0,21.005092729999998
50,1991,95-99,e3,1,7.01899388
50,1991,95-99,e6,1,11.29607665
50,1991,100+,e1,0,83.40991581
50,1991,100+,e1,1,59.31721666
50,1991,100+,e2,1,57.09223693
50,1991,100+,e3,0,30.106047529999998
50,1991,100+,e3,1,5.02660815
50,1991,100+,e4,0,11.47518394
50,1991,100+,e4,1,20.64151173
50,1991,100+,e5,0,8.50251608
50,1991,100+,e5,1,18.68170267
51,1991,0-4,NA,0,125112.42362707
51,1991,0-4,NA,1,129979.83122782
51,1991,05-09,e1,0,60635.00109386
51,1991,05-09,e1,1,66688.2380878
51,1991,05-09,e2,0,65315.06261411
51,1991,05-09,e2,1,65396.89853091
51,1991,05-09,e3,0,292.4009755
51,1991,05-09,e3,1,202.32931281
51,1991,10-14,e1,0,7984.5128848
51,1991,10-14,e1,1,11410.70247099
51,1991,10-14,e2,0,64928.29535943
51,1991,10-14,e2,1,74002.63267957
51,1991,10-14,e3,0,49737.34405086
51,1991,10-14,e3,1,41454.20241075
51,1991,10-14,e4,0,804.99056513
51,1991,10-14,e4,1,490.90022147
51,1991,15-19,e1,0,6889.7025097
51,1991,15-19,e1,1,10887.60680695
51,1991,15-19,e2,0,17795.04361577
51,1991,15-19,e2,1,22195.10931638
51,1991,15-19,e3,0,60422.24353086
51,1991,15-19,e3,1,62031.41923884
51,1991,15-19,e4,0,21851.10856886
51,1991,15-19,e4,1,16117.19651489
51,1991,15-19,e5,0,4081.76390933
51,1991,15-19,e5,1,2820.15877456
51,1991,15-19,e6,0,8.25181464
51,1991,20-24,e1,0,9103.9433458
51,1991,20-24,e1,1,11583.54075201
51,1991,20-24,e2,0,13670.6473686
51,1991,20-24,e2,1,17401.45001996
51,1991,20-24,e3,0,40623.73539456
51,1991,20-24,e3,1,46417.31614486
51,1991,20-24,e4,0,18869.34048106
51,1991,20-24,e4,1,16792.27482217
51,1991,20-24,e5,0,14968.57039235
51,1991,20-24,e5,1,11794.23094675
51,1991,20-24,e6,0,948.34943156
51,1991,20-24,e6,1,603.88790683
51,1991,25-29,e1,0,10460.62063585
51,1991,25-29,e1,1,12423.66263413
51,1991,25-29,e2,0,16195.04267444
51,1991,25-29,e2,1,17620.17769881
51,1991,25-29,e3,0,31918.41416857
51,1991,25-29,e3,1,35565.85517144
51,1991,25-29,e4,0,14189.88303138
51,1991,25-29,e4,1,14229.65225492
51,1991,25-29,e5,0,14265.35828439
51,1991,25-29,e5,1,13095.95216947
51,1991,25-29,e6,0,3939.25023768
51,1991,25-29,e6,1,2591.48215958
51,1991,30-34,e1,0,11203.46584227
51,1991,30-34,e1,1,12467.37647206
51,1991,30-34,e2,0,14467.55456905
51,1991,30-34,e2,1,15560.84043309
51,1991,30-34,e3,0,25232.43748115
51,1991,30-34,e3,1,27715.29756796
51,1991,30-34,e4,0,8996.59792371
51,1991,30-34,e4,1,10380.67439711
51,1991,30-34,e5,0,11088.86302989
51,1991,30-34,e5,1,11055.28531782
51,1991,30-34,e6,0,4515.92716927
51,1991,30-34,e6,1,3722.78093987
51,1991,35-39,e1,0,11935.89816301
51,1991,35-39,e1,1,11688.01552176
51,1991,35-39,e2,0,14152.65233714
51,1991,35-39,e2,1,15012.17787176
51,1991,35-39,e3,0,18967.74571113
51,1991,35-39,e3,1,21969.93172823
51,1991,35-39,e4,0,5632.07150405
51,1991,35-39,e4,1,6660.30301355
51,1991,35-39,e5,0,6722.16668683
51,1991,35-39,e5,1,6913.62496722
51,1991,35-39,e6,0,3775.2774095
51,1991,35-39,e6,1,3771.06345416
51,1991,40-44,e1,0,12891.84944911
51,1991,40-44,e1,1,12567.04250677
51,1991,40-44,e2,0,11140.30926498
51,1991,40-44,e2,1,13162.74148837
51,1991,40-44,e3,0,12755.54564329
51,1991,40-44,e3,1,15904.8860201
51,1991,40-44,e4,0,3062.23435293
51,1991,40-44,e4,1,3838.07978155
51,1991,40-44,e5,0,3897.57401089
51,1991,40-44,e5,1,4076.72342055
51,1991,40-44,e6,0,2146.18703917
51,1991,40-44,e6,1,2706.73933645
51,1991,45-49,e1,0,11799.17589296
51,1991,45-49,e1,1,11767.65396604
51,1991,45-49,e2,0,9275.8750829
51,1991,45-49,e2,1,11420.234899950001
51,1991,45-49,e3,0,9130.42396128
51,1991,45-49,e3,1,11377.60193013
51,1991,45-49,e4,0,2024.01897738
51,1991,45-49,e4,1,2326.48423942
51,1991,45-49,e5,0,1749.23994376
51,1991,45-49,e5,1,1864.82085201
51,1991,45-49,e6,0,999.49504013
51,1991,45-49,e6,1,1813.74033521
51,1991,50-54,e1,0,10945.44468204
51,1991,50-54,e1,1,11379.97792692
51,1991,50-54,e2,0,6571.78011409
51,1991,50-54,e2,1,9111.17801434
51,1991,50-54,e3,0,6534.49973115
51,1991,50-54,e3,1,8847.753697869999
51,1991,50-54,e4,0,1251.04183161
51,1991,50-54,e4,1,1441.990617
51,1991,50-54,e5,0,904.13300624
51,1991,50-54,e5,1,1142.21341255
51,1991,50-54,e6,0,773.21328931
51,1991,50-54,e6,1,633.58462049
51,1991,55-59,e1,0,9987.02147472
51,1991,55-59,e1,1,9479.58297933
51,1991,55-59,e2,0,4541.71473589
51,1991,55-59,e2,1,6922.54011966
51,1991,55-59,e3,0,3879.52464612
51,1991,55-59,e3,1,5856.07990553
51,1991,55-59,e4,0,468.61127509
51,1991,55-59,e4,1,884.64221933
51,1991,55-59,e5,0,569.53702475
51,1991,55-59,e5,1,600.9789955
51,1991,55-59,e6,0,248.41890708
51,1991,55-59,e6,1,499.93306883
51,1991,60-64,e1,0,8554.65514146
51,1991,60-64,e1,1,8601.28791581
51,1991,60-64,e2,0,2996.11873463
51,1991,60-64,e2,1,5286.34791579
51,1991,60-64,e3,0,2207.87429834
51,1991,60-64,e3,1,3946.50772967
51,1991,60-64,e4,0,419.14601777
51,1991,60-64,e4,1,637.47819166
51,1991,60-64,e5,0,399.13279519
51,1991,60-64,e5,1,418.34922432
51,1991,60-64,e6,0,131.54502948
51,1991,60-64,e6,1,452.09345713
51,1991,65-69,e1,0,6200.20854971
51,1991,65-69,e1,1,6645.89487095
51,1991,65-69,e2,0,1792.3745218
51,1991,65-69,e2,1,2778.08994527
51,1991,65-69,e3,0,1055.18143841
51,1991,65-69,e3,1,2134.02788464
51,1991,65-69,e4,0,246.47582909
51,1991,65-69,e4,1,317.64315195
51,1991,65-69,e5,0,223.85178898
51,1991,65-69,e5,1,302.25103986
51,1991,65-69,e6,0,44.01190398
51,1991,65-69,e6,1,144.99525925
51,1991,70-74,e1,0,4181.27357393
51,1991,70-74,e1,1,4649.64169449
51,1991,70-74,e2,0,848.98494943
51,1991,70-74,e2,1,1764.05350364
51,1991,70-74,e3,0,732.48447001
51,1991,70-74,e3,1,1222.85235886
51,1991,70-74,e4,0,133.43692478
51,1991,70-74,e4,1,110.67726296
51,1991,70-74,e5,0,192.18822439000002
51,1991,70-74,e5,1,119.55014018
51,1991,70-74,e6,0,3.59355677
51,1991,70-74,e6,1,54.92193961
51,1991,75-79,e1,0,3145.72204887
51,1991,75-79,e1,1,3035.09384139
51,1991,75-79,e2,0,430.67857642
51,1991,75-79,e2,1,981.82016698
51,1991,75-79,e3,0,563.7747371
51,1991,75-79,e3,1,600.41557767
51,1991,75-79,e4,0,47.52103381
51,1991,75-79,e4,1,170.57351935
51,1991,75-79,e5,0,63.24588386
51,1991,75-79,e5,1,20.73011166
51,1991,75-79,e6,0,9.36234366
51,1991,75-79,e6,1,63.71087369
51,1991,80-84,e1,0,1689.50017727
51,1991,80-84,e1,1,1569.43201961
51,1991,80-84,e2,0,250.18375752
51,1991,80-84,e2,1,585.48453967
51,1991,80-84,e3,0,175.99914708
51,1991,80-84,e3,1,233.84794043
51,1991,80-84,e4,0,29.438238769999998
51,1991,80-84,e4,1,30.60947588
51,1991,80-84,e5,0,27.10343593
51,1991,80-84,e5,1,14.54782338
51,1991,80-84,e6,0,10.65985598
51,1991,80-84,e6,1,34.80348872
51,1991,85-89,e1,0,814.52754322
51,1991,85-89,e1,1,605.45478906
51,1991,85-89,e2,0,80.92543828
51,1991,85-89,e2,1,144.66558351
51,1991,85-89,e3,0,84.29864515
51,1991,85-89,e3,1,186.59845503
51,1991,85-89,e4,0,14.95595297
51,1991,85-89,e4,1,16.04821161
51,1991,85-89,e5,0,13.01698144
51,1991,85-89,e5,1,5.45155568
51,1991,85-89,e6,0,5.10773193
51,1991,85-89,e6,1,23.40702513
51,1991,90-94,e1,0,275.218659
51,1991,90-94,e1,1,117.21745176
51,1991,90-94,e2,0,26.75403245
51,1991,90-94,e2,1,21.869269340000002
51,1991,90-94,e3,0,24.6762109
51,1991,90-94,e3,1,3.59312892
51,1991,90-94,e4,1,28.22374935
51,1991,90-94,e6,1,8.11831413
51,1991,95-99,e1,0,82.76538101
51,1991,95-99,e1,1,31.33213031
51,1991,95-99,e2,1,3.0015917
51,1991,95-99,e3,1,3.01416264
51,1991,100+,e1,0,75.10047853
51,1991,100+,e1,1,34.54189055
51,1991,100+,e3,0,8.66420609
51,1991,100+,e5,1,8.4907679
52,1991,0-4,NA,0,216146.0109464
52,1991,0-4,NA,1,226999.87647622
52,1991,05-09,e1,0,95441.80526595
52,1991,05-09,e1,1,105730.24284282
52,1991,05-09,e2,0,131938.52172303
52,1991,05-09,e2,1,131722.19722233
52,1991,05-09,e3,0,214.81559093
52,1991,05-09,e3,1,268.55894482
52,1991,10-14,e1,0,10988.45493704
52,1991,10-14,e1,1,17963.62281143
52,1991,10-14,e2,0,126604.8847309
52,1991,10-14,e2,1,141750.63758781
52,1991,10-14,e3,0,95208.62862438
52,1991,10-14,e3,1,77717.70751104
52,1991,10-14,e4,0,2139.57224786
52,1991,10-14,e4,1,1509.09800805
52,1991,15-19,e1,0,8774.61797244
52,1991,15-19,e1,1,16754.95663319
52,1991,15-19,e2,0,33572.12581809
52,1991,15-19,e2,1,47125.02368425
52,1991,15-19,e3,0,118412.71421086
52,1991,15-19,e3,1,114226.70092341
52,1991,15-19,e4,0,48964.53386882
52,1991,15-19,e4,1,35149.80261663
52,1991,15-19,e5,0,12140.24401259
52,1991,15-19,e5,1,6886.34616393
52,1991,15-19,e6,0,34.52613842
52,1991,15-19,e6,1,20.03677155
52,1991,20-24,e1,0,11865.77644894
52,1991,20-24,e1,1,17480.34812397
52,1991,20-24,e2,0,23592.8319377
52,1991,20-24,e2,1,31064.02253204
52,1991,20-24,e3,0,81178.24127103
52,1991,20-24,e3,1,85006.77109587
52,1991,20-24,e4,0,42571.83907366
52,1991,20-24,e4,1,34932.26549347
52,1991,20-24,e5,0,43378.40300093
52,1991,20-24,e5,1,30947.80596
52,1991,20-24,e6,0,2153.07393757
52,1991,20-24,e6,1,1270.60806078
52,1991,25-29,e1,0,14089.48406376
52,1991,25-29,e1,1,19027.90837851
52,1991,25-29,e2,0,27070.27382924
52,1991,25-29,e2,1,28986.70737929
52,1991,25-29,e3,0,65547.16449336
52,1991,25-29,e3,1,64682.9455757
52,1991,25-29,e4,0,31935.67169436
52,1991,25-29,e4,1,30172.43594845
52,1991,25-29,e5,0,41295.96222854
52,1991,25-29,e5,1,32080.35931071
52,1991,25-29,e6,0,7757.09664327
52,1991,25-29,e6,1,5427.69048338
52,1991,30-34,e1,0,16540.89920089
52,1991,30-34,e1,1,18085.83988912
52,1991,30-34,e2,0,26105.89565471
52,1991,30-34,e2,1,26379.66928785
52,1991,30-34,e3,0,54063.07249213
52,1991,30-34,e3,1,53157.89697654
52,1991,30-34,e4,0,22759.6365175
52,1991,30-34,e4,1,22276.79711569
52,1991,30-34,e5,0,30959.00708441
52,1991,30-34,e5,1,27054.27047771
52,1991,30-34,e6,0,8395.06280187
52,1991,30-34,e6,1,6529.14973976
52,1991,35-39,e1,0,20005.45094415
52,1991,35-39,e1,1,20497.73884422
52,1991,35-39,e2,0,26621.36825494
52,1991,35-39,e2,1,26705.36682495
52,1991,35-39,e3,0,43979.30720639
52,1991,35-39,e3,1,43038.17502445
52,1991,35-39,e4,0,13722.9874273
52,1991,35-39,e4,1,13966.67607947
52,1991,35-39,e5,0,21682.30674852
52,1991,35-39,e5,1,18033.93966995
52,1991,35-39,e6,0,7234.25359215
52,1991,35-39,e6,1,7000.80033844
52,1991,40-44,e1,0,23151.5119861
52,1991,40-44,e1,1,22626.49927012
52,1991,40-44,e2,0,25003.05054047
52,1991,40-44,e2,1,26161.71482005
52,1991,40-44,e3,0,29252.93534459
52,1991,40-44,e3,1,32325.97205259
52,1991,40-44,e4,0,8030.99373704
52,1991,40-44,e4,1,8636.76697784
52,1991,40-44,e5,0,12501.15579736
52,1991,40-44,e5,1,10786.89984838
52,1991,40-44,e6,0,5369.12002184
52,1991,40-44,e6,1,6469.96998103
52,1991,45-49,e1,0,25106.17919565
52,1991,45-49,e1,1,22922.82812258
52,1991,45-49,e2,0,20904.60022472
52,1991,45-49,e2,1,21848.8205071
52,1991,45-49,e3,0,21976.95588437
52,1991,45-49,e3,1,24397.71810036
52,1991,45-49,e4,0,4313.01481473
52,1991,45-49,e4,1,5411.49458833
52,1991,45-49,e5,0,7156.03211507
52,1991,45-49,e5,1,5715.32003093
52,1991,45-49,e6,0,3139.73342646
52,1991,45-49,e6,1,4152.78269931
52,1991,50-54,e1,0,23480.35289156
52,1991,50-54,e1,1,21282.46554078
52,1991,50-54,e2,0,16597.52325288
52,1991,50-54,e2,1,18146.87775703
52,1991,50-54,e3,0,14952.07292089
52,1991,50-54,e3,1,19220.30671881
52,1991,50-54,e4,0,2942.52300547
52,1991,50-54,e4,1,3316.2432154900002
52,1991,50-54,e5,0,3858.6563674
52,1991,50-54,e5,1,3465.80203965
52,1991,50-54,e6,0,1694.74193186
52,1991,50-54,e6,1,3012.21419012
52,1991,55-59,e1,0,25331.98052388
52,1991,55-59,e1,1,20474.00279768
52,1991,55-59,e2,0,12183.29586423
52,1991,55-59,e2,1,13557.0205109
52,1991,55-59,e3,0,11175.66817769
52,1991,55-59,e3,1,13073.43537568
52,1991,55-59,e4,0,1916.78065646
52,1991,55-59,e4,1,2246.35106557
52,1991,55-59,e5,0,2353.92158652
52,1991,55-59,e5,1,1981.07464158
52,1991,55-59,e6,0,894.85476165
52,1991,55-59,e6,1,1791.16886786
52,1991,60-64,e1,0,22919.10313145
52,1991,60-64,e1,1,17972.4993262
52,1991,60-64,e2,0,8590.0162457
52,1991,60-64,e2,1,10853.65327956
52,1991,60-64,e3,0,7712.31377594
52,1991,60-64,e3,1,9125.91748285
52,1991,60-64,e4,0,1249.51582301
52,1991,60-64,e4,1,1168.35068036
52,1991,60-64,e5,0,1442.86688782
52,1991,60-64,e5,1,1291.28273181
52,1991,60-64,e6,0,566.83882357
52,1991,60-64,e6,1,1149.23896117
52,1991,65-69,e1,0,17970.44152413
52,1991,65-69,e1,1,15744.76667112
52,1991,65-69,e2,0,5384.4422488
52,1991,65-69,e2,1,7058.35039568
52,1991,65-69,e3,0,4435.48802906
52,1991,65-69,e3,1,6644.63330914
52,1991,65-69,e4,0,661.67529919
52,1991,65-69,e4,1,867.67826392
52,1991,65-69,e5,0,884.23788031
52,1991,65-69,e5,1,698.63796913
52,1991,65-69,e6,0,278.55151281
52,1991,65-69,e6,1,664.956535
52,1991,70-74,e1,0,12351.28922529
52,1991,70-74,e1,1,10275.52597163
52,1991,70-74,e2,0,2927.07347444
52,1991,70-74,e2,1,4288.23615434
52,1991,70-74,e3,0,2742.99009078
52,1991,70-74,e3,1,3366.18996213
52,1991,70-74,e4,0,446.20309221
52,1991,70-74,e4,1,535.9586723900001
52,1991,70-74,e5,0,472.48909155
52,1991,70-74,e5,1,327.8752743
52,1991,70-74,e6,0,62.641715579999996
52,1991,70-74,e6,1,268.61213523
52,1991,75-79,e1,0,9098.79621471
52,1991,75-79,e1,1,7137.93758683
52,1991,75-79,e2,0,1504.41024518
52,1991,75-79,e2,1,2487.05101111
52,1991,75-79,e3,0,1437.94153808
52,1991,75-79,e3,1,2184.71677147
52,1991,75-79,e4,0,160.89524136
52,1991,75-79,e4,1,294.45217722
52,1991,75-79,e5,0,166.96262002
52,1991,75-79,e5,1,135.05041792
52,1991,75-79,e6,0,24.88147122
52,1991,75-79,e6,1,160.86212073000002
52,1991,80-84,e1,0,4961.13501835
52,1991,80-84,e1,1,3718.40079492
52,1991,80-84,e2,0,728.71994241
52,1991,80-84,e2,1,1215.2465288
52,1991,80-84,e3,0,908.64767819
52,1991,80-84,e3,1,887.07122693
52,1991,80-84,e4,0,151.37312799
52,1991,80-84,e4,1,143.22881501
52,1991,80-84,e5,0,52.36797152
52,1991,80-84,e5,1,75.70567387
52,1991,80-84,e6,0,19.967926770000002
52,1991,80-84,e6,1,89.0992119
52,1991,85-89,e1,0,2137.68192437
52,1991,85-89,e1,1,1501.06372976
52,1991,85-89,e2,0,292.21957512
52,1991,85-89,e2,1,461.60197599
52,1991,85-89,e3,0,401.80549601
52,1991,85-89,e3,1,288.81177676
52,1991,85-89,e4,0,29.45161448
52,1991,85-89,e4,1,45.48537133
52,1991,85-89,e5,0,69.15557936
52,1991,85-89,e5,1,4.43532303
52,1991,85-89,e6,1,15.83688012
52,1991,90-94,e1,0,635.50402499
52,1991,90-94,e1,1,368.09575098
52,1991,90-94,e2,0,61.03390588
52,1991,90-94,e2,1,80.04435243
52,1991,90-94,e3,0,121.72975675
52,1991,90-94,e3,1,86.86159413
52,1991,90-94,e4,0,11.73436706
52,1991,90-94,e4,1,27.06199133
52,1991,90-94,e6,0,17.07380071
52,1991,90-94,e6,1,7.03329823
52,1991,95-99,e1,0,204.67322231
52,1991,95-99,e1,1,101.06556370999999
52,1991,95-99,e2,1,17.16700267
52,1991,95-99,e3,0,15.65269573
52,1991,95-99,e3,1,32.42394053
52,1991,95-99,e4,0,9.56844051
52,1991,95-99,e4,1,22.91239029
52,1991,100+,e1,0,99.66403954
52,1991,100+,e1,1,46.29137471
52,1991,100+,e2,0,26.54819859
52,1991,100+,e2,1,22.149372800000002
52,1991,100+,e3,0,34.19583765
52,1991,100+,e3,1,31.66196298
52,1991,100+,e4,1,4.54036134
53,1991,0-4,NA,0,86281.66433578
53,1991,0-4,NA,1,88604.4962337
53,1991,05-09,e1,0,36476.83088864
53,1991,05-09,e1,1,40259.32773376
53,1991,05-09,e2,0,53770.99224406
53,1991,05-09,e2,1,52708.82158328
53,1991,05-09,e3,0,136.34817902
53,1991,05-09,e3,1,117.77847336
53,1991,10-14,e1,0,1902.4923737
53,1991,10-14,e1,1,2306.85938731
53,1991,10-14,e2,0,42178.85486117
53,1991,10-14,e2,1,46544.9762448
53,1991,10-14,e3,0,47793.38885356
53,1991,10-14,e3,1,41858.99468067
53,1991,10-14,e4,0,1062.48372557
53,1991,10-14,e4,1,692.67072286
53,1991,15-19,e1,0,2259.68827599
53,1991,15-19,e1,1,2869.33926472
53,1991,15-19,e2,0,9479.41758594
53,1991,15-19,e2,1,8433.30773766
53,1991,15-19,e3,0,44556.75111387
53,1991,15-19,e3,1,39695.37660189
53,1991,15-19,e4,0,29538.24705392
53,1991,15-19,e4,1,23279.95872378
53,1991,15-19,e5,0,7907.32308309
53,1991,15-19,e5,1,5793.15262537
53,1991,15-19,e6,0,11.54138019
53,1991,15-19,e6,1,9.36309062
53,1991,20-24,e1,0,3572.71986579
53,1991,20-24,e1,1,4644.73357404
53,1991,20-24,e2,0,6915.38641273
53,1991,20-24,e2,1,7215.59520321
53,1991,20-24,e3,0,28194.25515638
53,1991,20-24,e3,1,26645.67027795
53,1991,20-24,e4,0,24207.83377104
53,1991,20-24,e4,1,21579.12831516
53,1991,20-24,e5,0,28390.68706996
53,1991,20-24,e5,1,23490.84032606
53,1991,20-24,e6,0,3053.00185298
53,1991,20-24,e6,1,1631.51126059
53,1991,25-29,e1,0,4035.84807023
53,1991,25-29,e1,1,4316.06295521
53,1991,25-29,e2,0,7562.18530642
53,1991,25-29,e2,1,7043.03476141
53,1991,25-29,e3,0,21539.63599896
53,1991,25-29,e3,1,19681.92983489
53,1991,25-29,e4,0,16684.2044558
53,1991,25-29,e4,1,15644.79574036
53,1991,25-29,e5,0,26773.89300948
53,1991,25-29,e5,1,23419.32249779
53,1991,25-29,e6,0,9591.35677656
53,1991,25-29,e6,1,6346.48735216
53,1991,30-34,e1,0,4596.02700135
53,1991,30-34,e1,1,4237.18112488
53,1991,30-34,e2,0,6710.69529304
53,1991,30-34,e2,1,6032.61129203
53,1991,30-34,e3,0,17364.78432803
53,1991,30-34,e3,1,14945.26469306
53,1991,30-34,e4,0,11766.19827031
53,1991,30-34,e4,1,10776.61401805
53,1991,30-34,e5,0,19196.15259339
53,1991,30-34,e5,1,16339.39276653
53,1991,30-34,e6,0,9669.9733224
53,1991,30-34,e6,1,7548.62425175
53,1991,35-39,e1,0,4797.03388711
53,1991,35-39,e1,1,4337.15943364
53,1991,35-39,e2,0,6511.28299296
53,1991,35-39,e2,1,5462.02339747
53,1991,35-39,e3,0,14868.16259705
53,1991,35-39,e3,1,12367.84238493
53,1991,35-39,e4,0,8931.10159324
53,1991,35-39,e4,1,7341.90762199
53,1991,35-39,e5,0,14171.49084758
53,1991,35-39,e5,1,12172.28884516
53,1991,35-39,e6,0,10171.73628752
53,1991,35-39,e6,1,9024.13159449
53,1991,40-44,e1,0,4915.29548982
53,1991,40-44,e1,1,3867.07974661
53,1991,40-44,e2,0,6172.52538445
53,1991,40-44,e2,1,5064.63272183
53,1991,40-44,e3,0,11980.02324334
53,1991,40-44,e3,1,10543.16216617
53,1991,40-44,e4,0,5613.19741102
53,1991,40-44,e4,1,5253.3217018
53,1991,40-44,e5,0,8592.15570268
53,1991,40-44,e5,1,8047.06261637
53,1991,40-44,e6,0,9085.26037992
53,1991,40-44,e6,1,8581.45650859
53,1991,45-49,e1,0,5305.96689367
53,1991,45-49,e1,1,3646.60259234
53,1991,45-49,e2,0,5067.08317798
53,1991,45-49,e2,1,3925.49961039
53,1991,45-49,e3,0,8988.67503541
53,1991,45-49,e3,1,8020.4188098
53,1991,45-49,e4,0,3999.24988014
53,1991,45-49,e4,1,3626.78318134
53,1991,45-49,e5,0,5457.12727187
53,1991,45-49,e5,1,4780.17537202
53,1991,45-49,e6,0,5488.1161439
53,1991,45-49,e6,1,6715.60468549
53,1991,50-54,e1,0,4984.45947621
53,1991,50-54,e1,1,3834.81507439
53,1991,50-54,e2,0,3633.15281329
53,1991,50-54,e2,1,3434.23766535
53,1991,50-54,e3,0,6739.52171913
53,1991,50-54,e3,1,7228.3059626
53,1991,50-54,e4,0,2453.85131146
53,1991,50-54,e4,1,2648.12835443
53,1991,50-54,e5,0,3903.93568715
53,1991,50-54,e5,1,3539.05114494
53,1991,50-54,e6,0,3431.89329627
53,1991,50-54,e6,1,4817.00420711
53,1991,55-59,e1,0,4525.79677587
53,1991,55-59,e1,1,3019.22205788
53,1991,55-59,e2,0,3287.12681184
53,1991,55-59,e2,1,2663.18161437
53,1991,55-59,e3,0,4818.19961992
53,1991,55-59,e3,1,4918.72649291
53,1991,55-59,e4,0,1726.59400122
53,1991,55-59,e4,1,1608.15172967
53,1991,55-59,e5,0,2457.71733842
53,1991,55-59,e5,1,2428.98889484
53,1991,55-59,e6,0,1598.71448224
53,1991,55-59,e6,1,2851.44511104
53,1991,60-64,e1,0,4103.25705155
53,1991,60-64,e1,1,2388.83269076
53,1991,60-64,e2,0,2217.20470963
53,1991,60-64,e2,1,1770.30956878
53,1991,60-64,e3,0,3347.10167149
53,1991,60-64,e3,1,3085.88802706
53,1991,60-64,e4,0,1285.61125368
53,1991,60-64,e4,1,1089.0921908
53,1991,60-64,e5,0,1520.62636051
53,1991,60-64,e5,1,1433.0734959
53,1991,60-64,e6,0,887.3562911399999
53,1991,60-64,e6,1,2193.32779801
53,1991,65-69,e1,0,3410.92429167
53,1991,65-69,e1,1,1923.7352078
53,1991,65-69,e2,0,1459.50457378
53,1991,65-69,e2,1,1293.80900525
53,1991,65-69,e3,0,2258.2103342
53,1991,65-69,e3,1,1880.75199281
