age_group,year,area,npx,sex
15,2048,Acre,0.9979570665518984,female
20,2048,Acre,0.9972247657924498,female
25,2048,Acre,0.9972311156763308,female
30,2048,Acre,0.9962563611662232,female
35,2048,Acre,0.9954123934583968,female
40,2048,Acre,0.9932947612986498,female
45,2048,Acre,0.9889709377084372,female
50,2048,Acre,0.9815098862548544,female
55,2048,Acre,0.9695437011565616,female
60,2048,Acre,0.9529467388182494,female
65,2048,Acre,0.942735341073414,female
70,2048,Acre,0.9134140518296643,female
75,2048,Acre,0.8635850051658024,female
80,2048,Acre,0.7805155872005518,female
85,2048,Acre,0.6584287927745212,female
90,2048,Acre,0,female
0,2049,Acre,0.9900659566268454,female
1,2049,Acre,0.9985242032062716,female
5,2049,Acre,0.9993399851740665,female
10,2049,Acre,0.9987915980487448,female
15,2049,Acre,0.9979665231956445,female
20,2049,Acre,0.9972378085239806,female
25,2049,Acre,0.9972441797452171,female
30,2049,Acre,0.996273492289162,female
35,2049,Acre,0.9954303131496657,female
40,2049,Acre,0.9933163709514924,female
45,2049,Acre,0.9890039577944638,female
50,2049,Acre,0.9815669790473839,female
55,2049,Acre,0.9696431536251985,female
60,2049,Acre,0.953095496518367,female
65,2049,Acre,0.9428667576219909,female
70,2049,Acre,0.9135822694754523,female
75,2049,Acre,0.8638405786421748,female
80,2049,Acre,0.7809366475754527,female
85,2049,Acre,0.6590813050117361,female
90,2049,Acre,0,female
0,2050,Acre,0.9900824152479781,female
1,2050,Acre,0.998530755813663,female
5,2050,Acre,0.9993430004408286,female
10,2050,Acre,0.9987975084432575,female
15,2050,Acre,0.997975309506666,female
20,2050,Acre,0.9972499267655262,female
25,2050,Acre,0.9972563178119414,female
30,2050,Acre,0.9962894091932777,female
35,2050,Acre,0.995446962742817,female
40,2050,Acre,0.9933364490440253,female
45,2050,Acre,0.9890346379592447,female
50,2050,Acre,0.9816200272903187,female
55,2050,Acre,0.9697355645786753,female
60,2050,Acre,0.9532337286005311,female
65,2050,Acre,0.9429888735484382,female
70,2050,Acre,0.9137385881213318,female
75,2050,Acre,0.8640780964930854,female
80,2050,Acre,0.7813280360879952,female
85,2050,Acre,0.6596880188060192,female
90,2050,Acre,0,female
0,2051,Acre,0.9900971566195836,female
1,2051,Acre,0.9985368436184069,female
5,2051,Acre,0.9993458018084023,female
10,2051,Acre,0.9988029995772494,female
15,2051,Acre,0.9979834725734614,female
20,2051,Acre,0.9972611854534548,female
25,2051,Acre,0.9972675949190533,female
30,2051,Acre,0.996304197156893,female
35,2051,Acre,0.9954624314389866,female
40,2051,Acre,0.9933551031304071,female
45,2051,Acre,0.9890631424773921,female
50,2051,Acre,0.9816693147602602,female
55,2051,Acre,0.969821427537709,female
60,2051,Acre,0.9533621718362256,female
65,2051,Acre,0.9431023401530769,female
70,2051,Acre,0.913883840186181,female
75,2051,Acre,0.8642988187407994,female
80,2051,Acre,0.7816918131254292,female
85,2051,Acre,0.6602520892294248,female
90,2051,Acre,0,female
0,2052,Acre,0.9901103593004752,female
1,2052,Acre,0.9985424993059328,female
5,2052,Acre,0.9993484043203715,female
10,2052,Acre,0.9988081009353077,female
15,2052,Acre,0.9979910562226961,female
20,2052,Acre,0.9972716450267693,female
25,2052,Acre,0.9972780716043876,female
30,2052,Acre,0.9963179355533113,female
35,2052,Acre,0.995476802262902,female
40,2052,Acre,0.9933724333189613,female
45,2052,Acre,0.9890896242574428,female
50,2052,Acre,0.9817151056230602,female
55,2052,Acre,0.9699012019906064,female
60,2052,Acre,0.9534815123195501,female
65,2052,Acre,0.9432077638998599,female
70,2052,Acre,0.9140188008994332,female
75,2052,Acre,0.864503919265673,female
80,2052,Acre,0.7820298996254516,female
85,2052,Acre,0.6607764612551472,female
90,2052,Acre,0,female
0,2053,Acre,0.9901221834048595,female
1,2053,Acre,0.9985477532936561,female
5,2053,Acre,0.9993508219761895,female
10,2053,Acre,0.9988128399558714,female
15,2053,Acre,0.9979981012400156,female
20,2053,Acre,0.9972813617314513,female
25,2053,Acre,0.9972878042059058,female
30,2053,Acre,0.9963306982502556,female
35,2053,Acre,0.9954901524806454,female
40,2053,Acre,0.9933885327756145,female
45,2053,Acre,0.9891142256094687,female
50,2053,Acre,0.9817576457549848,female
55,2053,Acre,0.9699753156759532,female
60,2053,Acre,0.953592388848546,female
65,2053,Acre,0.9433057094132099,female
70,2053,Acre,0.9141441921076798,female
75,2053,Acre,0.8646944914812851,female
80,2053,Acre,0.7823440860691282,female
85,2053,Acre,0.6612638828322885,female
90,2053,Acre,0,female
0,2054,Acre,0.9901327724834131,female
1,2054,Acre,0.9985526338849742,female
5,2054,Acre,0.9993530678021106,female
10,2054,Acre,0.9988172421701953,female
15,2054,Acre,0.9980046455765176,female
20,2054,Acre,0.9972903879050543,female
25,2054,Acre,0.9972968451467529,female
30,2054,Acre,0.9963425539834077,female
35,2054,Acre,0.9955025539903333,female
40,2054,Acre,0.9934034881947225,female
45,2054,Acre,0.9891370789630869,female
50,2054,Acre,0.9817971639789623,female
55,2054,Acre,0.9700441667199842,female
60,2054,Acre,0.9536953960937455,female
65,2054,Acre,0.9433967022855427,female
70,2054,Acre,0.914260685843024,female
75,2054,Acre,0.8648715536625576,female
80,2054,Acre,0.7826360409511355,female
85,2054,Acre,0.661716917267674,female
90,2054,Acre,0,female
0,2055,Acre,0.9901422552173411,female
1,2055,Acre,0.9985571674132012,female
5,2055,Acre,0.9993551539174843,female
10,2055,Acre,0.9988213313322308,female
15,2055,Acre,0.9980107245417364,female
20,2055,Acre,0.99729877224272,female
25,2055,Acre,0.9973052432017083,female
30,2055,Acre,0.996353566705583,female
35,2055,Acre,0.9955140736873193,female
40,2055,Acre,0.9934173802392147,female
45,2055,Acre,0.9891583075387862,female
50,2055,Acre,0.9818338732208423,female
55,2055,Acre,0.9701081256368673,female
60,2055,Acre,0.9537910875656388,female
65,2055,Acre,0.9434812317059863,female
70,2055,Acre,0.9143689076660942,female
75,2055,Acre,0.8650360539444742,female
80,2055,Acre,0.7829073187498314,female
85,2055,Acre,0.6621379549343531,female
90,2055,Acre,0,female
0,2056,Acre,0.9901507469430386,female
1,2056,Acre,0.9985613783760515,female
5,2056,Acre,0.9993570915966905,female
10,2056,Acre,0.9988251295399746,female
15,2056,Acre,0.9980163709839553,female
20,2056,Acre,0.9973065600457374,female
25,2056,Acre,0.9973130437461514,female
30,2056,Acre,0.9963637959130096,female
35,2056,Acre,0.9955247738054516,female
40,2056,Acre,0.9934302839519,female
45,2056,Acre,0.9891780259753604,female
50,2056,Acre,0.9818679715903919,female
55,2056,Acre,0.9701675371998293,female
60,2056,Acre,0.9538799783923811,female
65,2056,Acre,0.9435597529204558,female
70,2056,Acre,0.9144694397962443,female
75,2056,Acre,0.865188875008686,female
80,2056,Acre,0.78315936741998,female
85,2056,Acre,0.6625292243287975,female
90,2056,Acre,0,female
0,2057,Acre,0.9901583510235205,female
1,2057,Acre,0.9985652895612469,female
5,2057,Acre,0.9993588913269835,female
10,2057,Acre,0.9988286573488038,female
15,2057,Acre,0.9980216154586201,female
20,2057,Acre,0.997313793453709,female
25,2057,Acre,0.997320288988606,female
30,2057,Acre,0.9963732969501023,female
35,2057,Acre,0.9955347122358429,female
40,2057,Acre,0.9934422691396855,female
45,2057,Acre,0.9891963409161002,female
50,2057,Acre,0.9818996433915294,female
55,2057,Acre,0.9702227221906943,female
60,2057,Acre,0.9539625479186036,female
65,2057,Acre,0.9436326895328168,female
70,2057,Acre,0.9145628240409817,female
75,2057,Acre,0.8653308384747898,female
80,2057,Acre,0.783393535430843,female
85,2057,Acre,0.6628928025003261,female
90,2057,Acre,0,female
0,2058,Acre,0.9901651600813967,female
1,2058,Acre,0.9985689221637974,female
5,2058,Acre,0.9993605628624982,female
10,2058,Acre,0.9988319338772957,female
15,2058,Acre,0.9980264863855884,female
20,2058,Acre,0.997320511661337,female
25,2058,Acre,0.9973270181878815,female
30,2058,Acre,0.9963821212940593,female
35,2058,Acre,0.995543942824538,female
40,2058,Acre,0.9934534007323749,female
45,2058,Acre,0.98921335155627,female
50,2058,Acre,0.9819290600660887,female
55,2058,Acre,0.9702739790350903,female
60,2058,Acre,0.954039242135766,female
65,2058,Acre,0.9437004356564798,female
70,2058,Acre,0.9146495645362274,female
75,2058,Acre,0.8654627090125864,female
80,2058,Acre,0.7836110783722118,female
85,2058,Acre,0.6632306248775386,female
90,2058,Acre,0,female
0,2059,Acre,0.9901712571068719,female
1,2059,Acre,0.9985722958954747,female
5,2059,Acre,0.9993621152746582,female
10,2059,Acre,0.9988349769060012,female
15,2059,Acre,0.9980310101959122,female
20,2059,Acre,0.9973267511207845,female
25,2059,Acre,0.9973332678557635,female
30,2059,Acre,0.9963903168205331,female
35,2059,Acre,0.9955525156503892,female
40,2059,Acre,0.993463739117622,female
45,2059,Acre,0.989229150154261,female
50,2059,Acre,0.9819563810751833,female
55,2059,Acre,0.9703215853302076,female
60,2059,Acre,0.9541104759540093,female
65,2059,Acre,0.9437633579253204,female
70,2059,Acre,0.9147301303084788,female
75,2059,Acre,0.8655851981910033,female
80,2059,Acre,0.7838131651504818,female
85,2059,Acre,0.6635444945171212,female
90,2059,Acre,0,female
0,2060,Acre,0.9901767164530413,female
1,2060,Acre,0.9985754290869683,female
5,2060,Acre,0.9993635569992121,female
10,2060,Acre,0.998837802969612,female
15,2060,Acre,0.9980352114688102,female
20,2060,Acre,0.99733254573052,female
25,2060,Acre,0.9973390719461681,female
30,2060,Acre,0.9963979280515654,female
35,2060,Acre,0.995560477284382,female
40,2060,Acre,0.9934733404535364,female
45,2060,Acre,0.9892438225086906,female
50,2060,Acre,0.9819817547220403,female
55,2060,Acre,0.9703657992716817,female
60,2060,Acre,0.9541766353250265,female
65,2060,Acre,0.9438217973724277,female
70,2060,Acre,0.914804957669488,female
75,2060,Acre,0.8656989680788109,female
80,2060,Acre,0.7840008837964534,female
85,2060,Acre,0.6638360908008705,female
90,2060,Acre,0,female
0,2010,Alagoas,0.9673968487413335,male
1,2010,Alagoas,0.9964299223414093,male
5,2010,Alagoas,0.9977409274265732,male
10,2010,Alagoas,0.9977444682527037,male
15,2010,Alagoas,0.9834785644555122,male
20,2010,Alagoas,0.9718963844764102,male
25,2010,Alagoas,0.9738001128269662,male
30,2010,Alagoas,0.9747817586557009,male
35,2010,Alagoas,0.9728948170105267,male
40,2010,Alagoas,0.9647484162054781,male
45,2010,Alagoas,0.9547422682906078,male
50,2010,Alagoas,0.9433774356554822,male
55,2010,Alagoas,0.9182501846363286,male
60,2010,Alagoas,0.8902439865886427,male
65,2010,Alagoas,0.8552652758615255,male
70,2010,Alagoas,0.7822806763713692,male
75,2010,Alagoas,0.6987701307351424,male
80,2010,Alagoas,0.5813585649443107,male
85,2010,Alagoas,0.4511309203034324,male
90,2010,Alagoas,0,male
0,2011,Alagoas,0.9700342733155448,male
1,2011,Alagoas,0.9964934810287307,male
5,2011,Alagoas,0.9977806611151168,male
10,2011,Alagoas,0.9977831547731325,male
15,2011,Alagoas,0.9837722077369132,male
20,2011,Alagoas,0.9723941004791454,male
25,2011,Alagoas,0.9742677234994913,male
30,2011,Alagoas,0.975227133046232,male
35,2011,Alagoas,0.9733602797529818,male
40,2011,Alagoas,0.965332810013142,male
45,2011,Alagoas,0.9554431030848851,male
50,2011,Alagoas,0.9441938110185595,male
55,2011,Alagoas,0.9193531882102849,male
60,2011,Alagoas,0.8915706040530509,male
65,2011,Alagoas,0.8568621810447432,male
70,2011,Alagoas,0.7844869757469899,male
75,2011,Alagoas,0.7014659659006419,male
80,2011,Alagoas,0.5846354162398633,male
85,2011,Alagoas,0.4546923387471117,male
90,2011,Alagoas,0,male
0,2012,Alagoas,0.9724063898842924,male
1,2012,Alagoas,0.9965590312814745,male
5,2012,Alagoas,0.9978216351554456,male
10,2012,Alagoas,0.9978230489138109,male
15,2012,Alagoas,0.984075096405101,male
20,2012,Alagoas,0.9729075959545037,male
25,2012,Alagoas,0.9747501440077375,male
30,2012,Alagoas,0.9756866024018733,male
35,2012,Alagoas,0.9738404833475423,male
40,2012,Alagoas,0.9659357864607515,male
45,2012,Alagoas,0.9561663128626415,male
50,2012,Alagoas,0.9450363554639609,male
55,2012,Alagoas,0.920491907073174,male
60,2012,Alagoas,0.8929405302722303,male
65,2012,Alagoas,0.8585117511911634,male
70,2012,Alagoas,0.7867677842296597,male
75,2012,Alagoas,0.7042548188215807,male
80,2012,Alagoas,0.5880286757984178,male
85,2012,Alagoas,0.458383137830937,male
90,2012,Alagoas,0,male
0,2013,Alagoas,0.974530287595952,male
1,2013,Alagoas,0.9966262121981372,male
5,2013,Alagoas,0.9978636241468376,male
10,2013,Alagoas,0.997863931211057,male
15,2013,Alagoas,0.9843855708803884,male
20,2013,Alagoas,0.973434066604135,male
25,2013,Alagoas,0.9752447384675477,male
30,2013,Alagoas,0.9761576553378656,male
35,2013,Alagoas,0.9743328039416854,male
40,2013,Alagoas,0.9665540572816214,male
45,2013,Alagoas,0.9569079613624648,male
50,2013,Alagoas,0.9459004922806397,male
55,2013,Alagoas,0.9216601867614453,male
60,2013,Alagoas,0.8943463920835618,male
65,2013,Alagoas,0.8602051551788938,male
70,2013,Alagoas,0.7891110489395928,male
75,2013,Alagoas,0.707122134803167,male
80,2013,Alagoas,0.5915209529372256,male
85,2013,Alagoas,0.46218468251694433,male
90,2013,Alagoas,0,male
0,2014,Alagoas,0.9764239602335556,male
1,2014,Alagoas,0.9966946440976904,male
5,2014,Alagoas,0.9979063909926507,male
10,2014,Alagoas,0.9979055708144347,male
15,2014,Alagoas,0.984701883436469,male
20,2014,Alagoas,0.9739705563730254,male
25,2014,Alagoas,0.9757487287448351,male
30,2014,Alagoas,0.9766376452130281,male
35,2014,Alagoas,0.9748344761069917,male
40,2014,Alagoas,0.9671841548358704,male
45,2014,Alagoas,0.9576638952807124,male
50,2014,Alagoas,0.9467813896749925,male
55,2014,Alagoas,0.9228515205208249,male
60,2014,Alagoas,0.8957803851232292,male
65,2014,Alagoas,0.8619330315964486,male
70,2014,Alagoas,0.7915039479061352,male
75,2014,Alagoas,0.7100523788463241,male
80,2014,Alagoas,0.5950935981216159,male
85,2014,Alagoas,0.4660769132225363,male
90,2014,Alagoas,0,male
0,2015,Alagoas,0.9781058016893075,male
1,2015,Alagoas,0.9967639437227741,male
5,2015,Alagoas,0.9979496963956481,male
10,2015,Alagoas,0.9979477347319046,male
15,2015,Alagoas,0.9850222682395993,male
20,2015,Alagoas,0.9745140759743343,male
25,2015,Alagoas,0.9762593058378628,male
30,2015,Alagoas,0.9771238962340646,male
35,2015,Alagoas,0.9753427037114728,male
40,2015,Alagoas,0.9678225711791238,male
45,2015,Alagoas,0.9584299108897182,male
50,2015,Alagoas,0.9476741546678835,male
55,2015,Alagoas,0.9240593106204681,male
60,2015,Alagoas,0.8972345874503252,male
65,2015,Alagoas,0.8636858652335061,male
70,2015,Alagoas,0.793933406688981,male
75,2015,Alagoas,0.7130296626517252,male
80,2015,Alagoas,0.5987274574691801,male
85,2015,Alagoas,0.4700391589130454,male
90,2015,Alagoas,0,male
0,2016,Alagoas,0.97959416991059,male
1,2016,Alagoas,0.9968339587041858,male
5,2016,Alagoas,0.9979934453315782,male
10,2016,Alagoas,0.9979903304423179,male
15,2016,Alagoas,0.9853460253564371,male
20,2016,Alagoas,0.9750634423542208,male
25,2016,Alagoas,0.9767753577846539,male
30,2016,Alagoas,0.9776153489903714,male
35,2016,Alagoas,0.9758563798714918,male
40,2016,Alagoas,0.9684679189391306,male
45,2016,Alagoas,0.95920434720643,male
50,2016,Alagoas,0.9485768558129611,male
55,2016,Alagoas,0.9252809592667417,male
60,2016,Alagoas,0.8987058866328684,male
65,2016,Alagoas,0.8654599282962192,male
70,2016,Alagoas,0.7963943404880921,male
75,2016,Alagoas,0.7160478535388474,male
80,2016,Alagoas,0.6024152246162023,male
85,2016,Alagoas,0.4740636165555906,male
90,2016,Alagoas,0,male
0,2017,Alagoas,0.980907023841409,male
1,2017,Alagoas,0.9969039809671412,male
5,2017,Alagoas,0.9980371956231477,male
10,2017,Alagoas,0.9980329274234637,male
15,2017,Alagoas,0.9856698839516342,male
20,2017,Alagoas,0.9756131074764222,male
25,2017,Alagoas,0.9772916726962796,male
30,2017,Alagoas,0.9781070398289804,male
35,2017,Alagoas,0.9763703166740204,male
40,2017,Alagoas,0.9691136818486221,male
45,2017,Alagoas,0.9599793863174167,male
50,2017,Alagoas,0.9494803825304061,male
55,2017,Alagoas,0.9265041445529099,male
60,2017,Alagoas,0.9001794506747608,male
65,2017,Alagoas,0.8672373492916623,male
70,2017,Alagoas,0.7988620037763775,male
75,2017,Alagoas,0.7190766598533225,male
80,2017,Alagoas,0.60611999660425,male
85,2017,Alagoas,0.4781101178612096,male
90,2017,Alagoas,0,male
0,2018,Alagoas,0.9820616348200191,male
1,2018,Alagoas,0.9969731336655733,male
5,2018,Alagoas,0.9980803997266647,male
10,2018,Alagoas,0.9980749925664766,male
15,2018,Alagoas,0.9859897892065492,male
20,2018,Alagoas,0.9761561871426885,male
25,2018,Alagoas,0.9778017843668939,male
30,2018,Alagoas,0.9785928111428217,male
35,2018,Alagoas,0.9768780777152021,male
40,2018,Alagoas,0.9697517710590815,male
45,2018,Alagoas,0.9607453183198819,male
50,2018,Alagoas,0.9503734131981414,male
55,2018,Alagoas,0.9277135328856637,male
60,2018,Alagoas,0.9016368012532592,male
65,2018,Alagoas,0.8689958310192201,male
70,2018,Alagoas,0.8013054158895809,male
75,2018,Alagoas,0.7220780336077717,male
80,2018,Alagoas,0.6097952069257337,male
85,2018,Alagoas,0.4821277877815864,male
90,2018,Alagoas,0,male
0,2019,Alagoas,0.9830743702320076,male
1,2019,Alagoas,0.9970424767203726,male
5,2019,Alagoas,0.9981237199717325,male
10,2019,Alagoas,0.9981171707411329,male
15,2019,Alagoas,0.9863106440467501,male
20,2019,Alagoas,0.9767010029835321,male
25,2019,Alagoas,0.9783135094901818,male
30,2019,Alagoas,0.9790801068102293,male
35,2019,Alagoas,0.9773874436835908,male
40,2019,Alagoas,0.9703919632010239,male
45,2019,Alagoas,0.9615138772927198,male
50,2019,Alagoas,0.9512696275387669,male
55,2019,Alagoas,0.9289276452014522,male
60,2019,Alagoas,0.903100252259653,male
65,2019,Alagoas,0.8707622919720429,male
70,2019,Alagoas,0.803761963574878,male
75,2019,Alagoas,0.7250978857516285,male
80,2019,Alagoas,0.6134970626423057,male
85,2019,Alagoas,0.486178071189976,male
90,2019,Alagoas,0,male
0,2020,Alagoas,0.9839605439231419,male
1,2020,Alagoas,0.9971108735957371,male
5,2020,Alagoas,0.9981664465955294,male
10,2020,Alagoas,0.998158770897189,male
15,2020,Alagoas,0.9866271901186554,male
20,2020,Alagoas,0.9772386243435801,male
25,2020,Alagoas,0.9788184600961143,male
30,2020,Alagoas,0.9795609394808851,male
35,2020,Alagoas,0.9778900652958104,male
40,2020,Alagoas,0.9710237632704858,male
45,2020,Alagoas,0.9622724623599139,male
50,2020,Alagoas,0.9521543300065997,male
55,2020,Alagoas,0.9301265677457664,male
60,2020,Alagoas,0.9045457952217633,male
65,2020,Alagoas,0.8725077455453195,male
70,2020,Alagoas,0.806191316231089,male
75,2020,Alagoas,0.7280866202049564,male
80,2020,Alagoas,0.6171647481825392,male
85,2020,Alagoas,0.49019442224812015,male
90,2020,Alagoas,0,male
0,2021,Alagoas,0.9847343254742065,male
1,2021,Alagoas,0.9971783054925463,male
5,2021,Alagoas,0.9982085680693543,male
10,2021,Alagoas,0.9981997818118661,male
15,2021,Alagoas,0.9869393383707894,male
20,2021,Alagoas,0.9777688950245669,male
25,2021,Alagoas,0.9793164901649616,male
30,2021,Alagoas,0.9800351705902984,male
35,2021,Alagoas,0.9783857972488877,male
40,2021,Alagoas,0.971646985221211,male
45,2021,Alagoas,0.9630208461227691,male
50,2021,Alagoas,0.9530272507174514,male
55,2021,Alagoas,0.9313099190689654,male
60,2021,Alagoas,0.9059729550449802,male
65,2021,Alagoas,0.8742315956102156,male
70,2021,Alagoas,0.808592573113161,male
75,2021,Alagoas,0.7310430529034002,male
80,2021,Alagoas,0.6207966909462093,male
85,2021,Alagoas,0.49417502492508925,male
90,2021,Alagoas,0,male
0,2022,Alagoas,0.9854086990899529,male
1,2022,Alagoas,0.9972449890906724,male
5,2022,Alagoas,0.9982502199184164,male
10,2022,Alagoas,0.9982403354389129,male
15,2022,Alagoas,0.9872480899163512,male
20,2022,Alagoas,0.978293511319676,male
25,2022,Alagoas,0.9798091934609572,male
30,2022,Alagoas,0.9805043181674682,male
35,2022,Alagoas,0.9788762259909796,male
40,2022,Alagoas,0.972263620495739,male
45,2022,Alagoas,0.9637614164206637,male
50,2022,Alagoas,0.9538911707399202,male
55,2022,Alagoas,0.9324814554149834,male
60,2022,Alagoas,0.9073862485344208,male
65,2022,Alagoas,0.8759392782492441,male
70,2022,Alagoas,0.8109732443585874,male
75,2022,Alagoas,0.7339763643870199,male
80,2022,Alagoas,0.6244040661666672,male
85,2022,Alagoas,0.49813204734887606,male
90,2022,Alagoas,0,male
0,2023,Alagoas,0.9859954624707705,male
1,2023,Alagoas,0.9973099617300096,male
5,2023,Alagoas,0.998290801077211,male
10,2023,Alagoas,0.9982798465634016,male
15,2023,Alagoas,0.987548984700098,male
20,2023,Alagoas,0.9788048886767586,male
25,2023,Alagoas,0.9802894476744657,male
30,2023,Alagoas,0.9809616010202207,male
35,2023,Alagoas,0.9793542621469733,male
40,2023,Alagoas,0.9728647510531402,male
45,2023,Alagoas,0.9644834577219319,male
50,2023,Alagoas,0.9547335838109876,male
55,2023,Alagoas,0.9336241973209968,male
60,2023,Alagoas,0.9087651727951663,male
65,2023,Alagoas,0.8776059906108244,male
70,2023,Alagoas,0.813298658501574,male
75,2023,Alagoas,0.7368437317957672,male
80,2023,Alagoas,0.6279340430996037,male
85,2023,Alagoas,0.5020074015020928,male
90,2023,Alagoas,0,male
0,2024,Alagoas,0.9865052564078155,male
1,2024,Alagoas,0.9973734458914173,male
5,2024,Alagoas,0.9983304507019288,male
10,2024,Alagoas,0.9983184506754206,male
15,2024,Alagoas,0.9878430487013867,male
20,2024,Alagoas,0.9793047627795067,male
25,2024,Alagoas,0.9807588839643845,male
30,2024,Alagoas,0.9814085730640094,male
35,2024,Alagoas,0.9798215294122425,male
40,2024,Alagoas,0.9734524131761987,male
45,2024,Alagoas,0.9651894093311235,male
50,2024,Alagoas,0.9555573282175295,male
55,2024,Alagoas,0.9347419689225611,male
60,2024,Alagoas,0.9101143168542496,male
65,2024,Alagoas,0.8792372412327853,male
70,2024,Alagoas,0.8155763767377666,male
75,2024,Alagoas,0.739654340172607,male
80,2024,Alagoas,0.6313976998385158,male
85,2024,Alagoas,0.5058130577883768,male
90,2024,Alagoas,0,male
0,2025,Alagoas,0.9869476167231183,male
1,2025,Alagoas,0.9974353318385573,male
5,2025,Alagoas,0.9983691004414108,male
10,2025,Alagoas,0.9983560812290976,male
15,2025,Alagoas,0.9881297695165947,male
20,2025,Alagoas,0.9797922550758057,male
25,2025,Alagoas,0.9812166783213382,male
30,2025,Alagoas,0.9818444504537623,male
35,2025,Alagoas,0.9802772076506692,male
40,2025,Alagoas,0.9740255702192112,male
45,2025,Alagoas,0.9658780197611293,male
50,2025,Alagoas,0.9563609364176249,male
55,2025,Alagoas,0.9358327542975627,male
60,2025,Alagoas,0.9114312234477714,male
65,2025,Alagoas,0.8808300229052487,male
70,2025,Alagoas,0.8178020823883234,male
75,2025,Alagoas,0.7424027317382424,male
80,2025,Alagoas,0.6347880923408045,male
85,2025,Alagoas,0.50954120398005,male
90,2025,Alagoas,0,male
0,2026,Alagoas,0.9873310413380011,male
1,2026,Alagoas,0.9974955343340427,male
5,2026,Alagoas,0.9984066972384464,male
10,2026,Alagoas,0.9983926865693861,male
15,2026,Alagoas,0.9884087478677802,male
20,2026,Alagoas,0.9802666788825329,male
25,2026,Alagoas,0.9816621869826441,male
30,2026,Alagoas,0.9822686210079971,male
35,2026,Alagoas,0.9807206561438189,male
40,2026,Alagoas,0.9745834108787973,male
45,2026,Alagoas,0.9665483078583745,male
50,2026,Alagoas,0.9571432558715626,male
55,2026,Alagoas,0.9368949634285169,male
60,2026,Alagoas,0.9127139478121306,male
65,2026,Alagoas,0.8823819456385479,male
70,2026,Alagoas,0.8199723120390974,male
75,2026,Alagoas,0.7450844911149246,male
80,2026,Alagoas,0.63809954178342565,male
85,2026,Alagoas,0.5131853999558562,male
90,2026,Alagoas,0,male
0,2027,Alagoas,0.9876630665144591,male
1,2027,Alagoas,0.9975539899452428,male
5,2027,Alagoas,0.9984432016457129,male
10,2027,Alagoas,0.9984282282923267,male
15,2027,Alagoas,0.9886796852695445,male
20,2027,Alagoas,0.9807275186383086,male
25,2027,Alagoas,0.9820949269180066,male
30,2027,Alagoas,0.9826806256071157,male
35,2027,Alagoas,0.98115139416489,male
40,2027,Alagoas,0.975125324913602,male
45,2027,Alagoas,0.9671995338156008,male
50,2027,Alagoas,0.9579034154302826,male
55,2027,Alagoas,0.9379273873206369,male
60,2027,Alagoas,0.9139610042319507,male
65,2027,Alagoas,0.8838911731282603,male
70,2027,Alagoas,0.822084370467553,male
75,2027,Alagoas,0.7476961445279822,male
80,2027,Alagoas,0.6413275175325825,male
85,2027,Alagoas,0.5167404553520233,male
90,2027,Alagoas,0,male
0,2028,Alagoas,0.9879503475463353,male
1,2028,Alagoas,0.9976106544232168,male
5,2028,Alagoas,0.998478586187812,male
10,2028,Alagoas,0.9984626796502064,male
15,2028,Alagoas,0.988942372010683,male
20,2028,Alagoas,0.9811744096541428,male
25,2028,Alagoas,0.9825145567879618,male
30,2028,Alagoas,0.9830801400454461,male
35,2028,Alagoas,0.9815690820235525,male
40,2028,Alagoas,0.9756508794305572,male
45,2028,Alagoas,0.9678311708347643,male
50,2028,Alagoas,0.9586407924467372,male
55,2028,Alagoas,0.9389291539800048,male
60,2028,Alagoas,0.9151713135080155,male
65,2028,Alagoas,0.8853563601556509,male
70,2028,Alagoas,0.8241362463021942,male
75,2028,Alagoas,0.7502350592768471,male
80,2028,Alagoas,0.6444685194010717,male
85,2028,Alagoas,0.5202023055669298,male
90,2028,Alagoas,0,male
0,2029,Alagoas,0.9881987402998723,male
1,2029,Alagoas,0.99766550022148,male
5,2029,Alagoas,0.9985128338110001,male
10,2029,Alagoas,0.9984960240421106,male
15,2029,Alagoas,0.9891966757609315,male
20,2029,Alagoas,0.9816071188918822,male
25,2029,Alagoas,0.9829208588723791,male
30,2029,Alagoas,0.9834669578103062,male
35,2029,Alagoas,0.9819735030766684,male
40,2029,Alagoas,0.9761597963618646,male
45,2029,Alagoas,0.9684428781917627,male
50,2029,Alagoas,0.9593549814894999,male
55,2029,Alagoas,0.9398996864521741,male
60,2029,Alagoas,0.9163441528006332,male
65,2029,Alagoas,0.8867765926926628,male
70,2029,Alagoas,0.8261265309117675,male
75,2029,Alagoas,0.7526993465816566,male
80,2029,Alagoas,0.6475199630508773,male
85,2029,Alagoas,0.5235678903727394,male
90,2029,Alagoas,0,male
0,2030,Alagoas,0.9884133809749069,male
1,2030,Alagoas,0.9977185141949411,male
5,2030,Alagoas,0.9985459364457353,male
10,2030,Alagoas,0.9985282536143311,male
15,2030,Alagoas,0.9894425309916792,male
20,2030,Alagoas,0.9820255270948971,male
25,2030,Alagoas,0.9833137222732361,male
30,2030,Alagoas,0.9838409740774212,male
35,2030,Alagoas,0.982364547007671,male
40,2030,Alagoas,0.9766519315157988,male
45,2030,Alagoas,0.9690344761659065,male
50,2030,Alagoas,0.960045765201915,male
55,2030,Alagoas,0.9408386636688607,male
60,2030,Alagoas,0.9174791087607969,male
65,2030,Alagoas,0.8881513318291141,male
70,2030,Alagoas,0.8280543421294777,male
