region,Time,sex,edu,agest,nSx
22,2040,f,e2,10,0.9993434143034384
23,2040,f,e2,10,0.9996755790671364
24,2040,f,e2,10,1
25,2040,f,e2,10,0.9998118585000408
26,2040,f,e2,10,0.9999924336420845
27,2040,f,e2,10,0.9997178347594
28,2040,f,e2,10,0.9999395798141416
29,2040,f,e2,10,0.9997858385987146
31,2040,f,e2,10,1
32,2040,f,e2,10,1
33,2040,f,e2,10,1
35,2040,f,e2,10,1
41,2040,f,e2,10,1
42,2040,f,e2,10,1
43,2040,f,e2,10,1
50,2040,f,e2,10,0.9999082004790952
51,2040,f,e2,10,0.9999288770035692
52,2040,f,e2,10,0.9998089381348468
53,2040,f,e2,10,1
11,2045,f,e2,10,0.9993768488522096
12,2045,f,e2,10,0.999330997712752
13,2045,f,e2,10,0.9992213983332048
14,2045,f,e2,10,0.9994882332682808
15,2045,f,e2,10,0.999398313988408
16,2045,f,e2,10,0.9994528788421436
17,2045,f,e2,10,0.999502543341437
21,2045,f,e2,10,0.9992280055143016
22,2045,f,e2,10,0.9994014271070072
23,2045,f,e2,10,0.9996895510196874
24,2045,f,e2,10,1
25,2045,f,e2,10,0.9998234876481
26,2045,f,e2,10,0.9999818011356908
27,2045,f,e2,10,0.9997392602845416
28,2045,f,e2,10,0.9999426841055314
29,2045,f,e2,10,0.9997833519709592
31,2045,f,e2,10,1
32,2045,f,e2,10,1
33,2045,f,e2,10,1
35,2045,f,e2,10,1
41,2045,f,e2,10,1
42,2045,f,e2,10,1
43,2045,f,e2,10,1
50,2045,f,e2,10,0.9999252473875758
51,2045,f,e2,10,0.9999498353566462
52,2045,f,e2,10,0.9998360222636892
53,2045,f,e2,10,1
11,2050,f,e2,10,0.999406964319156
12,2050,f,e2,10,0.9993195786928796
13,2050,f,e2,10,0.9992550580297846
14,2050,f,e2,10,0.9995188988534948
15,2050,f,e2,10,0.9994148091416
16,2050,f,e2,10,0.9994557637205524
17,2050,f,e2,10,0.9995037046482388
21,2050,f,e2,10,0.9992926801380642
22,2050,f,e2,10,0.9994486574110356
23,2050,f,e2,10,0.9996947345639136
24,2050,f,e2,10,1
25,2050,f,e2,10,0.9998237471131362
26,2050,f,e2,10,0.9999627997693392
27,2050,f,e2,10,0.9997451944071308
28,2050,f,e2,10,0.999938823985846
29,2050,f,e2,10,0.99977307466515
31,2050,f,e2,10,1
32,2050,f,e2,10,1
33,2050,f,e2,10,1
35,2050,f,e2,10,1
41,2050,f,e2,10,1
42,2050,f,e2,10,1
43,2050,f,e2,10,1
50,2050,f,e2,10,0.999932231920509
51,2050,f,e2,10,0.9999635895056812
52,2050,f,e2,10,0.9998595568437088
53,2050,f,e2,10,1
11,2055,f,e2,10,0.9994493290915384
12,2055,f,e2,10,0.9993183572002374
13,2055,f,e2,10,0.9992944530108068
14,2055,f,e2,10,0.9995550512601096
15,2055,f,e2,10,0.9994402602559056
16,2055,f,e2,10,0.9994691675006436
17,2055,f,e2,10,0.9995144900918924
21,2055,f,e2,10,0.9993611256213016
22,2055,f,e2,10,0.9995041975887552
23,2055,f,e2,10,0.9997108865251696
24,2055,f,e2,10,0.9999832507894256
25,2055,f,e2,10,0.999833723241431
26,2055,f,e2,10,0.9999566230411142
27,2055,f,e2,10,0.9997579617286304
28,2055,f,e2,10,0.9999474860590388
29,2055,f,e2,10,0.999775170406379
31,2055,f,e2,10,1
32,2055,f,e2,10,1
33,2055,f,e2,10,1
35,2055,f,e2,10,1
41,2055,f,e2,10,1
42,2055,f,e2,10,1
43,2055,f,e2,10,1
50,2055,f,e2,10,0.9999494128127672
51,2055,f,e2,10,0.9999891669547114
52,2055,f,e2,10,0.9998972882376554
53,2055,f,e2,10,1
11,2010,m,e2,10,0.995030355655214
12,2010,m,e2,10,0.994815351963441
13,2010,m,e2,10,0.9949506105543968
14,2010,m,e2,10,0.9944178164723686
15,2010,m,e2,10,0.9936720948061802
16,2010,m,e2,10,0.9927507418522988
17,2010,m,e2,10,0.9954172806325536
21,2010,m,e2,10,0.9955874326178694
22,2010,m,e2,10,0.9949668764476828
23,2010,m,e2,10,0.994755899733065
24,2010,m,e2,10,0.9960668867349752
25,2010,m,e2,10,0.9938035677794675
26,2010,m,e2,10,0.9939359305598616
27,2010,m,e2,10,0.9923023479461304
28,2010,m,e2,10,0.9955136675186465
29,2010,m,e2,10,0.9929905531531068
31,2010,m,e2,10,0.9973464916322669
32,2010,m,e2,10,0.9941066357135984
33,2010,m,e2,10,0.996117402915405
35,2010,m,e2,10,0.998444073224626
41,2010,m,e2,10,0.9960301982703528
42,2010,m,e2,10,0.9982077049800292
43,2010,m,e2,10,0.9977326946265752
50,2010,m,e2,10,0.9959750816360796
51,2010,m,e2,10,0.995369840680051
52,2010,m,e2,10,0.9950921992800148
53,2010,m,e2,10,0.995699811643208
11,2015,m,e2,10,0.9948409607310106
12,2015,m,e2,10,0.9951088709618954
13,2015,m,e2,10,0.9948116521008464
14,2015,m,e2,10,0.9948367725596596
15,2015,m,e2,10,0.9933904907275348
16,2015,m,e2,10,0.9935546236734408
17,2015,m,e2,10,0.9954561472154522
21,2015,m,e2,10,0.9953838807713692
22,2015,m,e2,10,0.994530279823544
23,2015,m,e2,10,0.9946022925750362
24,2015,m,e2,10,0.9959021556468104
25,2015,m,e2,10,0.9939640492511695
26,2015,m,e2,10,0.9946578021307404
27,2015,m,e2,10,0.9925223862390246
28,2015,m,e2,10,0.9952966898676632
29,2015,m,e2,10,0.992873432080384
31,2015,m,e2,10,0.9972865279327668
32,2015,m,e2,10,0.9948803685004536
33,2015,m,e2,10,0.9964107365907192
35,2015,m,e2,10,0.9983651638830402
41,2015,m,e2,10,0.9961766726892528
42,2015,m,e2,10,0.9981923184200135
43,2015,m,e2,10,0.9976683532253496
50,2015,m,e2,10,0.9960084639696116
51,2015,m,e2,10,0.9953979557514232
52,2015,m,e2,10,0.9948333367763068
53,2015,m,e2,10,0.9960496363815824
11,2020,m,e2,10,0.9967349663791708
12,2020,m,e2,10,0.9973007973079254
13,2020,m,e2,10,0.9967485552414728
14,2020,m,e2,10,0.997132736836514
15,2020,m,e2,10,0.995235385434399
16,2020,m,e2,10,0.996061764071659
17,2020,m,e2,10,0.9974822545369356
21,2020,m,e2,10,0.9973076281424712
22,2020,m,e2,10,0.9962563100745492
23,2020,m,e2,10,0.9965683402165956
24,2020,m,e2,10,0.9978337543567278
25,2020,m,e2,10,0.9961750075821943
26,2020,m,e2,10,0.9972017409298894
27,2020,m,e2,10,0.9948949866249516
28,2020,m,e2,10,0.9972131189910732
29,2020,m,e2,10,0.9949035015565514
31,2020,m,e2,10,0.999236690604136
32,2020,m,e2,10,0.9974303441646284
33,2020,m,e2,10,0.9986102522609416
35,2020,m,e2,10,1
41,2020,m,e2,10,0.9983268905064512
42,2020,m,e2,10,1
43,2020,m,e2,10,0.9996217618988852
50,2020,m,e2,10,0.9980510826255412
51,2020,m,e2,10,0.997453079338228
52,2020,m,e2,10,0.99668151054692955
53,2020,m,e2,10,0.9982859247285936
11,2025,m,e2,10,0.9966740896670212
12,2025,m,e2,10,0.9973934868055504
13,2025,m,e2,10,0.9967226062110258
14,2025,m,e2,10,0.9973131167265208
15,2025,m,e2,10,0.9951648017859036
16,2025,m,e2,10,0.9963417302275016
17,2025,m,e2,10,0.997476260762618
21,2025,m,e2,10,0.9972957549203068
22,2025,m,e2,10,0.9960867861150644
23,2025,m,e2,10,0.9965883470883424
24,2025,m,e2,10,0.9977902385412268
25,2025,m,e2,10,0.9963756534309546
26,2025,m,e2,10,0.997542673959414
27,2025,m,e2,10,0.9952990817967646
28,2025,m,e2,10,0.9971945884163194
29,2025,m,e2,10,0.9950095400699418
31,2025,m,e2,10,0.9991667325511135
32,2025,m,e2,10,0.9977819611108568
33,2025,m,e2,10,0.9987175213587892
35,2025,m,e2,10,1
41,2025,m,e2,10,0.998451303728136
42,2025,m,e2,10,1
43,2025,m,e2,10,0.9995619064440115
50,2025,m,e2,10,0.998076596674561
51,2025,m,e2,10,0.9975064157959296
52,2025,m,e2,10,0.9965976919786728
53,2025,m,e2,10,0.9984171771449843
11,2030,m,e2,10,0.997646927092804
12,2030,m,e2,10,0.9984161758572352
13,2030,m,e2,10,0.9977217037505282
14,2030,m,e2,10,0.998410764047284
15,2030,m,e2,10,0.9961541498113456
16,2030,m,e2,10,0.997467260039576
17,2030,m,e2,10,0.9984489427638544
21,2030,m,e2,10,0.9983210936833082
22,2030,m,e2,10,0.9969988011454792
23,2030,m,e2,10,0.997633323640198
24,2030,m,e2,10,0.9987515612264708
25,2030,m,e2,10,0.9975469429510736
26,2030,m,e2,10,0.9987267336497596
27,2030,m,e2,10,0.9966674411767116
28,2030,m,e2,10,0.9982109501718294
29,2030,m,e2,10,0.9961518588596352
31,2030,m,e2,10,1
32,2030,m,e2,10,0.9989890734531373
33,2030,m,e2,10,0.9997644704148156
35,2030,m,e2,10,1
41,2030,m,e2,10,0.9995562385365796
42,2030,m,e2,10,1
43,2030,m,e2,10,1
50,2030,m,e2,10,0.9990915542573976
51,2030,m,e2,10,0.9985583646507106
52,2030,m,e2,10,0.9975679202444188
53,2030,m,e2,10,0.999480097858095
11,2035,m,e2,10,0.9976614567365036
12,2035,m,e2,10,0.9984081310887886
13,2035,m,e2,10,0.9977535459130756
14,2035,m,e2,10,0.9984648377882166
15,2035,m,e2,10,0.996206747097148
16,2035,m,e2,10,0.9975103871669484
17,2035,m,e2,10,0.998423206521446
21,2035,m,e2,10,0.9983818223196576
22,2035,m,e2,10,0.996991172174742
23,2035,m,e2,10,0.9977048515502088
24,2035,m,e2,10,0.9987263938610864
25,2035,m,e2,10,0.9977013608312212
26,2035,m,e2,10,0.998818223662301
27,2035,m,e2,10,0.9969967308534688
28,2035,m,e2,10,0.9982604143566636
29,2035,m,e2,10,0.9963282365341408
31,2035,m,e2,10,1
32,2035,m,e2,10,0.999112085099546
33,2035,m,e2,10,0.9997844016184172
35,2035,m,e2,10,1
41,2035,m,e2,10,0.9996566374445486
42,2035,m,e2,10,1
43,2035,m,e2,10,1
50,2035,m,e2,10,0.9991126673336648
51,2035,m,e2,10,0.9986230369733456
52,2035,m,e2,10,0.997597242012951
53,2035,m,e2,10,0.9995115413778682
11,2040,m,e2,10,0.9976890398285236
12,2040,m,e2,10,0.9983670089564022
13,2040,m,e2,10,0.9977900471244884
14,2040,m,e2,10,0.9984745920461782
15,2040,m,e2,10,0.9962863987038671
16,2040,m,e2,10,0.9974876821594826
17,2040,m,e2,10,0.998384338179818
21,2040,m,e2,10,0.9984451990137226
22,2040,m,e2,10,0.997028233744646
23,2040,m,e2,10,0.9977730765407076
24,2040,m,e2,10,0.9986935752812562
25,2040,m,e2,10,0.9978187614859272
26,2040,m,e2,10,0.9988362373854468
27,2040,m,e2,10,0.9972631942270246
28,2040,m,e2,10,0.9983133565263044
29,2040,m,e2,10,0.9965021441481048
31,2040,m,e2,10,0.9999501344095956
32,2040,m,e2,10,0.9991628947399132
33,2040,m,e2,10,0.999772971322369
35,2040,m,e2,10,1
41,2040,m,e2,10,0.9997368955112484
42,2040,m,e2,10,1
43,2040,m,e2,10,1
50,2040,m,e2,10,0.9991220615763196
51,2040,m,e2,10,0.9986790123708248
52,2040,m,e2,10,0.9976537354313184
53,2040,m,e2,10,0.9995086046698354
11,2045,m,e2,10,0.9977316241952758
12,2045,m,e2,10,0.9983136791738296
13,2045,m,e2,10,0.9978341306140202
14,2045,m,e2,10,0.9984617484783772
15,2045,m,e2,10,0.9963904047304578
16,2045,m,e2,10,0.9974327732186036
17,2045,m,e2,10,0.9983443971364376
21,2045,m,e2,10,0.9985134229847936
22,2045,m,e2,10,0.997106207168461
23,2045,m,e2,10,0.9978413489367808
24,2045,m,e2,10,0.9986619345283324
25,2045,m,e2,10,0.9979111390501296
26,2045,m,e2,10,0.998816731595358
27,2045,m,e2,10,0.9974787555462782
28,2045,m,e2,10,0.9983708442187568
29,2045,m,e2,10,0.9966734124906164
31,2045,m,e2,10,0.999884162365276
32,2045,m,e2,10,0.9991736458232368
33,2045,m,e2,10,0.9997479394999744
35,2045,m,e2,10,1
41,2045,m,e2,10,0.9998060594436268
42,2045,m,e2,10,1
43,2045,m,e2,10,1
50,2045,m,e2,10,0.9991291736268918
51,2045,m,e2,10,0.9987334291647172
52,2045,m,e2,10,0.9977363277906602
53,2045,m,e2,10,0.9994906722905796
11,2050,m,e2,10,0.9977884476276532
12,2050,m,e2,10,0.9982607946379224
13,2050,m,e2,10,0.9978862492967993
14,2050,m,e2,10,0.9984399658691075
15,2050,m,e2,10,0.9965145188039468
16,2050,m,e2,10,0.9973664346339902
17,2050,m,e2,10,0.9983101774609756
21,2050,m,e2,10,0.9985856176684296
22,2050,m,e2,10,0.9972194387770004
23,2050,m,e2,10,0.9979112824341818
24,2050,m,e2,10,0.9986366644134396
25,2050,m,e2,10,0.9979872360544434
26,2050,m,e2,10,0.9987823053040374
27,2050,m,e2,10,0.9976552662428064
28,2050,m,e2,10,0.9984333733494828
29,2050,m,e2,10,0.996841405283118
31,2050,m,e2,10,0.9998294210633668
32,2050,m,e2,10,0.9991651891505507
33,2050,m,e2,10,0.999721787055429
35,2050,m,e2,10,1
41,2050,m,e2,10,0.9998699670865726
42,2050,m,e2,10,1
43,2050,m,e2,10,1
50,2050,m,e2,10,0.9991391046979065
51,2050,m,e2,10,0.9987897074968431
52,2050,m,e2,10,0.997841560936262
53,2050,m,e2,10,0.999469414444388
11,2055,m,e2,10,0.9978581608327972
12,2055,m,e2,10,0.9982161628951398
13,2055,m,e2,10,0.9979463256383778
14,2055,m,e2,10,0.998418196691427
15,2055,m,e2,10,0.9966547972396432
16,2055,m,e2,10,0.9973016199617852
17,2055,m,e2,10,0.998285812810396
21,2055,m,e2,10,0.998661833878697
22,2055,m,e2,10,0.9973617061886816
23,2055,m,e2,10,0.997984087058768
24,2055,m,e2,10,0.9986210827044288
25,2055,m,e2,10,0.9980538949194304
26,2055,m,e2,10,0.9987470666511296
27,2055,m,e2,10,0.997803104434412
28,2055,m,e2,10,0.9985013099264922
29,2055,m,e2,10,0.9970060044960912
31,2055,m,e2,10,0.9997889584488014
32,2055,m,e2,10,0.9991512081799644
33,2055,m,e2,10,0.999700736774939
35,2055,m,e2,10,1
41,2055,m,e2,10,0.9999325800112336
42,2055,m,e2,10,1
43,2055,m,e2,10,1
50,2055,m,e2,10,0.9991550166319958
51,2055,m,e2,10,0.9988498462739188
52,2055,m,e2,10,0.9979657599973596
53,2055,m,e2,10,0.9994521937615918
11,2010,f,e3,10,0.9973254811169848
12,2010,f,e3,10,0.9967406012482728
13,2010,f,e3,10,0.9966650526571746
14,2010,f,e3,10,0.9968556366316748
15,2010,f,e3,10,0.9971092338401338
16,2010,f,e3,10,0.9973170126418204
17,2010,f,e3,10,0.997119330537366
21,2010,f,e3,10,0.9966503825820848
22,2010,f,e3,10,0.997045781749768
23,2010,f,e3,10,0.9976318774039756
24,2010,f,e3,10,0.9983651215042804
25,2010,f,e3,10,0.997549794966828
26,2010,f,e3,10,0.99775101160021
27,2010,f,e3,10,0.9971530841229166
28,2010,f,e3,10,0.998008211153952
29,2010,f,e3,10,0.9977311828357872
31,2010,f,e3,10,0.9984613460992352
32,2010,f,e3,10,0.9982325181535786
33,2010,f,e3,10,0.9982687957397612
35,2010,f,e3,10,0.998562330284645
41,2010,f,e3,10,0.9981207355001692
42,2010,f,e3,10,0.9986061813756548
43,2010,f,e3,10,0.9984997710260346
50,2010,f,e3,10,0.9976761046749816
51,2010,f,e3,10,0.9978913161991646
52,2010,f,e3,10,0.9979554732160426
53,2010,f,e3,10,0.9986756898726236
11,2015,f,e3,10,0.9972881395893968
12,2015,f,e3,10,0.9970019250285976
13,2015,f,e3,10,0.9967861365507218
14,2015,f,e3,10,0.99701578719983
15,2015,f,e3,10,0.9971715060031088
16,2015,f,e3,10,0.9973531714778056
17,2015,f,e3,10,0.9972581960787342
21,2015,f,e3,10,0.996709189890664
22,2015,f,e3,10,0.9970788269068896
23,2015,f,e3,10,0.9976239046085974
24,2015,f,e3,10,0.9983151338497974
25,2015,f,e3,10,0.997630880814748
26,2015,f,e3,10,0.9978719949798744
27,2015,f,e3,10,0.997325348504964
28,2015,f,e3,10,0.9979769459510242
29,2015,f,e3,10,0.9977656292305412
31,2015,f,e3,10,0.9983942865216376
32,2015,f,e3,10,0.9983275848944252
33,2015,f,e3,10,0.9982285406267236
35,2015,f,e3,10,0.9985131673413802
41,2015,f,e3,10,0.9982088547006164
42,2015,f,e3,10,0.9986360008609698
43,2015,f,e3,10,0.9984685143062928
50,2015,f,e3,10,0.9977505729474936
51,2015,f,e3,10,0.9978836005722403
52,2015,f,e3,10,0.9978706381993848
53,2015,f,e3,10,0.9986430665600752
11,2020,f,e3,10,0.9982794523914986
12,2020,f,e3,10,0.9981677755957862
13,2020,f,e3,10,0.9978966572500958
14,2020,f,e3,10,0.99814908943886
15,2020,f,e3,10,0.9982314214621172
16,2020,f,e3,10,0.9983867827781502
17,2020,f,e3,10,0.998357403993113
21,2020,f,e3,10,0.9977952028958232
22,2020,f,e3,10,0.9981296416602152
23,2020,f,e3,10,0.9986356265800688
24,2020,f,e3,10,0.9992718819386098
25,2020,f,e3,10,0.9987019381370263
26,2020,f,e3,10,0.9989581140699044
27,2020,f,e3,10,0.9984689014643714
28,2020,f,e3,10,0.9989662836535612
29,2020,f,e3,10,0.9987916266929422
31,2020,f,e3,10,0.999350588591312
32,2020,f,e3,10,0.9993687668141354
33,2020,f,e3,10,0.9992056829541196
35,2020,f,e3,10,0.999472325261636
41,2020,f,e3,10,0.9992760599954236
42,2020,f,e3,10,0.9996447966821284
43,2020,f,e3,10,0.9994516767621668
50,2020,f,e3,10,0.9988104263670096
51,2020,f,e3,10,0.9988900877517672
52,2020,f,e3,10,0.9988257195618884
53,2020,f,e3,10,0.9996043710930466
11,2025,f,e3,10,0.9982867609366912
12,2025,f,e3,10,0.9982656168392682
13,2025,f,e3,10,0.9979915980169864
14,2025,f,e3,10,0.998255655044352
15,2025,f,e3,10,0.9982827001016028
16,2025,f,e3,10,0.998413056889569
17,2025,f,e3,10,0.9984236370611944
21,2025,f,e3,10,0.997891385208165
22,2025,f,e3,10,0.9981870424122942
23,2025,f,e3,10,0.9986518617053138
24,2025,f,e3,10,0.9992245410605358
25,2025,f,e3,10,0.9987553406082929
26,2025,f,e3,10,0.9990039954869152
27,2025,f,e3,10,0.998577951776532
28,2025,f,e3,10,0.9989619045270643
29,2025,f,e3,10,0.998805188808226
31,2025,f,e3,10,0.9993177108558922
32,2025,f,e3,10,0.9993720149612504
33,2025,f,e3,10,0.9991897964276936
35,2025,f,e3,10,0.9994334547836036
41,2025,f,e3,10,0.9993226394517432
42,2025,f,e3,10,0.9996364762109868
43,2025,f,e3,10,0.9994389000615546
50,2025,f,e3,10,0.9988540717426964
51,2025,f,e3,10,0.998901019598383
52,2025,f,e3,10,0.9988047319858784
53,2025,f,e3,10,0.9995593182016608
11,2030,f,e3,10,0.9982913206109372
12,2030,f,e3,10,0.9983048789962704
13,2030,f,e3,10,0.998057751464638
14,2030,f,e3,10,0.9983271084583428
15,2030,f,e3,10,0.9983119258660396
16,2030,f,e3,10,0.9984196203871416
17,2030,f,e3,10,0.9984528728594492
21,2030,f,e3,10,0.9979751693140656
22,2030,f,e3,10,0.9982331143167528
23,2030,f,e3,10,0.9986542020538284
24,2030,f,e3,10,0.9991631228702222
25,2030,f,e3,10,0.9987789718710796
26,2030,f,e3,10,0.999007767998278
27,2030,f,e3,10,0.9986412400350912
28,2030,f,e3,10,0.998946618273407
29,2030,f,e3,10,0.9987962793614498
31,2030,f,e3,10,0.9992798479571972
32,2030,f,e3,10,0.9993415324488688
33,2030,f,e3,10,0.9991661356194776
35,2030,f,e3,10,0.9993850432968032
41,2030,f,e3,10,0.999341822385004
42,2030,f,e3,10,0.9996057684818273
43,2030,f,e3,10,0.9994168423322392
50,2030,f,e3,10,0.9988724260884156
51,2030,f,e3,10,0.9989014247645344
52,2030,f,e3,10,0.9987876932566304
53,2030,f,e3,10,0.9995010424786052
11,2035,f,e3,10,0.9993151016994366
12,2035,f,e3,10,0.999327606309508
13,2035,f,e3,10,0.9991222288789108
14,2035,f,e3,10,0.9993927739437716
15,2035,f,e3,10,0.9993457553075364
16,2035,f,e3,10,0.9994334486471064
17,2035,f,e3,10,0.9994782023408744
21,2035,f,e3,10,0.9990659452388244
22,2035,f,e3,10,0.9992908171471884
23,2035,f,e3,10,0.9996675596706948
24,2035,f,e3,10,1
25,2035,f,e3,10,0.9998020045620292
26,2035,f,e3,10,1
27,2035,f,e3,10,0.9996907473437414
28,2035,f,e3,10,0.9999445487900376
29,2035,f,e3,10,0.9997944606788024
31,2035,f,e3,10,1
32,2035,f,e3,10,1
33,2035,f,e3,10,1
35,2035,f,e3,10,1
41,2035,f,e3,10,1
42,2035,f,e3,10,1
43,2035,f,e3,10,1
50,2035,f,e3,10,0.9998949584276744
51,2035,f,e3,10,0.999916313720654
52,2035,f,e3,10,0.9997956091722044
53,2035,f,e3,10,1
11,2040,f,e3,10,0.9993406967388868
12,2040,f,e3,10,0.9993302412934052
13,2040,f,e3,10,0.9991726495878914
14,2040,f,e3,10,0.9994419140762614
15,2040,f,e3,10,0.9993705869357724
16,2040,f,e3,10,0.9994406256053208
17,2040,f,e3,10,0.9994898712360056
21,2040,f,e3,10,0.9991473269323796
22,2040,f,e3,10,0.9993434143034384
23,2040,f,e3,10,0.9996755790671364
24,2040,f,e3,10,1
25,2040,f,e3,10,0.9998118585000408
26,2040,f,e3,10,0.9999924336420845
27,2040,f,e3,10,0.9997178347594
28,2040,f,e3,10,0.9999395798141416
29,2040,f,e3,10,0.9997858385987146
31,2040,f,e3,10,1
32,2040,f,e3,10,1
33,2040,f,e3,10,1
35,2040,f,e3,10,1
41,2040,f,e3,10,1
42,2040,f,e3,10,1
43,2040,f,e3,10,1
50,2040,f,e3,10,0.9999082004790952
51,2040,f,e3,10,0.9999288770035692
52,2040,f,e3,10,0.9998089381348468
53,2040,f,e3,10,1
11,2045,f,e3,10,0.9993768488522096
12,2045,f,e3,10,0.999330997712752
13,2045,f,e3,10,0.9992213983332048
14,2045,f,e3,10,0.9994882332682808
15,2045,f,e3,10,0.999398313988408
16,2045,f,e3,10,0.9994528788421436
17,2045,f,e3,10,0.999502543341437
21,2045,f,e3,10,0.9992280055143016
22,2045,f,e3,10,0.9994014271070072
23,2045,f,e3,10,0.9996895510196874
24,2045,f,e3,10,1
25,2045,f,e3,10,0.9998234876481
26,2045,f,e3,10,0.9999818011356908
27,2045,f,e3,10,0.9997392602845416
28,2045,f,e3,10,0.9999426841055314
29,2045,f,e3,10,0.9997833519709592
31,2045,f,e3,10,1
32,2045,f,e3,10,1
33,2045,f,e3,10,1
35,2045,f,e3,10,1
41,2045,f,e3,10,1
42,2045,f,e3,10,1
43,2045,f,e3,10,1
50,2045,f,e3,10,0.9999252473875758
51,2045,f,e3,10,0.9999498353566462
52,2045,f,e3,10,0.9998360222636892
53,2045,f,e3,10,1
11,2050,f,e3,10,0.999406964319156
12,2050,f,e3,10,0.9993195786928796
13,2050,f,e3,10,0.9992550580297846
14,2050,f,e3,10,0.9995188988534948
15,2050,f,e3,10,0.9994148091416
16,2050,f,e3,10,0.9994557637205524
17,2050,f,e3,10,0.9995037046482388
21,2050,f,e3,10,0.9992926801380642
22,2050,f,e3,10,0.9994486574110356
23,2050,f,e3,10,0.9996947345639136
24,2050,f,e3,10,1
25,2050,f,e3,10,0.9998237471131362
26,2050,f,e3,10,0.9999627997693392
27,2050,f,e3,10,0.9997451944071308
28,2050,f,e3,10,0.999938823985846
29,2050,f,e3,10,0.99977307466515
31,2050,f,e3,10,1
32,2050,f,e3,10,1
33,2050,f,e3,10,1
35,2050,f,e3,10,1
41,2050,f,e3,10,1
42,2050,f,e3,10,1
43,2050,f,e3,10,1
50,2050,f,e3,10,0.999932231920509
51,2050,f,e3,10,0.9999635895056812
52,2050,f,e3,10,0.9998595568437088
53,2050,f,e3,10,1
11,2055,f,e3,10,0.9994493290915384
12,2055,f,e3,10,0.9993183572002374
13,2055,f,e3,10,0.9992944530108068
14,2055,f,e3,10,0.9995550512601096
15,2055,f,e3,10,0.9994402602559056
16,2055,f,e3,10,0.9994691675006436
17,2055,f,e3,10,0.9995144900918924
21,2055,f,e3,10,0.9993611256213016
22,2055,f,e3,10,0.9995041975887552
23,2055,f,e3,10,0.9997108865251696
24,2055,f,e3,10,0.9999832507894256
25,2055,f,e3,10,0.999833723241431
26,2055,f,e3,10,0.9999566230411142
27,2055,f,e3,10,0.9997579617286304
28,2055,f,e3,10,0.9999474860590388
29,2055,f,e3,10,0.999775170406379
31,2055,f,e3,10,1
32,2055,f,e3,10,1
33,2055,f,e3,10,1
35,2055,f,e3,10,1
41,2055,f,e3,10,1
42,2055,f,e3,10,1
43,2055,f,e3,10,1
50,2055,f,e3,10,0.9999494128127672
51,2055,f,e3,10,0.9999891669547114
52,2055,f,e3,10,0.9998972882376554
53,2055,f,e3,10,1
11,2010,m,e3,10,0.995030355655214
12,2010,m,e3,10,0.994815351963441
13,2010,m,e3,10,0.9949506105543968
14,2010,m,e3,10,0.9944178164723686
15,2010,m,e3,10,0.9936720948061802
16,2010,m,e3,10,0.9927507418522988
17,2010,m,e3,10,0.9954172806325536
21,2010,m,e3,10,0.9955874326178694
22,2010,m,e3,10,0.9949668764476828
23,2010,m,e3,10,0.994755899733065
24,2010,m,e3,10,0.9960668867349752
25,2010,m,e3,10,0.9938035677794675
26,2010,m,e3,10,0.9939359305598616
27,2010,m,e3,10,0.9923023479461304
28,2010,m,e3,10,0.9955136675186465
29,2010,m,e3,10,0.9929905531531068
31,2010,m,e3,10,0.9973464916322669
32,2010,m,e3,10,0.9941066357135984
33,2010,m,e3,10,0.996117402915405
35,2010,m,e3,10,0.998444073224626
41,2010,m,e3,10,0.9960301982703528
42,2010,m,e3,10,0.9982077049800292
43,2010,m,e3,10,0.9977326946265752
50,2010,m,e3,10,0.9959750816360796
51,2010,m,e3,10,0.995369840680051
52,2010,m,e3,10,0.9950921992800148
53,2010,m,e3,10,0.995699811643208
11,2015,m,e3,10,0.9948409607310106
12,2015,m,e3,10,0.9951088709618954
13,2015,m,e3,10,0.9948116521008464
14,2015,m,e3,10,0.9948367725596596
15,2015,m,e3,10,0.9933904907275348
16,2015,m,e3,10,0.9935546236734408
17,2015,m,e3,10,0.9954561472154522
21,2015,m,e3,10,0.9953838807713692
22,2015,m,e3,10,0.994530279823544
23,2015,m,e3,10,0.9946022925750362
24,2015,m,e3,10,0.9959021556468104
25,2015,m,e3,10,0.9939640492511695
26,2015,m,e3,10,0.9946578021307404
27,2015,m,e3,10,0.9925223862390246
28,2015,m,e3,10,0.9952966898676632
29,2015,m,e3,10,0.992873432080384
31,2015,m,e3,10,0.9972865279327668
32,2015,m,e3,10,0.9948803685004536
33,2015,m,e3,10,0.9964107365907192
35,2015,m,e3,10,0.9983651638830402
41,2015,m,e3,10,0.9961766726892528
42,2015,m,e3,10,0.9981923184200135
43,2015,m,e3,10,0.9976683532253496
50,2015,m,e3,10,0.9960084639696116
51,2015,m,e3,10,0.9953979557514232
52,2015,m,e3,10,0.9948333367763068
53,2015,m,e3,10,0.9960496363815824
11,2020,m,e3,10,0.9967349663791708
12,2020,m,e3,10,0.9973007973079254
13,2020,m,e3,10,0.9967485552414728
14,2020,m,e3,10,0.997132736836514
15,2020,m,e3,10,0.995235385434399
16,2020,m,e3,10,0.996061764071659
17,2020,m,e3,10,0.9974822545369356
21,2020,m,e3,10,0.9973076281424712
22,2020,m,e3,10,0.9962563100745492
23,2020,m,e3,10,0.9965683402165956
24,2020,m,e3,10,0.9978337543567278
