region,Time,sex,edu,agest,prop_in,inmigfinal
35,2055,m,e6,20,0.00238044960912948,1402.3813091927873
41,2055,m,e6,20,0.0041735516875905,815.3617626000224
42,2055,m,e6,20,0.00358552168537765,759.5495960697366
43,2055,m,e6,20,0.00405969928961465,504.6014334904008
50,2055,m,e6,20,0.00415163997776409,393.3460673883025
51,2055,m,e6,20,0.00398241700059053,562.5975119915456
52,2055,m,e6,20,0.00200059031874621,587.5784803914036
53,2055,m,e6,20,0.00554824285961595,-4276.149893841624
11,2010,f,e1,25,0.00189504354931513,153.72758999179254
12,2010,f,e1,25,0.00186139931298947,38.67644751988788
13,2010,f,e1,25,9.80192640978868e-4,69.27823624693364
14,2010,f,e1,25,0.00296745357552154,77.69012288104022
15,2010,f,e1,25,0.00255932410713946,455.6487163995041
16,2010,f,e1,25,0.00173234503712105,64.15314600495137
17,2010,f,e1,25,0.00217230826294902,415.5411349614274
21,2010,f,e1,25,0.0019391575649218,227.77337019234415
22,2010,f,e1,25,0.00280560254505648,196.3301521094869
23,2010,f,e1,25,9.461477311683646e-4,115.2193679328978
24,2010,f,e1,25,6.268109432341307e-4,32.17390839112755
25,2010,f,e1,25,0.00139051543819702,115.56080306624608
26,2010,f,e1,25,0.00119673233362576,195.97590318625456
27,2010,f,e1,25,0.00145979706202508,83.40841366922955
28,2010,f,e1,25,0.00143045369614099,74.45952243309539
29,2010,f,e1,25,0.00167100618478902,407.87090362191486
31,2010,f,e1,25,0.00130645965883011,711.209084647331
32,2010,f,e1,25,0.00203102346126324,267.4983934598137
33,2010,f,e1,25,8.848378665632536e-4,305.7230335575261
35,2010,f,e1,25,0.00207540802681041,1694.0539510095864
41,2010,f,e1,25,0.00124051003257945,335.6982610143321
42,2010,f,e1,25,7.77821079616222e-4,228.3039996247292
43,2010,f,e1,25,6.634783888515582e-4,114.2604345753133
50,2010,f,e1,25,0.00128679534897852,169.0314578905867
51,2010,f,e1,25,0.00145347351454123,284.26931325506604
52,2010,f,e1,25,0.00192606495313643,783.8872741464763
53,2010,f,e1,25,0.00244033442338144,-2606.2515636722983
11,2015,f,e1,25,0.00189504354931513,141.80443166789405
12,2015,f,e1,25,0.00186139931298947,35.65204671979061
13,2015,f,e1,25,9.80192640978868e-4,63.92637924937207
14,2015,f,e1,25,0.00296745357552154,71.68767532814356
15,2015,f,e1,25,0.00255932410713946,420.4085524259464
16,2015,f,e1,25,0.00173234503712105,59.19658421861369
17,2015,f,e1,25,0.00217230826294902,383.4869509892862
21,2015,f,e1,25,0.0019391575649218,210.15476594180848
22,2015,f,e1,25,0.00280560254505648,181.15816563889163
23,2015,f,e1,25,9.461477311683646e-4,106.30645415514256
24,2015,f,e1,25,6.268109432341307e-4,29.683951564732244
25,2015,f,e1,25,0.00139051543819702,106.63260400917738
26,2015,f,e1,25,0.00119673233362576,180.8287757484281
27,2015,f,e1,25,0.00145979706202508,76.95444317695767
28,2015,f,e1,25,0.00143045369614099,68.75520694107341
29,2015,f,e1,25,0.00167100618478902,376.3360592273081
31,2015,f,e1,25,0.00130645965883011,655.9635486170847
32,2015,f,e1,25,0.00203102346126324,246.85372543353745
33,2015,f,e1,25,8.848378665632536e-4,282.07472568294014
35,2015,f,e1,25,0.00207540802681041,1563.1116314814717
41,2015,f,e1,25,0.00124051003257945,309.77095261568564
42,2015,f,e1,25,7.77821079616222e-4,210.65623029446863
43,2015,f,e1,25,6.634783888515582e-4,105.4289882480333
50,2015,f,e1,25,0.00128679534897852,155.94309193494163
51,2015,f,e1,25,0.00145347351454123,262.33538317196536
52,2015,f,e1,25,0.00192606495313643,723.2769731023319
53,2015,f,e1,25,0.00244033442338144,-2404.7978206184334
11,2020,f,e1,25,0.00189504354931513,129.818848431305
12,2020,f,e1,25,0.00186139931298947,32.62764591969336
13,2020,f,e1,25,9.80192640978868e-4,58.574522251810485
14,2020,f,e1,25,0.00296745357552154,65.67953285346994
15,2020,f,e1,25,0.00255932410713946,385.1083541014966
16,2020,f,e1,25,0.00173234503712105,54.236887352082235
17,2020,f,e1,25,0.00217230826294902,350.9157640498524
21,2020,f,e1,25,0.0019391575649218,192.54432790413517
22,2020,f,e1,25,0.00280560254505648,165.99146005464186
23,2020,f,e1,25,9.461477311683646e-4,97.40177021467063
24,2020,f,e1,25,6.268109432341307e-4,27.20927054708783
25,2020,f,e1,25,0.00139051543819702,97.70440495210872
26,2020,f,e1,25,0.00119673233362576,165.6816483106016
27,2020,f,e1,25,0.00145979706202508,70.50364780955901
28,2020,f,e1,25,0.00143045369614099,62.990207241689504
29,2020,f,e1,25,0.00167100618478902,344.7995179512767
31,2020,f,e1,25,0.00130645965883011,600.8130178078708
32,2020,f,e1,25,0.00203102346126324,226.18089918762993
33,2020,f,e1,25,8.848378665632536e-4,258.49149295385376
35,2020,f,e1,25,0.00207540802681041,1432.1761025108185
41,2020,f,e1,25,0.00124051003257945,283.81382557598266
42,2020,f,e1,25,7.77821079616222e-4,193.00846096420815
43,2020,f,e1,25,6.634783888515582e-4,96.59754192075329
50,2020,f,e1,25,0.00128679534897852,142.8453369075924
51,2020,f,e1,25,0.00145347351454123,240.42470049753788
52,2020,f,e1,25,0.00192606495313643,662.6666720581874
53,2020,f,e1,25,0.00244033442338144,-2203.1941119990192
11,2025,f,e1,25,0.00189504354931513,117.89569010740654
12,2025,f,e1,25,0.00186139931298947,29.57761460434103
13,2025,f,e1,25,9.80192640978868e-4,53.2226652542489
14,2025,f,e1,25,0.00296745357552154,59.66569545701939
15,2025,f,e1,25,0.00255932410713946,349.8561832577604
16,2025,f,e1,25,0.00173234503712105,49.28032556574454
17,2025,f,e1,25,0.00217230826294902,318.92620544862274
21,2025,f,e1,25,0.0019391575649218,174.9298067600307
22,2025,f,e1,25,0.00280560254505648,150.82211402721933
23,2025,f,e1,25,9.461477311683646e-4,88.49050240437208
24,2025,f,e1,25,6.268109432341307e-4,24.722368882442705
25,2025,f,e1,25,0.00139051543819702,88.77620589504002
26,2025,f,e1,25,0.00119673233362576,150.53452087277506
27,2025,f,e1,25,0.00145979706202508,64.04967731728713
28,2025,f,e1,25,0.00143045369614099,57.27375490819513
29,2025,f,e1,25,0.00167100618478902,313.2646735566699
31,2025,f,e1,25,0.00130645965883011,545.5674817776246
32,2025,f,e1,25,0.00203102346126324,205.53623116135373
33,2025,f,e1,25,8.848378665632536e-4,234.81715502106795
35,2025,f,e1,25,0.00207540802681041,1301.240573540165
41,2025,f,e1,25,0.00124051003257945,257.87160785680794
42,2025,f,e1,25,7.77821079616222e-4,175.36069163394765
43,2025,f,e1,25,6.634783888515582e-4,87.76609559347328
50,2025,f,e1,25,0.00128679534897852,129.76636002365152
51,2025,f,e1,25,0.00145347351454123,218.47914671010065
52,2025,f,e1,25,0.00192606495313643,602.0563710140427
53,2025,f,e1,25,0.00244033442338144,-2001.790357467004
11,2030,f,e1,25,0.00189504354931513,110.74179511306744
12,2030,f,e1,25,0.00186139931298947,27.80910905174178
13,2030,f,e1,25,9.80192640978868e-4,50.01155105571196
14,2030,f,e1,25,0.00296745357552154,56.06650489399216
15,2030,f,e1,25,0.00255932410713946,328.688071133269
16,2030,f,e1,25,0.00173234503712105,46.30513446186443
17,2030,f,e1,25,0.00217230826294902,299.53859417515025
21,2030,f,e1,25,0.0019391575649218,164.3586442097093
22,2030,f,e1,25,0.00280560254505648,141.71258508124757
23,2030,f,e1,25,9.461477311683646e-4,83.14604607263227
24,2030,f,e1,25,6.268109432341307e-4,23.23450511010588
25,2030,f,e1,25,0.00139051543819702,83.41782041826072
26,2030,f,e1,25,0.00119673233362576,141.4472543869045
27,2030,f,e1,25,0.00145979706202508,60.179200096847936
28,2030,f,e1,25,0.00143045369614099,53.82689193003718
29,2030,f,e1,25,0.00167100618478902,294.3410519096265
31,2030,f,e1,25,0.00130645965883011,512.553167468922
32,2030,f,e1,25,0.00203102346126324,193.14192148701963
33,2030,f,e1,25,8.848378665632536e-4,220.66981838943616
35,2030,f,e1,25,0.00207540802681041,1222.6738237118036
41,2030,f,e1,25,0.00124051003257945,242.3510051868879
42,2030,f,e1,25,7.77821079616222e-4,164.77203003579132
43,2030,f,e1,25,6.634783888515582e-4,82.46722779710527
50,2030,f,e1,25,0.00128679534897852,121.9170960789462
51,2030,f,e1,25,0.00145347351454123,205.33273710544412
52,2030,f,e1,25,0.00192606495313643,565.6901903875562
53,2030,f,e1,25,0.00244033442338144,-1880.8181345909857
11,2035,f,e1,25,0.00189504354931513,110.74179511306744
12,2035,f,e1,25,0.00186139931298947,27.80910905174178
13,2035,f,e1,25,9.80192640978868e-4,50.01155105571196
14,2035,f,e1,25,0.00296745357552154,56.06650489399216
15,2035,f,e1,25,0.00255932410713946,328.688071133269
16,2035,f,e1,25,0.00173234503712105,46.30513446186443
17,2035,f,e1,25,0.00217230826294902,299.53859417515025
21,2035,f,e1,25,0.0019391575649218,164.3586442097093
22,2035,f,e1,25,0.00280560254505648,141.71258508124757
23,2035,f,e1,25,9.461477311683646e-4,83.14604607263227
24,2035,f,e1,25,6.268109432341307e-4,23.23450511010588
25,2035,f,e1,25,0.00139051543819702,83.41782041826072
26,2035,f,e1,25,0.00119673233362576,141.4472543869045
27,2035,f,e1,25,0.00145979706202508,60.179200096847936
28,2035,f,e1,25,0.00143045369614099,53.82689193003718
29,2035,f,e1,25,0.00167100618478902,294.3410519096265
31,2035,f,e1,25,0.00130645965883011,512.553167468922
32,2035,f,e1,25,0.00203102346126324,193.14192148701963
33,2035,f,e1,25,8.848378665632536e-4,220.66981838943616
35,2035,f,e1,25,0.00207540802681041,1222.6738237118036
41,2035,f,e1,25,0.00124051003257945,242.3510051868879
42,2035,f,e1,25,7.77821079616222e-4,164.77203003579132
43,2035,f,e1,25,6.634783888515582e-4,82.46722779710527
50,2035,f,e1,25,0.00128679534897852,121.9170960789462
51,2035,f,e1,25,0.00145347351454123,205.33273710544412
52,2035,f,e1,25,0.00192606495313643,565.6901903875562
53,2035,f,e1,25,0.00244033442338144,-1880.8181345909857
11,2040,f,e1,25,0.00189504354931513,110.74179511306744
12,2040,f,e1,25,0.00186139931298947,27.80910905174178
13,2040,f,e1,25,9.80192640978868e-4,50.01155105571196
14,2040,f,e1,25,0.00296745357552154,56.06650489399216
15,2040,f,e1,25,0.00255932410713946,328.688071133269
16,2040,f,e1,25,0.00173234503712105,46.30513446186443
17,2040,f,e1,25,0.00217230826294902,299.53859417515025
21,2040,f,e1,25,0.0019391575649218,164.3586442097093
22,2040,f,e1,25,0.00280560254505648,141.71258508124757
23,2040,f,e1,25,9.461477311683646e-4,83.14604607263227
24,2040,f,e1,25,6.268109432341307e-4,23.23450511010588
25,2040,f,e1,25,0.00139051543819702,83.41782041826072
26,2040,f,e1,25,0.00119673233362576,141.4472543869045
27,2040,f,e1,25,0.00145979706202508,60.179200096847936
28,2040,f,e1,25,0.00143045369614099,53.82689193003718
29,2040,f,e1,25,0.00167100618478902,294.3410519096265
31,2040,f,e1,25,0.00130645965883011,512.553167468922
32,2040,f,e1,25,0.00203102346126324,193.14192148701963
33,2040,f,e1,25,8.848378665632536e-4,220.66981838943616
35,2040,f,e1,25,0.00207540802681041,1222.6738237118036
41,2040,f,e1,25,0.00124051003257945,242.3510051868879
42,2040,f,e1,25,7.77821079616222e-4,164.77203003579132
43,2040,f,e1,25,6.634783888515582e-4,82.46722779710527
50,2040,f,e1,25,0.00128679534897852,121.9170960789462
51,2040,f,e1,25,0.00145347351454123,205.33273710544412
52,2040,f,e1,25,0.00192606495313643,565.6901903875562
53,2040,f,e1,25,0.00244033442338144,-1880.8181345909857
11,2045,f,e1,25,0.00189504354931513,110.74179511306744
12,2045,f,e1,25,0.00186139931298947,27.80910905174178
13,2045,f,e1,25,9.80192640978868e-4,50.01155105571196
14,2045,f,e1,25,0.00296745357552154,56.06650489399216
15,2045,f,e1,25,0.00255932410713946,328.688071133269
16,2045,f,e1,25,0.00173234503712105,46.30513446186443
17,2045,f,e1,25,0.00217230826294902,299.53859417515025
21,2045,f,e1,25,0.0019391575649218,164.3586442097093
22,2045,f,e1,25,0.00280560254505648,141.71258508124757
23,2045,f,e1,25,9.461477311683646e-4,83.14604607263227
24,2045,f,e1,25,6.268109432341307e-4,23.23450511010588
25,2045,f,e1,25,0.00139051543819702,83.41782041826072
26,2045,f,e1,25,0.00119673233362576,141.4472543869045
27,2045,f,e1,25,0.00145979706202508,60.179200096847936
28,2045,f,e1,25,0.00143045369614099,53.82689193003718
29,2045,f,e1,25,0.00167100618478902,294.3410519096265
31,2045,f,e1,25,0.00130645965883011,512.553167468922
32,2045,f,e1,25,0.00203102346126324,193.14192148701963
33,2045,f,e1,25,8.848378665632536e-4,220.66981838943616
35,2045,f,e1,25,0.00207540802681041,1222.6738237118036
41,2045,f,e1,25,0.00124051003257945,242.3510051868879
42,2045,f,e1,25,7.77821079616222e-4,164.77203003579132
43,2045,f,e1,25,6.634783888515582e-4,82.46722779710527
50,2045,f,e1,25,0.00128679534897852,121.9170960789462
51,2045,f,e1,25,0.00145347351454123,205.33273710544412
52,2045,f,e1,25,0.00192606495313643,565.6901903875562
53,2045,f,e1,25,0.00244033442338144,-1880.8181345909857
11,2050,f,e1,25,0.00189504354931513,110.74179511306744
12,2050,f,e1,25,0.00186139931298947,27.80910905174178
13,2050,f,e1,25,9.80192640978868e-4,50.01155105571196
14,2050,f,e1,25,0.00296745357552154,56.06650489399216
15,2050,f,e1,25,0.00255932410713946,328.688071133269
16,2050,f,e1,25,0.00173234503712105,46.30513446186443
17,2050,f,e1,25,0.00217230826294902,299.53859417515025
21,2050,f,e1,25,0.0019391575649218,164.3586442097093
22,2050,f,e1,25,0.00280560254505648,141.71258508124757
23,2050,f,e1,25,9.461477311683646e-4,83.14604607263227
24,2050,f,e1,25,6.268109432341307e-4,23.23450511010588
25,2050,f,e1,25,0.00139051543819702,83.41782041826072
26,2050,f,e1,25,0.00119673233362576,141.4472543869045
27,2050,f,e1,25,0.00145979706202508,60.179200096847936
28,2050,f,e1,25,0.00143045369614099,53.82689193003718
29,2050,f,e1,25,0.00167100618478902,294.3410519096265
31,2050,f,e1,25,0.00130645965883011,512.553167468922
32,2050,f,e1,25,0.00203102346126324,193.14192148701963
33,2050,f,e1,25,8.848378665632536e-4,220.66981838943616
35,2050,f,e1,25,0.00207540802681041,1222.6738237118036
41,2050,f,e1,25,0.00124051003257945,242.3510051868879
42,2050,f,e1,25,7.77821079616222e-4,164.77203003579132
43,2050,f,e1,25,6.634783888515582e-4,82.46722779710527
50,2050,f,e1,25,0.00128679534897852,121.9170960789462
51,2050,f,e1,25,0.00145347351454123,205.33273710544412
52,2050,f,e1,25,0.00192606495313643,565.6901903875562
53,2050,f,e1,25,0.00244033442338144,-1880.8181345909857
11,2055,f,e1,25,0.00189504354931513,110.74179511306744
12,2055,f,e1,25,0.00186139931298947,27.80910905174178
13,2055,f,e1,25,9.80192640978868e-4,50.01155105571196
14,2055,f,e1,25,0.00296745357552154,56.06650489399216
15,2055,f,e1,25,0.00255932410713946,328.688071133269
16,2055,f,e1,25,0.00173234503712105,46.30513446186443
17,2055,f,e1,25,0.00217230826294902,299.53859417515025
21,2055,f,e1,25,0.0019391575649218,164.3586442097093
22,2055,f,e1,25,0.00280560254505648,141.71258508124757
23,2055,f,e1,25,9.461477311683646e-4,83.14604607263227
24,2055,f,e1,25,6.268109432341307e-4,23.23450511010588
25,2055,f,e1,25,0.00139051543819702,83.41782041826072
26,2055,f,e1,25,0.00119673233362576,141.4472543869045
27,2055,f,e1,25,0.00145979706202508,60.179200096847936
28,2055,f,e1,25,0.00143045369614099,53.82689193003718
29,2055,f,e1,25,0.00167100618478902,294.3410519096265
31,2055,f,e1,25,0.00130645965883011,512.553167468922
32,2055,f,e1,25,0.00203102346126324,193.14192148701963
33,2055,f,e1,25,8.848378665632536e-4,220.66981838943616
35,2055,f,e1,25,0.00207540802681041,1222.6738237118036
41,2055,f,e1,25,0.00124051003257945,242.3510051868879
42,2055,f,e1,25,7.77821079616222e-4,164.77203003579132
43,2055,f,e1,25,6.634783888515582e-4,82.46722779710527
50,2055,f,e1,25,0.00128679534897852,121.9170960789462
51,2055,f,e1,25,0.00145347351454123,205.33273710544412
52,2055,f,e1,25,0.00192606495313643,565.6901903875562
53,2055,f,e1,25,0.00244033442338144,-1880.8181345909857
11,2010,m,e1,25,0.00127009600767841,103.03129887920603
12,2010,m,e1,25,0.00208554246948394,43.33372925874134
13,2010,m,e1,25,0.00116275098659514,82.18112866594184
14,2010,m,e1,25,0.00763102401711053,199.7858360743823
15,2010,m,e1,25,0.00390777222570983,695.7193868722034
16,2010,m,e1,25,0.00392341782240541,145.29414810891086
17,2010,m,e1,25,0.00273055307295169,522.3278585086283
21,2010,m,e1,25,0.0029465060992653,346.09648883741926
22,2010,m,e1,25,0.00394812618707669,276.2815482264287
23,2010,m,e1,25,0.00187596103658627,228.4495727060524
24,2010,m,e1,25,0.00132599275416885,68.06257909251619
25,2010,m,e1,25,0.00252944858915196,210.2134951167419
26,2010,m,e1,25,0.00214669024860259,351.54023043433267
27,2010,m,e1,25,0.00346237238937177,197.82954497046163
28,2010,m,e1,25,0.00291115145502766,151.53440314533898
29,2010,m,e1,25,0.00222218456993937,542.4063877239834
31,2010,m,e1,25,0.00252547518322448,1374.8154267304424
32,2010,m,e1,25,0.00172233552959766,226.84227728200477
33,2010,m,e1,25,0.00306263643802699,1058.1808689473569
35,2010,m,e1,25,0.00436476176674147,3562.7413118988607
41,2010,m,e1,25,0.00120150252750935,325.142319285017
42,2010,m,e1,25,0.00101245535618056,297.1732359986341
43,2010,m,e1,25,0.00164032084178633,282.48662710758254
50,2010,m,e1,25,0.00110071936144448,144.58880236165822
51,2010,m,e1,25,0.00428045645087289,837.1686195409754
52,2010,m,e1,25,0.00337093060320215,1371.9317189059996
53,2010,m,e1,25,0.00216928747855417,-2316.7762700337166
11,2015,m,e1,25,0.00127009600767841,95.04016021034856
12,2015,m,e1,25,0.00208554246948394,39.945140754744344
13,2015,m,e1,25,0.00116275098659514,75.83250213696036
14,2015,m,e1,25,0.00763102401711053,184.35010295442927
15,2015,m,e1,25,0.00390777222570983,641.91200326605
16,2015,m,e1,25,0.00392341782240541,134.0685190144385
17,2015,m,e1,25,0.00273055307295169,482.0363160793469
21,2015,m,e1,25,0.0029465060992653,319.3254178198672
22,2015,m,e1,25,0.00394812618707669,254.93108388497137
23,2015,m,e1,25,0.00187596103658627,210.7776189310595
24,2015,m,e1,25,0.00132599275416885,62.79517789980888
25,2015,m,e1,25,0.00252944858915196,193.9724524873609
26,2015,m,e1,25,0.00214669024860259,324.3694171693414
27,2015,m,e1,25,0.00346237238937177,182.5219040554546
28,2015,m,e1,25,0.00291115145502766,139.92541056533747
29,2015,m,e1,25,0.00222218456993937,500.4698316136408
31,2015,m,e1,25,0.00252547518322448,1268.022056353238
32,2015,m,e1,25,0.00172233552959766,209.3353179009009
33,2015,m,e1,25,0.00306263643802699,976.3283938993644
35,2015,m,e1,25,0.00436476176674147,3287.3583401932356
41,2015,m,e1,25,0.00120150252750935,300.0302881410907
42,2015,m,e1,25,0.00101245535618056,274.2019138638864
43,2015,m,e1,25,0.00164032084178633,260.65259947809216
50,2015,m,e1,25,0.00110071936144448,133.39306884545806
51,2015,m,e1,25,0.00428045645087289,772.5735432785523
52,2015,m,e1,25,0.00337093060320215,1265.85371861515
53,2015,m,e1,25,0.00216928747855417,-2137.697911704011
11,2020,m,e1,25,0.00127009600767841,87.00718311914109
12,2020,m,e1,25,0.00208554246948394,36.556552250747345
13,2020,m,e1,25,0.00116275098659514,69.48387560797887
14,2020,m,e1,25,0.00763102401711053,168.89972492639285
15,2020,m,e1,25,0.00390777222570983,588.0129546111638
16,2020,m,e1,25,0.00392341782240541,122.83578958530802
17,2020,m,e1,25,0.00273055307295169,441.0949100624964
21,2020,m,e1,25,0.0029465060992653,292.5667551782213
22,2020,m,e1,25,0.00394812618707669,233.58805096166287
23,2020,m,e1,25,0.00187596103658627,193.12198274958007
24,2020,m,e1,25,0.00132599275416885,57.560092051842105
25,2020,m,e1,25,0.00252944858915196,177.73140985797988
26,2020,m,e1,25,0.00214669024860259,297.19860390435014
27,2020,m,e1,25,0.00346237238937177,167.2217939575589
28,2020,m,e1,25,0.00291115145502766,128.1929180642721
29,2020,m,e1,25,0.00222218456993937,458.53101890858704
31,2020,m,e1,25,0.00252547518322448,1161.4123375158051
32,2020,m,e1,25,0.00172233552959766,191.80447996642428
33,2020,m,e1,25,0.00306263643802699,894.7011595642169
35,2020,m,e1,25,0.00436476176674147,3011.989649614598
41,2020,m,e1,25,0.00120150252750935,274.8893759952737
42,2020,m,e1,25,0.00101245535618056,251.23059172913872
43,2020,m,e1,25,0.00164032084178633,238.8185718486017
50,2020,m,e1,25,0.00110071936144448,122.18930395657772
51,2020,m,e1,25,0.00428045645087289,708.0469302660099
52,2020,m,e1,25,0.00337093060320215,1159.7757183243002
53,2020,m,e1,25,0.00216928747855417,-1958.4862444226944
11,2025,m,e1,25,0.00127009600767841,79.01604445028363
12,2025,m,e1,25,0.00208554246948394,33.13924689502155
13,2025,m,e1,25,0.00116275098659514,63.1352490789974
14,2025,m,e1,25,0.00763102401711053,153.43470199027294
15,2025,m,e1,25,0.00390777222570983,534.1872379952637
16,2025,m,e1,25,0.00392341782240541,111.61016049083564
17,2025,m,e1,25,0.00273055307295169,400.8846005816611
21,2025,m,e1,25,0.0029465060992653,265.8018883486223
22,2025,m,e1,25,0.00394812618707669,212.2413023292799
23,2025,m,e1,25,0.00187596103658627,175.4532924932899
24,2025,m,e1,25,0.00132599275416885,52.299153928082895
25,2025,m,e1,25,0.00252944858915196,161.49036722859887
26,2025,m,e1,25,0.00214669024860259,270.02779063935884
27,2025,m,e1,25,0.00346237238937177,151.91415304255185
28,2025,m,e1,25,0.00291115145502766,116.55922550005782
29,2025,m,e1,25,0.00222218456993937,416.5944627982444
31,2025,m,e1,25,0.00252547518322448,1054.618967138601
32,2025,m,e1,25,0.00172233552959766,174.29752058532046
33,2025,m,e1,25,0.00306263643802699,812.7585882310862
35,2025,m,e1,25,0.00436476176674147,2736.6209590359613
41,2025,m,e1,25,0.00120150252750935,249.7629043504021
42,2025,m,e1,25,0.00101245535618056,228.25926959439107
43,2025,m,e1,25,0.00164032084178633,216.98454421911123
50,2025,m,e1,25,0.00110071936144448,111.00160181305772
51,2025,m,e1,25,0.00428045645087289,643.4176223786463
52,2025,m,e1,25,0.00337093060320215,1053.6977180334504
53,2025,m,e1,25,0.00216928747855417,-1779.4523224101918
11,2030,m,e1,25,0.00127009600767841,74.22136124896917
12,2030,m,e1,25,0.00208554246948394,31.15778412573516
13,2030,m,e1,25,0.00116275098659514,59.32607316160851
14,2030,m,e1,25,0.00763102401711053,144.1791200815345
15,2030,m,e1,25,0.00390777222570983,501.86614181207847
16,2030,m,e1,25,0.00392341782240541,104.871942900289
17,2030,m,e1,25,0.00273055307295169,376.5147160478215
21,2030,m,e1,25,0.0029465060992653,249.73924573809103
22,2030,m,e1,25,0.00394812618707669,199.42210602262696
23,2030,m,e1,25,0.00187596103658627,164.85664726569956
24,2030,m,e1,25,0.00132599275416885,49.15163935035472
25,2030,m,e1,25,0.00252944858915196,151.7430748131001
26,2030,m,e1,25,0.00214669024860259,253.72711436986333
27,2030,m,e1,25,0.00346237238937177,142.73408698381445
28,2030,m,e1,25,0.00291115145502766,109.54442998363136
29,2030,m,e1,25,0.00222218456993937,391.4289185805012
31,2030,m,e1,25,0.00252547518322448,990.8000570679584
32,2030,m,e1,25,0.00172233552959766,163.7869773424254
33,2030,m,e1,25,0.00306263643802699,763.7912572585116
35,2030,m,e1,25,0.00436476176674147,2571.388319787188
41,2030,m,e1,25,0.00120150252750935,234.73034286631508
42,2030,m,e1,25,0.00101245535618056,214.4764763135425
43,2030,m,e1,25,0.00164032084178633,203.88412764141697
50,2030,m,e1,25,0.00110071936144448,104.28737425240972
51,2030,m,e1,25,0.00428045645087289,604.7016545711208
52,2030,m,e1,25,0.00337093060320215,990.0509178589408
53,2030,m,e1,25,0.00216928747855417,-1671.9164347779615
11,2035,m,e1,25,0.00127009600767841,74.22136124896917
12,2035,m,e1,25,0.00208554246948394,31.15778412573516
13,2035,m,e1,25,0.00116275098659514,59.32607316160851
14,2035,m,e1,25,0.00763102401711053,144.1791200815345
15,2035,m,e1,25,0.00390777222570983,501.86614181207847
16,2035,m,e1,25,0.00392341782240541,104.871942900289
17,2035,m,e1,25,0.00273055307295169,376.5147160478215
21,2035,m,e1,25,0.0029465060992653,249.73924573809103
22,2035,m,e1,25,0.00394812618707669,199.42210602262696
23,2035,m,e1,25,0.00187596103658627,164.85664726569956
24,2035,m,e1,25,0.00132599275416885,49.15163935035472
25,2035,m,e1,25,0.00252944858915196,151.7430748131001
26,2035,m,e1,25,0.00214669024860259,253.72711436986333
27,2035,m,e1,25,0.00346237238937177,142.73408698381445
28,2035,m,e1,25,0.00291115145502766,109.54442998363136
29,2035,m,e1,25,0.00222218456993937,391.4289185805012
31,2035,m,e1,25,0.00252547518322448,990.8000570679584
32,2035,m,e1,25,0.00172233552959766,163.7869773424254
33,2035,m,e1,25,0.00306263643802699,763.7912572585116
35,2035,m,e1,25,0.00436476176674147,2571.388319787188
41,2035,m,e1,25,0.00120150252750935,234.73034286631508
42,2035,m,e1,25,0.00101245535618056,214.4764763135425
43,2035,m,e1,25,0.00164032084178633,203.88412764141697
50,2035,m,e1,25,0.00110071936144448,104.28737425240972
51,2035,m,e1,25,0.00428045645087289,604.7016545711208
52,2035,m,e1,25,0.00337093060320215,990.0509178589408
53,2035,m,e1,25,0.00216928747855417,-1671.9164347779615
11,2040,m,e1,25,0.00127009600767841,74.22136124896917
12,2040,m,e1,25,0.00208554246948394,31.15778412573516
13,2040,m,e1,25,0.00116275098659514,59.32607316160851
14,2040,m,e1,25,0.00763102401711053,144.1791200815345
15,2040,m,e1,25,0.00390777222570983,501.86614181207847
16,2040,m,e1,25,0.00392341782240541,104.871942900289
17,2040,m,e1,25,0.00273055307295169,376.5147160478215
21,2040,m,e1,25,0.0029465060992653,249.73924573809103
22,2040,m,e1,25,0.00394812618707669,199.42210602262696
23,2040,m,e1,25,0.00187596103658627,164.85664726569956
24,2040,m,e1,25,0.00132599275416885,49.15163935035472
25,2040,m,e1,25,0.00252944858915196,151.7430748131001
26,2040,m,e1,25,0.00214669024860259,253.72711436986333
27,2040,m,e1,25,0.00346237238937177,142.73408698381445
28,2040,m,e1,25,0.00291115145502766,109.54442998363136
29,2040,m,e1,25,0.00222218456993937,391.4289185805012
31,2040,m,e1,25,0.00252547518322448,990.8000570679584
32,2040,m,e1,25,0.00172233552959766,163.7869773424254
33,2040,m,e1,25,0.00306263643802699,763.7912572585116
35,2040,m,e1,25,0.00436476176674147,2571.388319787188
41,2040,m,e1,25,0.00120150252750935,234.73034286631508
42,2040,m,e1,25,0.00101245535618056,214.4764763135425
43,2040,m,e1,25,0.00164032084178633,203.88412764141697
50,2040,m,e1,25,0.00110071936144448,104.28737425240972
51,2040,m,e1,25,0.00428045645087289,604.7016545711208
52,2040,m,e1,25,0.00337093060320215,990.0509178589408
53,2040,m,e1,25,0.00216928747855417,-1671.9164347779615
11,2045,m,e1,25,0.00127009600767841,74.22136124896917
12,2045,m,e1,25,0.00208554246948394,31.15778412573516
13,2045,m,e1,25,0.00116275098659514,59.32607316160851
14,2045,m,e1,25,0.00763102401711053,144.1791200815345
15,2045,m,e1,25,0.00390777222570983,501.86614181207847
16,2045,m,e1,25,0.00392341782240541,104.871942900289
17,2045,m,e1,25,0.00273055307295169,376.5147160478215
21,2045,m,e1,25,0.0029465060992653,249.73924573809103
22,2045,m,e1,25,0.00394812618707669,199.42210602262696
